gene	cell_logFC	cell_FDR	pct_cluster2	pct_cluster0	pb_logFC	pb_FDR	pb_AveExpr	pb_t	pb_P	direction_concordant	cell_sig	pb_sig	both_sig	both_sig_same_direction
A2M	0.112722623459565	3.21352472949653e-57	0.654	0.397	0.158206463074443	0.0164647922572862	8.85198351759081	3.07681654239422	0.0031199542583942	TRUE	TRUE	TRUE	TRUE	TRUE
AACS	-0.0811996044574079	6.72426585447556e-05	0.1	0.065							TRUE	FALSE	FALSE	FALSE
AAGAB	0.0380431235795803	1.69878416705258e-27	0.156	0.079							TRUE	FALSE	FALSE	FALSE
AAK1	0.110486384165359	7.30598896966451e-35	0.765	0.504	0.0897531760781838	0.141380455593458	9.07747456260623	1.99011374716657	0.0510210009346451	TRUE	TRUE	FALSE	FALSE	FALSE
AAMDC	0.0022122935649258	8.14975201155133e-24	0.114	0.054							TRUE	FALSE	FALSE	FALSE
AAMP	-0.013604516271678	2.32615160267457e-10	0.079	0.042							TRUE	FALSE	FALSE	FALSE
AARS	-0.120794237629971	2.85980976035107e-09	0.202	0.132							TRUE	FALSE	FALSE	FALSE
AASDH	-0.0459427638642668	3.21216833306578e-22	0.14	0.073							TRUE	FALSE	FALSE	FALSE
AASDHPPT	-0.0901394108066563	2.7304817314778e-09	0.142	0.089							TRUE	FALSE	FALSE	FALSE
AASS	0.0138374582633696	4.33529711595582e-20	0.096	0.046							TRUE	FALSE	FALSE	FALSE
AATF	0.143429013497862	2.8810293435592e-58	0.245	0.113	0.192161380536607	0.159505531652581	6.60324145783846	1.91918667714845	0.0595959203955702	TRUE	TRUE	FALSE	FALSE	FALSE
AATK	-0.107321029006351	0.00111420863441492	0.087	0.057							TRUE	FALSE	FALSE	FALSE
ABAT	0.0286107904556556	2.1900706499552e-32	0.212	0.112	0.0213211485497857	0.896185028832718	6.35862589303895	0.220250293287407	0.826404491745597	TRUE	TRUE	FALSE	FALSE	FALSE
ABCA1	0.102915683099322	2.17186362752581e-35	0.488	0.308	0.193962276049416	0.00869644565779504	7.40530946744773	3.34607683669858	0.00140028711353647	TRUE	TRUE	TRUE	TRUE	TRUE
ABCA2	-0.118505592556655	1	0.066	0.046							FALSE	FALSE	FALSE	FALSE
ABCA3	-0.149490374698091	0.321660180813478	0.117	0.085							FALSE	FALSE	FALSE	FALSE
ABCA5	-0.155098914080866	1	0.091	0.069							FALSE	FALSE	FALSE	FALSE
ABCA7	-0.0597559250714475	2.70924014162252e-08	0.061	0.032							TRUE	FALSE	FALSE	FALSE
ABCB10	0.0539728883310042	6.40554244087363e-34	0.125	0.055							TRUE	FALSE	FALSE	FALSE
ABCB4	0.021659275432627	1.9629925719703e-10	0.074	0.039							TRUE	FALSE	FALSE	FALSE
ABCB7	0.130078136869662	4.69044274235863e-62	0.256	0.117	0.207617471738226	0.0408621858823272	6.56906296307966	2.66536780936195	0.00980650775701858	TRUE	TRUE	TRUE	TRUE	TRUE
ABCB8	-0.0222105185465001	2.15452124171971e-12	0.071	0.035							TRUE	FALSE	FALSE	FALSE
ABCB9	-0.0362651537395573	3.62282071395664e-05	0.056	0.032							TRUE	FALSE	FALSE	FALSE
ABCC1	0.0365304255349697	8.34267920304894e-28	0.172	0.09	-0.0647377699964558	0.669256965411113	6.06611241206795	-0.663217742301737	0.509665262899969	FALSE	TRUE	FALSE	FALSE	FALSE
ABCC10	0.0255606353156663	4.71865842091223e-29	0.108	0.047							TRUE	FALSE	FALSE	FALSE
ABCC4	0.267533870726239	1.65782345687344e-64	0.79	0.528	0.132133662911818	0.0116959634142968	9.76071850708207	3.22912083495477	0.00199257933199446	TRUE	TRUE	TRUE	TRUE	TRUE
ABCC5	0.0429074469462936	1.76568249487517e-49	0.318	0.165	0.0924828727569515	0.393932777568623	6.96686602559715	1.24889791248119	0.216427371923368	TRUE	TRUE	FALSE	FALSE	FALSE
ABCD3	0.0863131739739415	3.15628985301195e-32	0.174	0.088	0.151567999198981	0.242569142788315	6.09161549781144	1.63517585193737	0.107112137709383	TRUE	TRUE	FALSE	FALSE	FALSE
ABCD4	0.0462493554627008	5.39174368689476e-54	0.241	0.112	-0.00751548340898579	0.952683662556835	6.42771084611579	-0.0991506534685111	0.921340588731323	FALSE	TRUE	FALSE	FALSE	FALSE
ABCE1	0.057470917924782	1.61248858212641e-35	0.139	0.062							TRUE	FALSE	FALSE	FALSE
ABCF1	-0.101524717496036	1.33576651770839e-06	0.101	0.063							TRUE	FALSE	FALSE	FALSE
ABCG1	-0.00659832980792241	9.47031312053428e-25	0.265	0.156	-0.0505132553783292	0.653235910258899	6.59865349750681	-0.694250217617729	0.490135181836695	TRUE	TRUE	FALSE	FALSE	FALSE
ABCG2	0.00804683759955344	1.61876455591413e-07	0.069	0.039							TRUE	FALSE	FALSE	FALSE
ABHD10	-0.00169735870361321	1.38452418059135e-17	0.08	0.037							TRUE	FALSE	FALSE	FALSE
ABHD12	-0.0306670446477602	8.47085783815112e-27	0.499	0.31	-0.00459135953151163	0.958602222043039	7.88951640210101	-0.08481001562787	0.932687446338738	TRUE	TRUE	FALSE	FALSE	FALSE
ABHD13	0.074005821920841	2.2095549456972e-40	0.118	0.047							TRUE	FALSE	FALSE	FALSE
ABHD15-AS1	0.069277602727633	5.95011569007261e-43	0.26	0.134							TRUE	FALSE	FALSE	FALSE
ABHD17A	-0.0883544700327007	7.69325802768966e-11	0.124	0.074							TRUE	FALSE	FALSE	FALSE
ABHD17B	0.0199934428108246	5.47196675182977e-18	0.106	0.054							TRUE	FALSE	FALSE	FALSE
ABHD18	0.0107486726519167	1.78333584954635e-36	0.286	0.157	0.00428116407013942	0.971468976097821	6.99682817471111	0.0601864629056382	0.952201951849997	TRUE	TRUE	FALSE	FALSE	FALSE
ABHD2	-0.0890275913438313	1.07885541300263e-11	0.226	0.147	-0.156767739269332	0.109190015816687	6.44103303509653	-2.15013955089992	0.0354777047055493	TRUE	TRUE	FALSE	FALSE	FALSE
ABHD3	0.224953806337891	4.51674640712681e-60	0.393	0.215	0.241481954020709	0.000744959197180279	7.3129686365661	4.26130641641371	7.08387341751862e-05	TRUE	TRUE	TRUE	TRUE	TRUE
ABHD5	0.0422123088994149	4.74588880183188e-22	0.074	0.03							TRUE	FALSE	FALSE	FALSE
ABHD6	-0.0332900441527562	2.92634186950269e-09	0.102	0.06							TRUE	FALSE	FALSE	FALSE
ABHD8	-0.037468289234061	4.98849029900279e-12	0.147	0.089							TRUE	FALSE	FALSE	FALSE
ABI1	0.157497847390541	5.22081204485406e-61	0.636	0.37	0.138987275410912	0.0268789117827681	8.33634819582519	2.8615350762092	0.00575144274056171	TRUE	TRUE	TRUE	TRUE	TRUE
ABI2	-0.0785051842969375	8.82021161737234e-21	0.406	0.255	-0.0529389000493955	0.621204856684234	7.25575931663376	-0.758488353585162	0.45105081024739	TRUE	TRUE	FALSE	FALSE	FALSE
ABI3	0.0256830588110977	4.23125516081308e-35	0.159	0.074							TRUE	FALSE	FALSE	FALSE
ABL1	0.222801244600794	5.90055512210521e-70	0.46	0.248	0.157542824229946	0.0679102136971033	7.96930047126903	2.41120889736536	0.01889570087823	TRUE	TRUE	FALSE	FALSE	FALSE
ABL2	0.165935003425112	4.00239258935223e-66	0.387	0.198	0.128971335372823	0.099518992972209	7.47355192886991	2.20539443312436	0.0311675531914716	TRUE	TRUE	FALSE	FALSE	FALSE
ABLIM1	-0.201805128525884	1	0.113	0.092							FALSE	FALSE	FALSE	FALSE
ABLIM2	-0.137278510307839	1	0.052	0.039							FALSE	FALSE	FALSE	FALSE
ABR	0.202170328628626	3.00236397972687e-49	0.937	0.74	0.0117270515272982	0.83953431956487	10.6720846318808	0.333960058270815	0.739543876505244	TRUE	TRUE	FALSE	FALSE	FALSE
ABRAXAS2	0.00873495381204864	7.95352623653672e-25	0.125	0.061							TRUE	FALSE	FALSE	FALSE
ABTB1	-0.0906200422927651	0.000488201161056243	0.093	0.06							TRUE	FALSE	FALSE	FALSE
AC001226.2	0.0105658100484327	7.70801691959654e-16	0.084	0.041							TRUE	FALSE	FALSE	FALSE
AC002070.1	0.0705497649935513	4.96581321745438e-10	0.061	0.031							TRUE	FALSE	FALSE	FALSE
AC004687.1	-0.0502919010369491	3.43037726002694e-11	0.102	0.058							TRUE	FALSE	FALSE	FALSE
AC004918.1	0.0451139451766879	1.09455383992171e-39	0.204	0.1	0.0337146109478478	0.815592555658232	6.23833317018989	0.382686837736252	0.703269173853732	TRUE	TRUE	FALSE	FALSE	FALSE
AC005037.1	0.0275837025000156	8.04733771249459e-09	0.065	0.034							TRUE	FALSE	FALSE	FALSE
AC005154.6	0.0607751974183819	5.64337697798596e-51	0.278	0.138	0.00746300088041675	0.951930974543991	6.84189594085931	0.100378388210628	0.920369886380074	TRUE	TRUE	FALSE	FALSE	FALSE
AC005165.1	0.112265267899363	3.83382059577685e-41	0.169	0.077							TRUE	FALSE	FALSE	FALSE
AC005258.1	0.00495984515934461	1.54207114251651e-29	0.129	0.06							TRUE	FALSE	FALSE	FALSE
AC005261.1	0.0217255919571339	6.24409643296818e-29	0.141	0.068							TRUE	FALSE	FALSE	FALSE
AC005280.2	0.0675630112752328	3.17548049719163e-24	0.057	0.019							TRUE	FALSE	FALSE	FALSE
AC005332.7	0.0425005741336314	5.05699828066922e-20	0.05	0.018							TRUE	FALSE	FALSE	FALSE
AC005480.1	0.0138006141618054	6.79081873141536e-12	0.051	0.022							TRUE	FALSE	FALSE	FALSE
AC005670.2	-0.014134139174157	3.17325555596699e-18	0.101	0.05							TRUE	FALSE	FALSE	FALSE
AC005699.1	0.0609451930288434	2.57821731561705e-13	0.157	0.097	0.225015369121728	0.217892787486507	6.19161077696863	1.7105733001891	0.0921918220964334	TRUE	TRUE	FALSE	FALSE	FALSE
AC005726.1	0.000619161919167222	3.07767452230574e-19	0.105	0.052							TRUE	FALSE	FALSE	FALSE
AC005833.2	-0.00775081738209557	1.05263794044343e-11	0.064	0.032							TRUE	FALSE	FALSE	FALSE
AC006030.1	0.00148949661522671	3.85945667384631e-13	0.064	0.03							TRUE	FALSE	FALSE	FALSE
AC006059.1	0.0327792198215162	9.39364372008235e-29	0.142	0.069							TRUE	FALSE	FALSE	FALSE
AC006148.1	-0.108440019158817	1	0.053	0.044							FALSE	FALSE	FALSE	FALSE
AC006160.1	0.0524822701795082	4.20369778833724e-23	0.069	0.027							TRUE	FALSE	FALSE	FALSE
AC006504.5	-0.0148996487793733	4.10974254042423e-05	0.055	0.031							TRUE	FALSE	FALSE	FALSE
AC006978.2	0.165327838602074	9.10394018699318e-68	0.588	0.331	0.0827208146314462	0.17720102279359	8.41910624682275	1.84668747300637	0.0695969332063578	TRUE	TRUE	FALSE	FALSE	FALSE
AC007038.1	0.0882835289913806	6.72995912126599e-45	0.139	0.056							TRUE	FALSE	FALSE	FALSE
AC007192.2	-0.0375242659932331	0.00157962477522608	0.075	0.048							TRUE	FALSE	FALSE	FALSE
AC007216.4	0.0186340302981859	2.45509567317293e-25	0.099	0.044							TRUE	FALSE	FALSE	FALSE
AC007262.2	0.236745013541542	3.21184269922523e-62	0.27	0.13	0.134998909809329	0.208089181570301	6.86029791407299	1.74016653796921	0.0868232341364478	TRUE	TRUE	FALSE	FALSE	FALSE
AC007319.1	-0.132970526452905	1	0.102	0.088							FALSE	FALSE	FALSE	FALSE
AC007376.2	-0.0476228785166879	4.05452927405229e-16	0.12	0.066	-0.279890288977381	0.0355745145603106	5.96848114723005	-2.72896035817564	0.00826985904265761	TRUE	TRUE	TRUE	TRUE	TRUE
AC007388.1	-0.0394808390481349	6.2970379233716e-15	0.174	0.105	-0.0741013968700739	0.603219128777657	6.01561607449011	-0.800176226927215	0.426683644121974	TRUE	TRUE	FALSE	FALSE	FALSE
AC007563.2	-0.116014455229501	1	0.056	0.043							FALSE	FALSE	FALSE	FALSE
AC007566.1	0.0686078283492957	4.10243706158367e-39	0.17	0.079	0.0265169604379524	0.878755225963472	6.04062444809747	0.25782480109473	0.797401452174964	TRUE	TRUE	FALSE	FALSE	FALSE
AC007881.2	0.0166204835208461	1.06811206661222e-16	0.075	0.035							TRUE	FALSE	FALSE	FALSE
AC007952.4	0.0240268631511424	6.69531061577431e-14	0.06	0.027							TRUE	FALSE	FALSE	FALSE
AC008014.1	0.14471712623427	8.82181163602256e-39	0.282	0.159	0.103114622633461	0.433413878105218	7.31156076787997	1.161764217429	0.249812640784951	TRUE	TRUE	FALSE	FALSE	FALSE
AC008050.1	0.328858220435415	3.801962921615e-56	0.351	0.194	0.104393428228251	0.264638528023071	8.04049877411514	1.56905927860541	0.121756670378378	TRUE	TRUE	FALSE	FALSE	FALSE
AC008083.2	-0.0499973709173268	5.83654359700468e-16	0.102	0.053							TRUE	FALSE	FALSE	FALSE
AC008105.3	0.0127430060767959	1.59500762243189e-29	0.183	0.096	-0.0728310653587348	0.564017296691953	6.35525517962145	-0.878383201370667	0.383148914811832	FALSE	TRUE	FALSE	FALSE	FALSE
AC008537.1	-0.00228221128842357	2.15552953818757e-09	0.058	0.029							TRUE	FALSE	FALSE	FALSE
AC008574.1	-0.0876763715528753	1	0.05	0.039							FALSE	FALSE	FALSE	FALSE
AC008591.1	-0.018636656416491	0.256100450127059	0.088	0.063							FALSE	FALSE	FALSE	FALSE
AC008691.1	0.207882063377299	1.99727835568804e-24	0.529	0.392	0.0529213627869139	0.425119483267317	9.60302403095521	1.18082058872972	0.242212936908744	TRUE	TRUE	FALSE	FALSE	FALSE
AC008735.2	0.0133374633193936	1.17630110350926e-09	0.05	0.023							TRUE	FALSE	FALSE	FALSE
AC008892.1	0.0610008217072894	5.92078901279368e-23	0.082	0.035							TRUE	FALSE	FALSE	FALSE
AC008957.1	0.0991603906155673	1.26289380357537e-43	0.122	0.047							TRUE	FALSE	FALSE	FALSE
AC008957.2	0.00476348327388226	6.36392684061331e-18	0.095	0.046							TRUE	FALSE	FALSE	FALSE
AC009061.2	0.0277094987403913	7.36589203114572e-37	0.158	0.073	-0.0218249667480247	0.897950743666777	5.99125031166867	-0.216034325192627	0.829674718515244	FALSE	TRUE	FALSE	FALSE	FALSE
AC009093.2	-0.00826248376353145	2.05795879179917e-23	0.17	0.093	-0.161871702404813	0.255456310213101	6.21129873985121	-1.59652420541201	0.115489272035679	TRUE	TRUE	FALSE	FALSE	FALSE
AC009119.1	0.0731308329910325	6.0603934941084e-39	0.093	0.033							TRUE	FALSE	FALSE	FALSE
AC009226.1	0.0743558490031134	8.71611632134238e-19	0.094	0.046							TRUE	FALSE	FALSE	FALSE
AC009403.1	0.0635661494593378	1.33551411146543e-24	0.103	0.047							TRUE	FALSE	FALSE	FALSE
AC009554.1	0.0633241002406484	2.05551591329227e-29	0.13	0.061							TRUE	FALSE	FALSE	FALSE
AC009690.1	-0.0323646164537899	2.36434986710078e-34	0.314	0.178	-0.168738123628893	0.10465418888414	7.37962651965505	-2.17475802058282	0.033496813835653	TRUE	TRUE	FALSE	FALSE	FALSE
AC009690.2	0.0367271245520131	1.85882991344563e-19	0.085	0.039							TRUE	FALSE	FALSE	FALSE
AC009948.1	0.0816936146374081	2.03923502367482e-43	0.131	0.052							TRUE	FALSE	FALSE	FALSE
AC009950.1	0.0620876843047833	3.21603461015388e-35	0.205	0.105	0.122338107677174	0.361689714082499	6.04193894487455	1.31577070194677	0.193126564087227	TRUE	TRUE	FALSE	FALSE	FALSE
AC009961.1	0.00738731431251832	4.4520350566308e-11	0.073	0.038							TRUE	FALSE	FALSE	FALSE
AC010422.6	0.0142506693057445	1.38010655243869e-12	0.053	0.023							TRUE	FALSE	FALSE	FALSE
AC010542.3	0.0393654477977242	2.38130196494422e-20	0.089	0.041							TRUE	FALSE	FALSE	FALSE
AC010615.4	-0.062743611339154	0.000715446923558291	0.07	0.044							TRUE	FALSE	FALSE	FALSE
AC010618.3	0.0217103295857465	1.09557636296346e-25	0.108	0.05							TRUE	FALSE	FALSE	FALSE
AC010894.3	-0.0550942787121651	4.5639198574128e-16	0.181	0.107							TRUE	FALSE	FALSE	FALSE
AC010978.1	-0.028753756396139	1.06019227928398e-05	0.071	0.042							TRUE	FALSE	FALSE	FALSE
AC011092.2	-0.0336636360769897	8.37887806668075e-06	0.053	0.029							TRUE	FALSE	FALSE	FALSE
AC011287.1	-0.275797118503025	1	0.205	0.173	-0.380510804271917	0.00261504361765617	6.23617168815443	-3.80721688937552	0.000326130152775789	TRUE	FALSE	TRUE	FALSE	FALSE
AC011447.3	-0.0184523958227297	4.44954452265153e-07	0.055	0.029							TRUE	FALSE	FALSE	FALSE
AC011933.4	-0.0503603119197028	4.3618324227522e-16	0.227	0.141							TRUE	FALSE	FALSE	FALSE
AC012150.1	0.0372581274782438	7.63568050749737e-34	0.142	0.065							TRUE	FALSE	FALSE	FALSE
AC012358.3	0.0294802368135777	7.90609325755336e-19	0.085	0.039							TRUE	FALSE	FALSE	FALSE
AC012368.1	0.0441724996683348	3.12111770873724e-46	0.257	0.129	0.0559432908066275	0.63846618330842	6.72110592468669	0.72493385302204	0.471237218692825	TRUE	TRUE	FALSE	FALSE	FALSE
AC013394.1	0.0506908244663968	7.3840768173356e-53	0.296	0.147	0.0435348409417797	0.722925512562901	6.79199582766739	0.561713475059666	0.576349184461012	TRUE	TRUE	FALSE	FALSE	FALSE
AC015712.2	0.0498051846640852	5.18277331438181e-26	0.105	0.048							TRUE	FALSE	FALSE	FALSE
AC015813.2	0.0362355387374486	1.73613516776193e-27	0.095	0.04							TRUE	FALSE	FALSE	FALSE
AC016831.7	0.203174957850754	1.31427975525802e-45	0.826	0.587	0.124429990414669	0.0160385982701412	9.74968472478225	3.09003563776627	0.0030023797832909	TRUE	TRUE	TRUE	TRUE	TRUE
AC017101.1	-0.0467123621462398	1	0.058	0.039							FALSE	FALSE	FALSE	FALSE
AC018682.1	-0.0632629083900268	2.47783605099714e-08	0.084	0.048							TRUE	FALSE	FALSE	FALSE
AC018816.1	0.0480100808898522	4.33447655016784e-21	0.075	0.032							TRUE	FALSE	FALSE	FALSE
AC019205.1	-0.104091683873065	1	0.062	0.047							FALSE	FALSE	FALSE	FALSE
AC020611.2	0.00409577125145416	7.16028210591202e-16	0.066	0.029							TRUE	FALSE	FALSE	FALSE
AC020928.1	0.0215822090596776	1.40848942718596e-11	0.064	0.031							TRUE	FALSE	FALSE	FALSE
AC021231.1	0.0574741356321237	2.82337470414356e-12	0.074	0.038							TRUE	FALSE	FALSE	FALSE
AC021594.2	0.00437723345469512	2.2414464953203e-15	0.058	0.025							TRUE	FALSE	FALSE	FALSE
AC022098.1	0.0594464817817486	2.0370361873382e-30	0.112	0.049							TRUE	FALSE	FALSE	FALSE
AC022182.1	0.0419602645390712	5.58957955650885e-12	0.05	0.022							TRUE	FALSE	FALSE	FALSE
AC022509.2	0.0897499243789288	6.61829966021528e-32	0.116	0.05							TRUE	FALSE	FALSE	FALSE
AC022568.1	0.000322581398903954	1.75513425401113e-18	0.12	0.063							TRUE	FALSE	FALSE	FALSE
AC023051.1	0.0448234062547957	2.80618107739817e-25	0.125	0.061							TRUE	FALSE	FALSE	FALSE
AC024145.1	0.0456073764021773	9.26490024259709e-19	0.089	0.042							TRUE	FALSE	FALSE	FALSE
AC024901.1	-0.104739403433498	1	0.053	0.045							FALSE	FALSE	FALSE	FALSE
AC025159.1	-0.109536704769498	5.19339531659694e-07	0.156	0.103	-0.283402227953517	0.0359456098899264	5.94463975361645	-2.72369260319372	0.00838822572029652	TRUE	TRUE	TRUE	TRUE	TRUE
AC025539.1	0.0335608393556107	1.91820450393787e-14	0.076	0.037							TRUE	FALSE	FALSE	FALSE
AC025569.1	0.169985152049857	2.75094392814488e-64	0.567	0.324	0.112097187561677	0.128017734156053	8.31413801319222	2.05255403525626	0.0443703393823197	TRUE	TRUE	FALSE	FALSE	FALSE
AC025682.1	0.0199161272093532	2.79087983659033e-16	0.1	0.052							TRUE	FALSE	FALSE	FALSE
AC026471.4	0.038776062375901	2.0565336699185e-12	0.053	0.023							TRUE	FALSE	FALSE	FALSE
AC027031.2	-0.0481532451348499	4.60943818834964e-11	0.085	0.046							TRUE	FALSE	FALSE	FALSE
AC027097.2	0.0890848821077734	3.2900514655078e-50	0.274	0.139	-0.0539450187007945	0.649617767737138	7.31896740332458	-0.700753908134484	0.486095009064209	FALSE	TRUE	FALSE	FALSE	FALSE
AC027117.2	0.0266746276093025	1.50720161849122e-12	0.05	0.022							TRUE	FALSE	FALSE	FALSE
AC027644.4	0.115011997739792	3.57879867247424e-63	0.338	0.17	0.0710587437506116	0.479982423939352	7.48001078447379	1.06185780339777	0.292445297319845	TRUE	TRUE	FALSE	FALSE	FALSE
AC027808.1	0.0474413877166301	1.96453622304034e-23	0.084	0.036							TRUE	FALSE	FALSE	FALSE
AC034195.1	0.0541010019882932	2.8443977508571e-16	0.138	0.079	-0.0509939070958895	0.745214209323734	5.96098899312353	-0.516675379387266	0.607232695432117	FALSE	TRUE	FALSE	FALSE	FALSE
AC044781.1	-0.0286035224393507	5.95214795510719e-36	0.264	0.142							TRUE	FALSE	FALSE	FALSE
AC046195.1	0.0555672277541109	5.65432044293999e-08	0.066	0.036							TRUE	FALSE	FALSE	FALSE
AC048341.1	0.00225364874714901	4.77115823660359e-12	0.055	0.025							TRUE	FALSE	FALSE	FALSE
AC053527.1	0.0280429852676347	2.18079372712118e-22	0.139	0.072							TRUE	FALSE	FALSE	FALSE
AC058822.1	-0.0131688610215476	9.55628930517248e-11	0.074	0.039							TRUE	FALSE	FALSE	FALSE
AC066613.2	0.060063040116098	1.80225746245627e-21	0.085	0.038							TRUE	FALSE	FALSE	FALSE
AC068724.3	-0.0194405023780526	4.31418921965857e-05	0.06	0.035							TRUE	FALSE	FALSE	FALSE
AC068888.1	-0.000672164779239481	1.64555855024935e-13	0.064	0.03							TRUE	FALSE	FALSE	FALSE
AC068992.1	-0.0758476124665961	1	0.187	0.18							FALSE	FALSE	FALSE	FALSE
AC069287.3	-0.0211677694129846	2.92886992410138e-08	0.054	0.027							TRUE	FALSE	FALSE	FALSE
AC069368.1	-0.0189682406436306	2.96360018704536e-09	0.067	0.036							TRUE	FALSE	FALSE	FALSE
AC073050.1	-0.186745030896002	1	0.082	0.067							FALSE	FALSE	FALSE	FALSE
AC073343.2	-0.0186263339841586	2.37071064434473e-05	0.053	0.03							TRUE	FALSE	FALSE	FALSE
AC073529.1	0.030691588775727	1.31870220703491e-06	0.058	0.032							TRUE	FALSE	FALSE	FALSE
AC073610.3	-0.00489377873890748	9.84813041094077e-08	0.051	0.026							TRUE	FALSE	FALSE	FALSE
AC074032.1	0.0362074090056854	3.78160948024296e-30	0.158	0.078							TRUE	FALSE	FALSE	FALSE
AC074117.1	-0.00455341687901234	2.66452591193739e-19	0.085	0.039							TRUE	FALSE	FALSE	FALSE
AC074327.1	0.227981319356857	1.12265152069683e-32	0.753	0.566	0.0782014454257863	0.107561206403859	10.0230184499533	2.15805719487293	0.0348297310512102	TRUE	TRUE	FALSE	FALSE	FALSE
AC078785.1	0.0331546374320879	5.39197128016435e-10	0.06	0.03							TRUE	FALSE	FALSE	FALSE
AC078881.1	0.081829215956001	4.58769229622224e-22	0.107	0.052							TRUE	FALSE	FALSE	FALSE
AC078883.1	0.0653756430783333	8.13388585787864e-26	0.125	0.061							TRUE	FALSE	FALSE	FALSE
AC079015.1	0.185148628221272	3.37813879997565e-76	0.337	0.16	0.225547023471988	0.0062220828705471	7.20281020583803	3.47951578828606	0.000928313817717432	TRUE	TRUE	TRUE	TRUE	TRUE
AC079447.1	-0.0160642631661728	7.60118861481179e-16	0.117	0.064							TRUE	FALSE	FALSE	FALSE
AC079760.1	-0.0751465219880308	0.672069915995147	0.051	0.034							FALSE	FALSE	FALSE	FALSE
AC083798.2	0.0270782677250277	4.58030853719517e-11	0.061	0.03							TRUE	FALSE	FALSE	FALSE
AC084337.2	0.0641213672290709	1.38605393969723e-27	0.094	0.039							TRUE	FALSE	FALSE	FALSE
AC087286.2	-0.000233727414583801	4.37135474608576e-11	0.056	0.026							TRUE	FALSE	FALSE	FALSE
AC087500.1	-0.0205337893171529	3.4162375194643e-13	0.091	0.048							TRUE	FALSE	FALSE	FALSE
AC087564.1	0.244277595805225	1.01527434715118e-58	0.431	0.246	0.140094799325103	0.0362781056629153	8.37468363895202	2.71946586083083	0.00848432106424212	TRUE	TRUE	TRUE	TRUE	TRUE
AC087672.2	0.154624606261561	5.48377157932066e-46	0.141	0.057							TRUE	FALSE	FALSE	FALSE
AC090115.1	0.015778950076921	3.59719050425503e-10	0.063	0.032							TRUE	FALSE	FALSE	FALSE
AC090517.4	0.0976593326059011	1.0041602406976e-32	0.199	0.105	0.126586482256321	0.278003926853276	6.33217730909357	1.52815444122755	0.13159277945414	TRUE	TRUE	FALSE	FALSE	FALSE
AC090559.1	0.0456627772312615	1.66391089629898e-23	0.063	0.023							TRUE	FALSE	FALSE	FALSE
AC090568.2	-0.195053966610012	1	0.075	0.069							FALSE	FALSE	FALSE	FALSE
AC090579.1	0.00906935080328031	9.96183921840311e-15	0.088	0.045							TRUE	FALSE	FALSE	FALSE
AC090630.1	0.064875012163353	1.13604937919149e-11	0.059	0.028							TRUE	FALSE	FALSE	FALSE
AC090825.1	0.069004254619543	9.30458917738583e-24	0.107	0.051							TRUE	FALSE	FALSE	FALSE
AC090833.1	-0.00650310908113233	4.41255512473304e-20	0.108	0.054							TRUE	FALSE	FALSE	FALSE
AC090907.2	0.0583460182422744	4.77779028104795e-35	0.118	0.05							TRUE	FALSE	FALSE	FALSE
AC091948.1	0.0381558267683316	1.32677268833155e-16	0.102	0.053							TRUE	FALSE	FALSE	FALSE
AC092535.3	0.0400910040121287	2.57515354505098e-28	0.15	0.075	-0.0749201119849137	0.634044396831273	5.98275179720364	-0.732420697386428	0.46668935164778	FALSE	TRUE	FALSE	FALSE	FALSE
AC092683.1	-0.331297288105819	0.00453377742527633	0.2	0.144	-0.629416733626125	1.81927937906101e-08	6.95162553304879	-7.53371278084506	2.64470605984386e-10	TRUE	TRUE	TRUE	TRUE	TRUE
AC092691.1	-0.387120259123442	1	0.221	0.215	-0.489738759956547	0.000509479812828991	6.29029529590325	-4.39224345174913	4.49369739461689e-05	TRUE	FALSE	TRUE	FALSE	FALSE
AC092835.1	-0.0246920215172531	0.000151020347900527	0.055	0.032							TRUE	FALSE	FALSE	FALSE
AC093152.1	0.206853161808165	8.51933578467891e-60	0.466	0.261	0.173237303051887	0.0107967602712876	7.79027105361074	3.25936561974306	0.00182011184374422	TRUE	TRUE	TRUE	TRUE	TRUE
AC093157.1	0.0461623884247282	1.66038811489824e-12	0.069	0.034							TRUE	FALSE	FALSE	FALSE
AC093423.3	0.061251664694405	3.94493653909773e-19	0.057	0.022							TRUE	FALSE	FALSE	FALSE
AC093525.4	-0.0267344348122821	2.80557789342509e-06	0.055	0.03							TRUE	FALSE	FALSE	FALSE
AC096711.2	0.0887460418205015	5.53442214821292e-41	0.176	0.082	-0.0105430644204856	0.954104766966447	5.7553791250559	-0.0971049611694097	0.922958271130766	FALSE	TRUE	FALSE	FALSE	FALSE
AC096887.1	0.00999833807323155	1.76056993437369e-12	0.055	0.025							TRUE	FALSE	FALSE	FALSE
AC097103.2	0.00603034482184639	7.03281286746593e-26	0.169	0.09	-0.00902946490308935	0.954386805360628	6.19451484096115	-0.0956540104533616	0.924105845076491	FALSE	TRUE	FALSE	FALSE	FALSE
AC097376.2	0.126187128802366	6.04676423645843e-55	0.375	0.203	0.040001459852975	0.672951496204165	7.69368506825385	0.653898930582329	0.515610476056821	TRUE	TRUE	FALSE	FALSE	FALSE
AC098613.1	0.0261407363195974	3.22887315250649e-19	0.054	0.02							TRUE	FALSE	FALSE	FALSE
