Rank	Term	P_value	Z_score	Combined_score	Overlapping_genes	Adjusted_p_value	Old_p_value	Old_adjusted_p_value	Library	Query_label	TF	neglog10_adjP
149	NR1H3 23393188 ChIP-Seq ATHEROSCLEROTIC-FOAM Human	0.0014808168565375037	3.6286213786213786	23.64105398972563	ENTPD1;WSB1;BMP2K;HCLS1;NPL;ARHGAP15;PLD1;RIN2;C1QC	0.007066179765088357	0	0	ChEA_2022	primary_candidate	NR1H3	2.1508153182183496
150	SMARCD1 25818293 ChIP-Seq ESCs Mouse	0.0016005703497874188	2.404087013843111	15.476058310612277	ENTPD1;RBM47;PRKCH;BNC2;IFNGR1;ANKRD44;PLA2G4A;FOXN3;ARHGAP24;ETV6;APBB1IP;CDK6;ELMO1;MAML3;DIP2B;SRGAP2;ST6GALNAC3;RIN2	0.007586703457992366	0	0	ChEA_2022	primary_candidate	SMARCD1	2.1199468909029133
151	P300 27058665 Chip-Seq ZR-75-30cells Human	0.0016654851662628368	2.3946665498970967	15.320211649080166	PHC2;CEBPB;MAML2;TCF12;FOXN3;GAB2;FBXO11;ETV6;ZEB2;RAP1A;ELMO1;ST8SIA4;TBC1D12;ST6GALNAC3;SOCS6;RIN2;RHOQ;PICALM	0.007842118895449517	0	0	ChEA_2022	primary_candidate	P300	2.105566577587174
152	ISL1 30127528 ChIP-Seq BE2C Human Brain Neuroblastoma	0.0017126449826915075	3.0915032679738563	19.691998850217455	LYN;P2RY12;DOCK4;PRKCH;USP53;IFNGR1;FAM13A;TCF12;ELMO1;SRGAP2;SAMSN1	0.008011122254563564	0	0	ChEA_2022	primary_candidate	ISL1	2.09630664061686
153	TRIM28 17542650 ChIP-ChIP NTERA2 Human	0.0018760325658434272	3.2492401215805473	20.400666255753272	LYN;FGD4;MKLN1;CDK6;RAP1A;WNT5A;HCLS1;FOXN3;GAB2;ETV6	0.00871803368833122	0	0	ChEA_2022	primary_candidate	TRIM28	2.0595814571091027
154	GATA3 21878914 ChIP-Seq MCF-7 Human	0.0019734099385211434	2.4129736673089273	15.027981418440925	UVRAG;CEBPB;B4GALT1;IFNGR1;FAM13A;PLD1;SAMSN1;ETV6;FAM135A;CALCR;CDK6;BMP2K;BLNK;TBC1D12;DIP2B;RHOQ;PAG1	0.009111003027847616	0	0	ChEA_2022	primary_candidate	GATA3	2.0404338090335363
155	ESR1 17901129 ChIP-ChIP LIVER Mouse	0.0020089676370230753	4.241300238604319	26.33904409801257	LYN;MKLN1;RAP1A;BMP2K;PDK4;PIK3AP1;PICALM	0.009215328967247784	0	0	ChEA_2022	primary_candidate	ESR1	2.035489156797554
156	UBF1/2 26484160 Chip-Seq FIBROBLAST Human	0.0020962785742603685	2.397928880272046	14.789446052425442	MEF2A;PHC2;MAML2;WNT5A;PLA2G4A;NPL;PLXDC2;TM6SF1;ARHGAP24;FGD4;GNAQ;MAML3;RAF1;SOCS6;RREB1;PAG1;TLR2	0.009554192732686678	0	0	ChEA_2022	primary_candidate	UBF1/2	2.0198060021255086
157	FOXP3 17237761 ChIP-ChIP TREG Mouse	0.0021185340006459876	7.931089743589744	48.83196492833459	RAP1A;ELMO1;PELI1;PAG1	0.00959412531502737	0	0	ChEA_2022	primary_candidate	FOXP3	2.017994613234156
158	JUN 26020271 ChIP-Seq SMOOTH MUSCLE Human	0.0021529258381729707	2.3912976747755352	14.684785668459721	RBM47;USP53;IFNGR1;ANKRD44;PLA2G4A;FOXN3;PLD1;PHC3;SH3RF3;B3GNT5;HCLS1;HNRNPC;IL6ST;SOCS6;RHOQ;IL13RA1;TLR2	0.009688166271778369	0	0	ChEA_2022	primary_candidate	JUN	2.0137584162836477
159	EP300 20729851 ChIP-Seq FORBRAIN MIDBRAIN LIMB HEART Mouse	0.002174487766950755	2.5290492159883984	15.505505022824591	PHC2;MBNL1;WSB1;WNT5A;TCF12;FOXN3;GAB2;FBXO11;TGFBR1;MED13L;MAML3;CPVL;ST6GALNAC3;WDFY4;PAG1	0.009723652844666584	0	0	ChEA_2022	primary_candidate	EP300	2.0121705547995985
160	CEBPB 20176806 ChIP-Seq THIOMACROPHAGE Mouse	0.002339200605580663	2.5942602671944583	15.715888685205618	LYN;RBM47;CEBPB;DOCK8;TCF12;NPL;PLD1;TGFBR1;ETV6;FGD4;SCIN;GNAQ;PELI1;OLR1	0.01039482269104907	0	0	ChEA_2022	primary_candidate	CEBPB	1.9831829142166606
161	TAF15 26573619 Chip-Seq HEK293 Human	0.002376867379535421	5.766081871345029	34.83850455542234	WSB1;MGAT4A;ANKRD44;PLA2G4A;HNRNPC	0.010496600663662634	0	0	ChEA_2022	primary_candidate	TAF15	1.9789513249339183
162	MYCN 21190229 ChIP-Seq SHEP-21N Human	0.002411429452400518	4.729425933360097	28.506783055739902	PTPRC;ST8SIA4;NPL;PIK3AP1;TGFBR1;PAG1	0.010583495929980053	0	0	ChEA_2022	primary_candidate	MYCN	1.9753708528758562
163	PU.1 20176806 ChIP-Seq MACROPHAGES Mouse	0.002489901656475907	2.4182479598859503	14.498634818875997	LYN;P2RY12;CEBPB;PTPRJ;PLXDC2;PLD1;TGFBR1;ETV6;APBB1IP;PTPRC;CDK6;GNAQ;B3GNT5;PELI1;IL6ST;PAG1	0.010860859372726196	0	0	ChEA_2022	primary_candidate	PU.1	1.9641358095476487
164	ESR2 21235772 ChIP-Seq MCF-7 Human	0.002573179383857924	4.051038241654077	24.154773406046957	WSB1;CALCR;CDK6;B4GALT1;DOCK8;TCF12;GAB2	0.011155674036115754	0	0	ChEA_2022	primary_candidate	ESR2	1.9525041841141655
165	RUNX1 27457419 Chip-Seq LIVER Mouse	0.002593662915569794	2.407519827670616	14.336020156881023	ANKRD44;PLA2G4A;PTPRJ;NPL;ARHGAP15;PLXDC2;APBB1IP;ZEB2;FAM135A;PTPRC;MGAT4A;ST8SIA4;MAML3;SRGAP2;RIN2;PAG1	0.011176329290728024	0	0	ChEA_2022	primary_candidate	RUNX1	1.951700810988421
166	SPI1 20176806 ChIP-Seq THIOMACROPHAGE Mouse	0.002724033318146939	2.5481171548117154	15.048266822585198	LYN;RBM47;CEBPB;RANBP9;NPL;PLXDC2;PLD1;ETV6;FGD4;SCIN;GNAQ;PELI1;TAB2;ST6GALNAC3	0.011667395718087191	0	0	ChEA_2022	primary_candidate	SPI1	1.9330260721022612
167	JUN 27471255 ChIP-Seq Chondrocytes Mouse Rib	0.002773333524624834	1.8910941401939718	11.134204885818608	DOCK4;RBM47;CCNH;PTPRJ;PLD1;FGD4;RAP1A;ST8SIA4;DIP2B;SOCS6;RREB1;IL13RA1;ENTPD1;MBNL1;ANKRD44;TCF12;KCNK13;TBC1D9;RANBP9;FOXN3;TGFBR1;ETV6;APBB1IP;ZEB2;CDK6;MGAT4A;B3GNT5;ELMO1;GNB4;PELI1;HNRNPC;MAML3;RAF1	0.011807425964121298	0	0	ChEA_2022	primary_candidate	JUN	1.927844768891164
168	TP63 22573176 ChIP-Seq HFKS Human	0.0027934825646711197	1.9655038366629483	11.55807893736879	MAML2;CCNH;DOCK8;RAP1A;CHST11;BLNK;OLR1;TBC1D12;DIP2B;ANKS1A;SRGAP2;RREB1;LYN;MEF2A;PHC2;WSB1;PLA2G4A;GAB2;PLXDC2;TGFBR1;GNAQ;ELMO1;PELI1;HCLS1;MAML3;RIN2;RHOQ;PICALM	0.011822417282625987	0	0	ChEA_2022	primary_candidate	TP63	1.9272937159105283
169	MYB 26560356 Chip-Seq TH2 Human	0.0028299014396940022	2.323656910520494	13.634088047623312	DOCK4;MBNL1;CEBPB;PRKCH;RANBP9;ARHGAP15;FBXO11;APBB1IP;CALCR;PTPRC;RAP1A;CHST11;GNAQ;ST8SIA4;BMP2K;HNRNPC;RHOQ	0.01190568002143453	0	0	ChEA_2022	primary_candidate	MYB	1.9242457937809658
170	SUZ12 18555785 Chip-Seq ESCs Mouse	0.002888196439662627	2.3793381759483454	13.91228307089707	ANKRD44;PLA2G4A;NPL;ARHGAP15;PLXDC2;PLD1;TGFBR1;APBB1IP;SPRED1;FAM135A;PTPRC;RAP1A;MGAT4A;ST8SIA4;SRGAP2;RIN2	0.0120794568741184	0	0	ChEA_2022	primary_candidate	SUZ12	1.9179525923602603
171	CEBPA 20513432 ChIP-Seq MACROPHAGES Mouse	0.0029269019503096396	2.3758584002321306	13.860308323721236	MEF2A;RBM47;DOCK8;PTPRJ;GAB2;ARHGAP15;PLD1;PTPRC;B3GNT5;BLNK;PELI1;IL6ST;CPVL;SOCS6;PIK3AP1;PAG1	0.012169750214445343	0	0	ChEA_2022	primary_candidate	CEBPA	1.9147183356237827
172	ESRRB 18555785 Chip-Seq ESCs Mouse	0.0029857712094322193	2.370656370656371	13.782752444739186	P2RY12;USP53;ANKRD44;PLA2G4A;PTPRJ;NPL;APBB1IP;SPRED1;FAM135A;PTPRC;MGAT4A;ST8SIA4;MAML3;SRGAP2;RIN2;PAG1	0.012316941401883613	0	0	ChEA_2022	primary_candidate	ESRRB	1.9094971247364774
173	GF1 26923725 Chip-Seq HPCs Mouse	0.0029969491737353937	2.6141093022262103	15.18839447935008	RBM47;B4GALT1;USP53;DOCK8;TGFBR1;SH3RF3;ZEB2;ELMO1;ST8SIA4;PELI1;MAML3;SOCS6;RREB1	0.012316941401883613	0	0	ChEA_2022	primary_candidate	GF1	1.9094971247364774
174	P300 18555785 Chip-Seq ESCs Mouse	0.003045624799877244	2.3654753877275794	13.705680801714308	ANKRD44;PLA2G4A;NPL;ARHGAP15;PLXDC2;APBB1IP;ZEB2;SPRED1;FAM135A;PTPRC;RAP1A;MGAT4A;ST8SIA4;SRGAP2;ST6GALNAC3;RIN2	0.01244505306156736	0	0	ChEA_2022	primary_candidate	P300	1.9050032473642045
175	EZH2 27294783 Chip-Seq ESCs Mouse	0.003210230878628325	2.2926706827309236	13.163167931930783	RBM47;ANKRD44;WNT5A;TCF12;KCNK13;TBC1D9;PLXDC2;ARHGAP24;APBB1IP;SH3RF3;ZEB2;FAM135A;CALCR;SCIN;CHST11;ST8SIA4;MAML3	0.013042709455455654	0	0	ChEA_2022	primary_candidate	EZH2	1.8846321801284416
176	GATA3 21867929 ChIP-Seq TH1 Mouse	0.003307693130362947	2.411417920152586	13.77282375261509	LYN;BNC2;TBC1D9;GAB2;TM6SF1;ARHGAP24;MED13L;APBB1IP;SCIN;CHST11;ST8SIA4;BMP2K;BLNK;OLR1;RREB1	0.013334566013640366	0	0	ChEA_2022	primary_candidate	GATA3	1.8750211142784377
177	SMAD2 18955504 ChIP-ChIP HaCaT Human	0.0033383301693783196	2.3415720329547987	13.352310017561203	MEF2A;MBNL1;WSB1;PRKCH;MAML2;IFNGR1;PLD1;SAMSN1;SPRED1;CALCR;B3GNT5;BMP2K;OLR1;SOCS6;RIN2;PICALM	0.013334566013640366	0	0	ChEA_2022	primary_candidate	SMAD2	1.8750211142784377
178	SMAD3 18955504 ChIP-ChIP HaCaT Human	0.0033383301693783196	2.3415720329547987	13.352310017561203	MEF2A;MBNL1;WSB1;PRKCH;MAML2;IFNGR1;PLD1;SAMSN1;SPRED1;CALCR;B3GNT5;BMP2K;OLR1;SOCS6;RIN2;PICALM	0.013334566013640366	0	0	ChEA_2022	primary_candidate	SMAD3	1.8750211142784377
179	PU.1 20513432 ChIP-Seq Bcells Mouse	0.0034932339839154054	2.3297872340425534	13.179437074732554	CX3CR1;ENTPD1;PTPRJ;GAB2;PLXDC2;FBXO11;APBB1IP;CDK6;SCIN;B3GNT5;ELMO1;BLNK;PELI1;DIP2B;PAG1;PICALM	0.013875359567395829	0	0	ChEA_2022	primary_candidate	PU.1	1.8577557537106906
180	NKX2-5 21415370 ChIP-Seq HL-1 Mouse	0.0035508455100721086	2.6669797145003757	15.043284520078018	MKLN1;ENTPD1;ZEB2;B4GALT1;RAP1A;KCNK13;BMP2K;PDK4;IL6ST;RAF1;SRGAP2;RHOQ	0.01402583976478483	0	0	ChEA_2022	primary_candidate	NKX2-5	1.8530711269135842
181	TCF3 18467660 ChIP-ChIP MESCs Mouse	0.0036094154135633745	2.661199625117151	14.967144093362824	MEF2A;CEBPB;SPRED1;B4GALT1;GNAQ;DOCK8;BMP2K;TBC1D9;RANBP9;IL6ST;ARHGAP24;TGFBR1	0.014178421873168834	0	0	ChEA_2022	primary_candidate	TCF3	1.8483721055362878
182	PADI4 21655091 ChIP-ChIP MCF-7 Human	0.0036825810426041167	2.7836746619916592	15.60010642400586	MKLN1;DOCK4;MBNL1;CCNH;ST8SIA4;BLNK;PLA2G4A;HNRNPC;FOXN3;PLD1;ARHGAP24	0.014386346820283115	0	0	ChEA_2022	primary_candidate	PADI4	1.8420494741117246
183	ELF5 23300383 ChIP-Seq T47D Human	0.0037808029186399937	2.773401622530141	15.469531930774044	LYN;MEF2A;MKLN1;PRKCH;CDK6;WNT5A;GNB4;TBC1D9;PTPRJ;MAML3;MED13L	0.014689349044552108	0	0	ChEA_2022	primary_candidate	ELF5	1.8329974494529653
184	ZFP57 27257070 Chip-Seq ESCs Mouse	0.0040621867231993925	2.901301846805934	15.974666173487602	ZEB2;BMP2K;PLA2G4A;FOXN3;IL6ST;ARHGAP15;PLXDC2;ST6GALNAC3;PLD1;SOCS6	0.01569681934888461	0	0	ChEA_2022	primary_candidate	ZFP57	1.8041883398945502
185	TAL1 26923725 Chip-Seq HPCs Mouse	0.004556586236640346	2.3230060707557043	12.523747511327727	LYN;MBNL1;RBM47;CEBPB;USP53;FAM13A;TBC1D9;PLXDC2;APBB1IP;PTPRC;CHST11;GNAQ;PELI1;TBC1D12;SOCS6	0.017512069266223167	0	0	ChEA_2022	primary_candidate	TAL1	1.7566625336535207
186	LXR 22158963 ChIP-Seq LIVER Mouse	0.005021028501500577	2.236205109444546	11.83873927966038	UVRAG;RBM47;B4GALT1;WNT5A;FOXN3;ARHGAP24;APBB1IP;MKLN1;SPRED1;PDK4;CPVL;RAF1;PIK3AP1;RREB1;PAG1;TLR2	0.0191932863686393	0	0	ChEA_2022	primary_candidate	LXR	1.716850656865985
187	SMC1 22415368 ChIP-Seq MEFs Mouse	0.0051750898165634565	2.2284620293554562	11.730398121097487	PHC2;DOCK4;MBNL1;CEBPB;ANKRD44;WNT5A;PLXDC2;PLD1;FBXO11;ETV6;SH3RF3;SPRED1;CHST11;RIN2;TLR2;C1QC	0.019676411013778705	0	0	ChEA_2022	primary_candidate	SMC1	1.706054114189971
188	MEIS1 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	0.005260171934741315	2.646168640550663	13.886012239185979	SH3RF3;DOCK8;WNT5A;ST8SIA4;PLA2G4A;TAB2;MAML3;SRGAP2;PLD1;TM6SF1;ETV6	0.019822886587266234	0	0	ChEA_2022	primary_candidate	MEIS1	1.702833103753832
189	FOXH1 21741376 ChIP-Seq EPCs Human	0.005269374915602416	2.223839854413103	11.665915923824265	UVRAG;WSB1;PRKCH;MAML2;DOCK8;TM6SF1;ARHGAP24;MED13L;FAM135A;PTPRC;BMP2K;SRGAP2;ST6GALNAC3;RIN2;RREB1;C1QC	0.019822886587266234	0	0	ChEA_2022	primary_candidate	FOXH1	1.702833103753832
190	ETV1 20927104 ChIP-Seq GIST48 Human	0.0053330112562867595	2.22076820550103	11.6231437695232	PHC2;RNF13;PLA2G4A;NPL;ARHGAP15;PLD1;FBXO11;SH3RF3;ZEB2;PTPRC;RAP1A;MGAT4A;PELI1;SRGAP2;ST6GALNAC3;C1QC	0.01990776391144389	0	0	ChEA_2022	primary_candidate	ETV1	1.7009775182477416
191	EZH2 27294783 Chip-Seq NPCs Mouse	0.005347936578179723	2.5240641711229945	13.203491946469313	SH3RF3;FAM135A;PTPRC;CHST11;IFNGR1;MGAT4A;ANKRD44;ST8SIA4;PLA2G4A;TAB2;NPL;SRGAP2	0.01990776391144389	0	0	ChEA_2022	primary_candidate	EZH2	1.7009775182477416
192	NFYB 21822215 ChIP-Seq K562 Human	0.005527712834574089	2.211599975858531	11.495854966616667	PHC2;PLA2G4A;GAB2;NPL;PLXDC2;ETV6;APBB1IP;FGD4;PTPRC;RAP1A;BLNK;TBC1D12;SRGAP2;ST6GALNAC3;WDFY4;C1QC	0.0204662679866707	0	0	ChEA_2022	primary_candidate	NFYB	1.6889613434909718
193	SMAD4 21741376 ChIP-Seq ESCs Human	0.0055607222311157304	2.210078711661992	11.474788965151618	WSB1;B4GALT1;CCNH;IFNGR1;ANKRD44;WNT5A;FOXN3;SH3RF3;MKLN1;SPRED1;B3GNT5;TBC1D12;CPVL;RHOQ;PAG1;TLR2	0.0204662679866707	0	0	ChEA_2022	primary_candidate	SMAD4	1.6889613434909718
194	EWS 26573619 Chip-Seq HEK293 Human	0.005584326286095803	2.943033782291897	15.267845589676828	FGD4;ZEB2;DOCK8;SLC9A9;PLA2G4A;HNRNPC;PLXDC2;PHC3;RREB1	0.0204662679866707	0	0	ChEA_2022	primary_candidate	EWS	1.6889613434909718
195	FOXA1 33576154 ChIP-Seq Human HilarLN ProstateCancer	0.005687190132925603	2.756737282029111	14.251060832416043	FGD4;DOCK4;PRKCH;B4GALT1;PDK4;MAML3;FOXN3;PLD1;PIK3AP1;PHC3	0.02053757724593647	0	0	ChEA_2022	primary_candidate	FOXA1	1.6874507900853848
196	FUS 26573619 Chip-Seq HEK293 Human	0.005690439827636406	3.4825683855643246	18.001283621573815	ZEB2;CDK6;GNAQ;PLA2G4A;RANBP9;TAB2;ARHGAP15	0.02053757724593647	0	0	ChEA_2022	primary_candidate	FUS	1.6874507900853848
197	RXR 22108803 ChIP-Seq LS180 Human	0.005690439827636406	3.4825683855643246	18.001283621573815	UVRAG;SPRED1;WSB1;PELI1;MAML3;DIP2B;FBXO11	0.02053757724593647	0	0	ChEA_2022	primary_candidate	RXR	1.6874507900853848
198	CEBPB 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	0.005908195263145506	2.2521357090554064	11.556642653699255	CEBPB;WSB1;RNF13;ANKRD44;ARHGAP24;ETV6;SH3RF3;MKLN1;ST8SIA4;TAB2;MAML3;DIP2B;IL6ST;RAF1;RREB1	0.021215792081295225	0	0	ChEA_2022	primary_candidate	CEBPB	1.67334074942109
199	TAL1 21186366 ChIP-Seq BM-HSCs Mouse	0.006517040381610282	2.2255572543654947	11.201975078911532	DOCK4;WSB1;PRKCH;IFNGR1;WNT5A;KCNK13;FOXN3;FBXO11;SH3RF3;CHST11;ELMO1;PELI1;TAB2;IL6ST;RREB1	0.023284501061934224	0	0	ChEA_2022	primary_candidate	TAL1	1.632933063652243
200	P63 26484246 Chip-Seq KERATINOCYTES Human	0.006705404196947859	2.162395436138453	10.822446377435222	MEF2A;PRKCH;ANKRD44;PLXDC2;FGD4;SPRED1;FAM135A;CHST11;SLC9A9;PDK4;BLNK;TBC1D12;DIP2B;SRGAP2;PICALM;IL13RA1	0.023837711920149638	0	0	ChEA_2022	primary_candidate	P63	1.6227354329981671
201	SMAD1 18555785 Chip-Seq ESCs Mouse	0.006758070935109005	2.2157397018753007	11.0720907177643	ANKRD44;PLA2G4A;NPL;ARHGAP15;PLXDC2;PHC3;MED13L;SPRED1;FAM135A;PTPRC;RAP1A;MGAT4A;ST8SIA4;SRGAP2;ST6GALNAC3	0.02390541509881842	0	0	ChEA_2022	primary_candidate	SMAD1	1.6215037107190344
202	ZFX 18555785 Chip-Seq ESCs Mouse	0.006839999850730181	2.2124849939975992	11.029165942354977	ANKRD44;PLA2G4A;NPL;PLXDC2;PLD1;ARHGAP24;APBB1IP;SPRED1;FAM135A;PTPRC;MGAT4A;ST8SIA4;MAML3;SRGAP2;RIN2	0.024075445019154252	0	0	ChEA_2022	primary_candidate	ZFX	1.6184256764743814
203	SALL4 22934838 ChIP-ChIP CD34+ Human	0.006922790853386975	2.4358035329599312	12.113095779847237	MEF2A;FGD4;ENTPD1;MBNL1;RNF13;DOCK8;ELMO1;ST8SIA4;PLA2G4A;RAF1;RREB1;TLR2	0.024246819195852903	0	0	ChEA_2022	primary_candidate	SALL4	1.6153452259810812
204	TCF7 22412390 ChIP-Seq EML Mouse	0.007019668234708143	2.1507691402688316	10.665748739297054	MEF2A;PHC2;WSB1;PRKCH;TBC1D9;FBXO11;MED13L;ETV6;SPRED1;PTPRC;MGAT4A;ELMO1;BMP2K;MAML3;SRGAP2;RREB1	0.024465608406262204	0	0	ChEA_2022	primary_candidate	TCF7	1.6114439798142401
205	TAL1 20566737 ChIP-Seq PRIMARY FETAL LIVER ERYTHROID Mouse	0.007133104079247244	2.201162929626827	10.88036769739802	PHC2;MBNL1;B4GALT1;TBC1D9;PTPRJ;ARHGAP15;FBXO11;SAMSN1;MED13L;ZEB2;CHST11;ELMO1;BMP2K;ST6GALNAC3;RREB1	0.02461959708905238	0	0	ChEA_2022	primary_candidate	TAL1	1.6087190587740392
206	OCT4 18555785 Chip-Seq ESCs Mouse	0.007133104079247244	2.201162929626827	10.88036769739802	ANKRD44;PLA2G4A;NPL;ARHGAP15;PLXDC2;APBB1IP;SPRED1;FAM135A;PTPRC;RAP1A;MGAT4A;ST8SIA4;SRGAP2;RIN2;TLR2	0.02461959708905238	0	0	ChEA_2022	primary_candidate	OCT4	1.6087190587740392
207	SUZ12 16625203 ChIP-ChIP MESCs Mouse	0.007503242511010489	2.512578729963751	12.292590472934542	MEF2A;CHST11;WNT5A;SLC9A9;KCNK13;ST8SIA4;BMP2K;GAB2;TM6SF1;PIK3AP1;TGFBR1	0.025721722477341575	0	0	ChEA_2022	primary_candidate	SUZ12	1.5896999518692476
208	TCF3/E2A 22897851 ChIP-Seq JUKARTE6-1 Human	0.007524779571430447	2.1867627266249703	10.69229391571636	WSB1;BNC2;IFNGR1;FAM13A;NPL;MED13L;ETV6;APBB1IP;FGD4;MKLN1;CDK6;SLC9A9;ELMO1;CPVL;SOCS6	0.025721722477341575	0	0	ChEA_2022	primary_candidate	TCF3/E2A	1.5896999518692476
209	EBF1 22473956 ChIP-Seq LYMPHODE Mouse	0.00770433563074337	2.1804184761152783	10.609855339531991	PHC2;ANKRD44;PLA2G4A;PTPRJ;NPL;ARHGAP15;PLXDC2;PLD1;APBB1IP;ZEB2;FAM135A;PTPRC;MGAT4A;ST8SIA4;SRGAP2	0.026209486284490605	0	0	ChEA_2022	primary_candidate	EBF1	1.581541491300536
210	NMYC 18555785 Chip-Seq ESCs Mouse	0.007933618643162733	2.1725359039937047	10.507787142473372	ANKRD44;PLA2G4A;NPL;ARHGAP15;PLXDC2;PLD1;APBB1IP;SPRED1;FAM135A;PTPRC;MGAT4A;ST8SIA4;SRGAP2;ST6GALNAC3;RIN2	0.026845844085216976	0	0	ChEA_2022	primary_candidate	NMYC	1.5711229364282937
211	GATA1 22025678 ChIP-Seq K562 Human	0.008008106510589556	16.224489795918366	78.32049478663112	BMP2K;PIK3AP1	0.026845844085216976	0	0	ChEA_2022	primary_candidate	GATA1	1.5711229364282937
212	ER 23166858 ChIP-Seq MCF-7 Human	0.008034296323104087	2.7700957934194084	13.363041443347052	DOCK4;CEBPB;PRKCH;CALCR;CDK6;RAP1A;PDK4;PLA2G4A;FOXN3	0.026845844085216976	0	0	ChEA_2022	primary_candidate	ER	1.5711229364282937
213	ERA 27197147 Chip-Seq ENDOMETRIOID-ADENOCARCINOMA Human	0.008042425865191584	2.6119321291735087	12.59741269515521	RBM47;CEBPB;WSB1;B4GALT1;PELI1;TAB2;MAML3;PLXDC2;RREB1;MED13L	0.026845844085216976	0	0	ChEA_2022	primary_candidate	ERA	1.5711229364282937
214	FOXO3 23340844 ChIP-Seq DLD1 Human	0.008271718680237352	2.9595835884874466	14.190945735627835	RBM47;WSB1;B4GALT1;IFNGR1;PLXDC2;PLD1;RIN2;ETV6	0.027482205521723164	0	0	ChEA_2022	primary_candidate	FOXO3	1.5609484169007626
215	KDM2B 26808549 Chip-Seq SUP-B15 Human	0.008352419758613748	2.1067821067821066	10.081382144803872	PHC2;PTPRJ;NPL;MED13L;ETV6;ZEB2;SPRED1;CDK6;CHST11;GNAQ;MAML3;CPVL;ST6GALNAC3;WDFY4;RREB1;PAG1	0.027621257899415698	0	0	ChEA_2022	primary_candidate	KDM2B	1.5587565471065785
216	GATA2 22383799 ChIP-Seq G1ME Mouse	0.008506349924398322	2.1538311409500763	10.267188868610559	LYN;DOCK8;ANKRD44;PLA2G4A;GAB2;NPL;FBXO11;MED13L;SPRED1;CHST11;GNAQ;ELMO1;ST8SIA4;DIP2B;RIN2	0.027875603091176603	0	0	ChEA_2022	primary_candidate	GATA2	1.5547757278420165
217	FOXA1 27197147 Chip-Seq ENDOMETRIOID-ADENOCARCINOMA Human	0.00850774384076698	3.216708023159636	15.33333461386061	ENTPD1;PRKCH;PDK4;MAML3;SRGAP2;PLXDC2;PIK3AP1	0.027875603091176603	0	0	ChEA_2022	primary_candidate	FOXA1	1.5547757278420165
218	IRF8 22096565 ChIP-ChIP GC-B Mouse	0.00860375370629407	3.2094887757026975	15.262905829926503	P2RY12;UVRAG;PTPRC;ELMO1;BLNK;PTPRJ;RAF1	0.028027267601437634	0	0	ChEA_2022	primary_candidate	IRF8	1.5524192398587136
219	FOXA1 27270436 ChIP-Seq LNCaP Human Prostate Carcinoma	0.008641838278970118	2.0532990688515835	9.755511245641488	PHC2;MBNL1;RBM47;CEBPB;WSB1;B4GALT1;IFNGR1;FAM13A;PLD1;ARHGAP24;MED13L;ST8SIA4;MAML3;IL6ST;PIK3AP1;RIN2;RREB1	0.028027267601437634	0	0	ChEA_2022	primary_candidate	FOXA1	1.5524192398587136
220	KDM2B 26808549 Chip-Seq K562 Human	0.008679958377738854	2.097077334252953	9.95427781541962	MEF2A;PHC2;RBM47;KCNK13;PTPRJ;NPL;TM6SF1;FGD4;FAM135A;CDK6;CHST11;MGAT4A;BMP2K;TAB2;MAML3;WDFY4	0.028027267601437634	0	0	ChEA_2022	primary_candidate	KDM2B	1.5524192398587136
221	CDX2 19796622 ChIP-Seq MESCs Mouse	0.008711710464019293	4.1877264010227995	19.862751188533757	ANKRD44;WNT5A;TCF12;PLD1;WDFY4	0.028027267601437634	0	0	ChEA_2022	primary_candidate	CDX2	1.5524192398587136
222	EOMES 20176728 ChIP-ChIP TSCs Mouse	0.008940545578478046	2.2681057845061208	10.69901485448195	LYN;DOCK4;WSB1;B4GALT1;USP53;RANBP9;MKLN1;SPRED1;RAP1A;MGAT4A;BLNK;RREB1;PICALM	0.028633909487828336	0	0	ChEA_2022	primary_candidate	EOMES	1.5431193521852598
223	TCF3 18692474 ChIP-Seq MESCs Mouse	0.009510786238265088	2.425161553239797	11.289924255982333	SPRED1;B4GALT1;ANKRD44;SLC9A9;ELMO1;TBC1D9;DIP2B;IL6ST;RAF1;ARHGAP24;C1QC	0.03032362787177793	0	0	ChEA_2022	primary_candidate	TCF3	1.5182188416138167
224	CREB1 23762244 ChIP-Seq HIPPOCAMPUS Rat	0.010127351785667227	1.9778181282818865	9.083160247805353	MEF2A;UVRAG;DOCK4;CEBPB;WSB1;USP53;RNF13;CCNH;FOXN3;FBXO11;MED13L;MKLN1;SPRED1;FAM135A;HNRNPC;MAML3;SRGAP2;RHOQ	0.03214529964111339	0	0	ChEA_2022	primary_candidate	CREB1	1.492882521625135
225	AR 19668381 ChIP-Seq PC3 Human	0.010250293277166943	1.8394842567504437	8.42566375334517	UVRAG;PRKCH;MAML2;BNC2;TBC1D9;RANBP9;PLXDC2;PLD1;TM6SF1;SAMSN1;ARHGAP24;ETV6;APBB1IP;SPRED1;PTPRC;MGAT4A;ELMO1;GNB4;MAML3;ST6GALNAC3;RIN2;RREB1;PAG1	0.03239092675584754	0	0	ChEA_2022	primary_candidate	AR	1.489576625957321
