Rank	Term	P_value	Z_score	Combined_score	Overlapping_genes	Adjusted_p_value	Old_p_value	Old_adjusted_p_value	Library	Query_label	TF	neglog10_adjP
362	JARID2 20075857 ChIP-Seq MESCs Mouse	0.08138915395707004	1.782678124934339	4.4718717122532325	SH3RF3;ZEB2;PRKCH;CHST11;WNT5A;KCNK13;MAML3;TM6SF1;RREB1	0.15976398068964706	0	0	ChEA_2022	primary_candidate	JARID2	0.7965211270932229
363	PRDM14 20953172 ChIP-Seq ESCs Human	0.08156726440273121	1.6809170122086936	4.2129281446886315	DOCK4;WSB1;IFNGR1;SLC9A9;FAM13A;ELMO1;BMP2K;MAML3;CPVL;SOCS6;ETV6	0.15976398068964706	0	0	ChEA_2022	primary_candidate	PRDM14	0.7965211270932229
364	MYC 27129775 Chip-Seq CORNEA Mouse	0.08468660001612277	1.6314776428782944	4.027788570608794	LYN;ZEB2;MAML2;BNC2;BLNK;PLA2G4A;RANBP9;SRGAP2;ARHGAP24;RHOQ;IL13RA1;ETV6	0.16541805662489914	0	0	ChEA_2022	primary_candidate	MYC	0.7814170856871049
365	KDM2B 26808549 Chip-Seq REH Human	0.08650588970102678	1.661274277979811	4.06603986189993	MKLN1;FAM135A;CALCR;BNC2;GNAQ;ANKRD44;ELMO1;PLA2G4A;RANBP9;TGFBR1;PAG1	0.16850873308884945	0	0	ChEA_2022	primary_candidate	KDM2B	0.7733775865789035
366	EWS-FLI1 20517297 ChIP-Seq SK-N-MC Human	0.08681125155876532	2.199773627617431	5.376288628406765	RBM47;CEBPB;FAM13A;CPVL;ETV6	0.16864152966743753	0	0	ChEA_2022	primary_candidate	EWS-FLI1	0.7730354671701425
367	TRP63 18441228 ChIP-ChIP KERATINOCYTES Mouse	0.08792462838146668	4.166421207658321	10.129717084781953	WSB1;ARHGAP24	0.170338993948836	0	0	ChEA_2022	primary_candidate	TRP63	0.7686859221002402
368	SMAD 19615063 ChIP-ChIP OVARY Human	0.08943693335129617	4.123698458975427	9.95552171579456	TCF12;RANBP9	0.17279798807818364	0	0	ChEA_2022	primary_candidate	SMAD	0.7624613184059077
369	CNOT3 19339689 ChIP-ChIP MESCs Mouse	0.09214814161489085	1.7336239179814599	4.133579645274571	DOCK4;SPRED1;B4GALT1;BNC2;WNT5A;TCF12;TBC1D9;RAF1;ETV6	0.17755373628235066	0	0	ChEA_2022	primary_candidate	CNOT3	0.7506701843607615
370	HOXB7 26014856 ChIP-Seq BT474 Human	0.09306767076329192	1.6020324966513306	3.8039114702939143	MKLN1;ENTPD1;CEBPB;CHST11;ELMO1;RANBP9;TAB2;ST6GALNAC3;PLD1;WDFY4;RREB1;ETV6	0.1788408484127042	0	0	ChEA_2022	primary_candidate	HOXB7	0.7475332785262054
371	MYC 20876797 ChIP-ChIP MEDULLOBLASTOMA Human	0.09334898795746328	1.7285193914720378	4.099028603004001	PTPRC;BNC2;CCNH;DOCK8;MAML3;ANKS1A;ST6GALNAC3;FBXO11;PAG1	0.17889792570823826	0	0	ChEA_2022	primary_candidate	MYC	0.7473946949758835
372	RUNX1 26923725 Chip-Seq HPCs Mouse	0.09542974471341772	1.9750350056350534	4.640078036371108	CCNH;SLC9A9;ST8SIA4;PELI1;TAB2;TGFBR1	0.18209997708349915	0	0	ChEA_2022	primary_candidate	RUNX1	0.7396901088591739
373	PCGF2 27294783 Chip-Seq NPCs Mouse	0.09553205548824921	2.382797270955166	5.595507172244871	PTPRC;ANKRD44;ST8SIA4;SRGAP2	0.18209997708349915	0	0	ChEA_2022	primary_candidate	PCGF2	0.7396901088591739
374	CTCF 33576154 ChIP-Seq Human Liver ProstateCancer	0.09604497175765428	1.4035567715458277	3.288447535804213	UVRAG;PHC2;CEBPB;PRKCH;B4GALT1;MAML2;USP53;ANKRD44;TBC1D9;RANBP9;GAB2;FBXO11;TGFBR1;MED13L;SH3RF3;MKLN1;CDK6;ELMO1;PDK4;DIP2B;IL6ST;CPVL;PAG1;C1QC	0.1825881682344711	0	0	ChEA_2022	primary_candidate	CTCF	0.7385273682965936
375	OCT4 19829295 ChIP-Seq ESCs Human	0.09642432737798835	1.5909669579306753	3.721266544768487	B4GALT1;SCIN;BNC2;ANKRD44;TBC1D9;RANBP9;PTPRJ;FOXN3;NPL;CPVL;RHOQ;MED13L	0.18266692291900674	0	0	ChEA_2022	primary_candidate	OCT4	0.7383400869894947
376	CEBPB 26923725 Chip-Seq HEMANGIOBLAST Mouse	0.09667712343825408	2.1248495459021775	4.964452745953434	ST8SIA4;PLA2G4A;RANBP9;MAML3;ARHGAP24	0.18266692291900674	0	0	ChEA_2022	primary_candidate	CEBPB	0.7383400869894947
377	GATA6 21074721 ChIP-Seq CACO-2 Human	0.09710454931225894	1.5887707333988326	3.7049610049881534	APBB1IP;PHC2;PTPRC;RAP1A;PLA2G4A;NPL;SRGAP2;PLXDC2;ST6GALNAC3;PIK3AP1;WDFY4;C1QC	0.18266692291900674	0	0	ChEA_2022	primary_candidate	GATA6	0.7383400869894947
378	IRF8 21731497 ChIP-ChIP J774 Mouse	0.09711406028605422	2.8184421534937	6.572238201819216	ENTPD1;PTPRJ;TM6SF1	0.18266692291900674	0	0	ChEA_2022	primary_candidate	IRF8	0.7383400869894947
379	KLF4 19829295 ChIP-Seq ESCs Human	0.09985507952394915	1.5800414007245127	3.6404712399432606	MKLN1;BNC2;B3GNT5;ANKRD44;TCF12;ELMO1;PTPRJ;DIP2B;IL6ST;PLD1;WDFY4;RREB1	0.18634373108012559	0	0	ChEA_2022	primary_candidate	KLF4	0.7296852130690048
380	CBP 21632823 ChIP-Seq H3396 Human	0.09985507952394915	1.5800414007245127	3.6404712399432606	APBB1IP;UVRAG;ENTPD1;BLNK;PTPRJ;TBC1D12;GAB2;DIP2B;PLXDC2;PIK3AP1;WDFY4;PICALM	0.18634373108012559	0	0	ChEA_2022	primary_candidate	CBP	0.7296852130690048
381	TCF12/HEB 22897851 ChIP-Seq JUKARTE6-1 Human	0.09985507952394915	1.5800414007245127	3.6404712399432606	APBB1IP;CX3CR1;FGD4;KCNK13;BMP2K;HCLS1;IL6ST;CPVL;RIN2;PAG1;ETV6;TLR2	0.18634373108012559	0	0	ChEA_2022	primary_candidate	TCF12/HEB	0.7296852130690048
382	VDR 21846776 ChIP-Seq THP-1 Human	0.10209757414817462	1.9365052772658737	4.418768698208893	ZEB2;WSB1;CDK6;DOCK8;FOXN3;TLR2	0.1900297780611313	0	0	ChEA_2022	primary_candidate	VDR	0.7211783388666054
383	E2F2 33952803 ChIP-Seq Patient Human Synovium	0.10446469781910508	9.561808561808562	21.59922753970687	TBC1D12	0.19392793772685044	0	0	ChEA_2022	primary_candidate	E2F2	0.7123596209027437
384	GTF3C2 35216376 ChIP-Seq H9 Human BoneMarrow Lymphoma	0.10530756309496937	1.634043672717706	3.6780199439614987	PRKCH;BNC2;DOCK8;WNT5A;ELMO1;PDK4;PTPRJ;MAML3;GAB2;MED13L	0.19498353479302924	0	0	ChEA_2022	primary_candidate	GTF3C2	0.7100020606910282
385	CDX2 20551321 ChIP-Seq CACO-2 Human	0.1064570727306299	2.2874531835205993	5.123925892848572	MGAT4A;TCF12;IL6ST;RIN2	0.1965999447051373	0	0	ChEA_2022	primary_candidate	CDX2	0.7064166086516813
386	UBF1/2 26484160 Chip-Seq HMECs Human	0.10730079804282104	1.5575417092271024	3.476618741322197	PHC2;ZEB2;CEBPB;CDK6;CHST11;B3GNT5;WNT5A;PTPRJ;TBC1D12;DIP2B;PICALM;TLR2	0.1976447342187714	0	0	ChEA_2022	primary_candidate	UBF1/2	0.7041147519266001
387	GATA1 19941826 ChIP-Seq K562 Human	0.1095933337084853	1.896375098502758	4.192845007167659	CHST11;RANBP9;PTPRJ;SAMSN1;MED13L;PICALM	0.20130685738038068	0	0	ChEA_2022	primary_candidate	GATA1	0.6961414309149461
388	UTX 26944678 Chip-Seq JUKART Human	0.10985521893612898	1.5501723261201197	3.4236981540968094	CEBPB;SPRED1;CDK6;B4GALT1;RNF13;MGAT4A;ANKRD44;ST8SIA4;MAML3;FOXN3;PAG1;ETV6	0.20130685738038068	0	0	ChEA_2022	primary_candidate	UTX	0.6961414309149461
389	PAX6 23342162 ChIP-ChIP BETA-FORBRAIN-LENS Mouse	0.11195595718470198	1.884349301657747	4.126064929139126	UVRAG;PRKCH;SLC9A9;TBC1D9;ARHGAP24;PICALM	0.20462901171805425	0	0	ChEA_2022	primary_candidate	PAX6	0.6890327932247896
390	KDM2B 26808549 Chip-Seq HPB-ALL Human	0.11545074737593916	1.5345947156291984	3.3130538258601487	PHC2;FAM135A;CHST11;BNC2;GNAQ;ST8SIA4;PELI1;MAML3;PLXDC2;ST6GALNAC3;RREB1;MED13L	0.21047559329305832	0	0	ChEA_2022	primary_candidate	KDM2B	0.6767982576083218
391	FOXA1 21915096 ChIP-Seq LNCaP-1F5 Human	0.11735273496885676	1.5294659300184161	3.2769894249548415	MKLN1;CEBPB;B4GALT1;GPR34;IFNGR1;PDK4;RANBP9;ARHGAP15;ST6GALNAC3;PLD1;PIK3AP1;RIN2	0.21339589402265258	0	0	ChEA_2022	primary_candidate	FOXA1	0.6708139411461324
392	SOX11 22085726 ChIP-Seq ESNs Mouse	0.12204453029900253	1.5461604765936672	3.252146476859256	LYN;APBB1IP;SCIN;USP53;BNC2;GNAQ;B3GNT5;RAF1;ST6GALNAC3;PIK3AP1;RHOQ	0.22068362914945344	0	0	ChEA_2022	primary_candidate	SOX11	0.6562298826687027
393	LMO2 20887958 ChIP-Seq HPC-7 Mouse	0.12212216574196111	1.580634191957834	3.3236522718355075	CX3CR1;MBNL1;CDK6;GNAQ;DOCK8;TCF12;ELMO1;BMP2K;ARHGAP15;PICALM	0.22068362914945344	0	0	ChEA_2022	primary_candidate	LMO2	0.6562298826687027
394	SPI1 20517297 ChIP-Seq HL60 Human	0.12229163134301639	1.6751970247055699	3.5201696826166042	IFNGR1;DOCK8;ANKRD44;TAB2;PTPRJ;FOXN3;GAB2;TLR2	0.22068362914945344	0	0	ChEA_2022	primary_candidate	SPI1	0.6562298826687027
395	KDM2B 26808549 Chip-Seq DND41 Human	0.1235622769783961	1.5132633324122686	3.164248734955345	UVRAG;PHC2;ZEB2;FAM135A;CDK6;CHST11;ST8SIA4;PTPRJ;MAML3;NPL;PICALM;ETV6	0.222412098561113	0	0	ChEA_2022	primary_candidate	KDM2B	0.6528415921105849
396	FOXA1 26769127 Chip-Seq PDAC-Cell Line Human	0.12395658725994743	1.5122611289075445	3.1573348938268917	UVRAG;PHC2;CEBPB;SPRED1;B4GALT1;RANBP9;TBC1D12;DIP2B;IL6ST;PIK3AP1;FBXO11;PICALM	0.22255841803490561	0	0	ChEA_2022	primary_candidate	FOXA1	0.6525559743449871
397	SMAD1 26771354 ChIP-Seq mESC Mouse Stem	0.12433179695230794	1.668048328776788	3.4775496663045065	FGD4;RNF13;B3GNT5;BLNK;FOXN3;IL6ST;FBXO11;RIN2	0.22266979252667743	0	0	ChEA_2022	primary_candidate	SMAD1	0.6523386955335247
398	PCGF2 27294783 Chip-Seq ESCs Mouse	0.12730117996644566	2.134623797025372	4.399885512259514	FAM135A;MGAT4A;ANKRD44;ST8SIA4	0.22741492200035895	0	0	ChEA_2022	primary_candidate	PCGF2	0.6431810421557713
399	IKZF1 21737484 ChIP-ChIP HCT116 Human	0.1294827706147527	3.281400365024058	6.707863079636441	PHC2;PLXDC2	0.23073245590749164	0	0	ChEA_2022	primary_candidate	IKZF1	0.6368913112868029
400	NANOG 18555785 ChIP-Seq MESCs Mouse	0.12991175336981425	2.1176215277777777	4.321853520363274	SPRED1;ELMO1;TBC1D9;IL6ST	0.23091814161484484	0	0	ChEA_2022	primary_candidate	NANOG	0.6365419462784896
401	ELK1 19687146 ChIP-ChIP HELA Human	0.1324307008999123	1.790495418543252	3.619837036165866	UVRAG;MKLN1;B4GALT1;CCNH;FBXO11;RREB1	0.2342244486065613	0	0	ChEA_2022	primary_candidate	ELK1	0.6303677747600404
402	MEF2A 21415370 ChIP-Seq HL-1 Mouse	0.1324307008999123	1.790495418543252	3.619837036165866	MEF2A;ZEB2;MGAT4A;PDK4;SRGAP2;MED13L	0.2342244486065613	0	0	ChEA_2022	primary_candidate	MEF2A	0.6303677747600404
403	ERG 20517297 ChIP-Seq VCAP Human	0.13505861797894855	1.6952388215257124	3.3939467586411283	P2RY12;MBNL1;BMP2K;TM6SF1;RIN2;SAMSN1;PAG1	0.23827959648395144	0	0	ChEA_2022	primary_candidate	ERG	0.6229131440312323
404	RNF2 16625203 ChIP-ChIP MESCs Mouse	0.13564501644610016	1.693148493735004	3.382426414250482	SPRED1;CHST11;WNT5A;KCNK13;ST8SIA4;GAB2;TGFBR1	0.23872179874548816	0	0	ChEA_2022	primary_candidate	RNF2	0.622107921828501
405	SFPI1 20887958 ChIP-Seq HPC-7 Mouse	0.13629132350449671	1.459645718266408	2.9090164059473955	LYN;MBNL1;CEBPB;RNF13;DOCK8;TBC1D9;MED13L;APBB1IP;CDK6;ELMO1;PELI1;HCLS1;PICALM	0.23926699015233868	0	0	ChEA_2022	primary_candidate	SFPI1	0.6211172135618924
406	ESR1 30970003 ChIP-Seq MCF-7 Human BreastCancer	0.14398801507361525	1.6643937407116007	3.2256370314039566	PRKCH;SCIN;GNAQ;TBC1D9;IL6ST;RIN2;ETV6	0.25215635152054294	0	0	ChEA_2022	primary_candidate	ESR1	0.5983300880022405
407	NACC1 18358816 ChIP-ChIP MESCs Mouse	0.14451484910312778	1.855143322787844	3.588539182094337	FGD4;SPRED1;CDK6;TBC1D9;IL6ST	0.252457144256324	0	0	ChEA_2022	primary_candidate	NACC1	0.5978123347439088
408	PRDM5 23873026 ChIP-Seq MEFs Mouse	0.14702727303745874	1.6543494996150885	3.171614932019498	CDK6;B4GALT1;RANBP9;TAB2;CPVL;RREB1;TGFBR1	0.2562166449255715	0	0	ChEA_2022	primary_candidate	PRDM5	0.5913926600538013
409	BCL11B 21912641 ChIP-Seq STHDH STRIUM Mouse	0.14830402193397793	6.474095796676441	12.355752978101908	SH3RF3	0.25780968116151176	0	0	ChEA_2022	primary_candidate	BCL11B	0.5887007782313372
410	TBX2 30127528 ChIP-Seq BE2C Human Brain Neuroblastoma	0.15009742135337215	1.6444205770156661	3.118595475700042	PRKCH;TCF12;RANBP9;MAML3;SRGAP2;PIK3AP1;PICALM	0.2602908941030429	0	0	ChEA_2022	primary_candidate	TBX2	0.5845410247834808
411	NR0B1 18358816 ChIP-ChIP MESCs Mouse	0.15095954335636697	1.5398431709838871	2.9114483169733334	SPRED1;CDK6;ELMO1;TBC1D9;IL6ST;RAF1;RIN2;RREB1;C1QC	0.26114899106174433	0	0	ChEA_2022	primary_candidate	NR0B1	0.5831116477023981
412	ZBTB16 27035670 ChIP-Seq hESC Human Endometrial	0.15151017646266335	1.8243727598566308	3.4427783685419633	WASHC4;FAM135A;USP53;TAB2;HNRNPC	0.2614653773421205	0	0	ChEA_2022	primary_candidate	ZBTB16	0.5825858112891239
413	PPARA 22158963 ChIP-Seq LIVER Mouse	0.1519275931337478	1.4724788368854311	2.7746673112536038	DOCK4;RBM47;RNF13;PDK4;FOXN3;PIK3AP1;RREB1;ARHGAP24;PAG1;PICALM;ETV6	0.26155089277989024	0	0	ChEA_2022	primary_candidate	PPARA	0.5824437932097888
414	MYC 19915707 ChIP-ChIP AK7 Human	0.15512920864980193	1.4413319238900635	2.6859175794278976	FGD4;PHC2;CDK6;WNT5A;ELMO1;RANBP9;TBC1D12;PLXDC2;RIN2;ARHGAP24;PAG1;C1QC	0.26590850984888553	0	0	ChEA_2022	primary_candidate	MYC	0.5752677637542761
415	RAC3 21632823 ChIP-Seq H3396 Human	0.155206795481417	1.4652614464477542	2.7297775131874285	UVRAG;DOCK4;MBNL1;CEBPB;USP53;FAM13A;PLA2G4A;PTPRJ;GAB2;PIK3AP1;WDFY4	0.26590850984888553	0	0	ChEA_2022	primary_candidate	RAC3	0.5752677637542761
416	NANOG 16153702 ChIP-ChIP HESCs Human	0.15879854885438077	1.5626476561528577	2.8754574367595502	MEF2A;ENTPD1;SPRED1;CDK6;RAP1A;ST8SIA4;PTPRJ;PICALM	0.27140809671986715	0	0	ChEA_2022	primary_candidate	NANOG	0.5663772004923879
417	POU2F1 35413990 ChIP-Seq Human ARposCRProstateCancer	0.16018780962779705	1.685774573588887	3.0873416167197645	ENTPD1;RBM47;SPRED1;PRKCH;HNRNPC;PIK3AP1	0.2726061526542525	0	0	ChEA_2022	primary_candidate	POU2F1	0.564464346470396
418	IRF1 21803131 ChIP-Seq MONOCYTES Human	0.1602663457235971	2.2235187492919453	4.071080917187088	P2RY12;ENTPD1;ZEB2	0.2726061526542525	0	0	ChEA_2022	primary_candidate	IRF1	0.564464346470396
419	SPI1 22790984 ChIP-Seq ERYTHROLEUKEMIA Mouse	0.16139432178490415	1.4520294538937155	2.648363352429583	LYN;MEF2A;UVRAG;CEBPB;RNF13;ANKRD44;PELI1;PLA2G4A;ARHGAP15;SAMSN1;C1QC	0.2732175304501592	0	0	ChEA_2022	primary_candidate	SPI1	0.5634914384695837
420	MYC 19829295 ChIP-Seq ESCs Human	0.16139432178490415	1.4520294538937155	2.648363352429583	MEF2A;SCIN;BNC2;RNF13;TBC1D12;FOXN3;ST6GALNAC3;PIK3AP1;RIN2;RREB1;RHOQ	0.2732175304501592	0	0	ChEA_2022	primary_candidate	MYC	0.5634914384695837
421	RNF2 18974828 ChIP-Seq MESCs Mouse	0.16406713131074863	1.54861510643544	2.799090209499159	LYN;PRKCH;CALCR;WNT5A;KCNK13;GAB2;RREB1;PAG1	0.27642590133161676	0	0	ChEA_2022	primary_candidate	RNF2	0.5584212656452794
422	EZH2 18974828 ChIP-Seq MESCs Mouse	0.16406713131074863	1.54861510643544	2.799090209499159	LYN;PRKCH;CALCR;WNT5A;KCNK13;GAB2;RREB1;PAG1	0.27642590133161676	0	0	ChEA_2022	primary_candidate	EZH2	0.5584212656452794
423	FOXA1 25329375 ChIP-Seq VCAP Human	0.16526436802726086	1.4439956746227827	2.599493802658686	LYN;FGD4;PTPRC;SLC9A9;FAM13A;ELMO1;BMP2K;TBC1D12;DIP2B;RIN2;SAMSN1	0.2771296360079775	0	0	ChEA_2022	primary_candidate	FOXA1	0.5573170286511426
424	FOXA1 27270436 Chip-Seq PROSTATE Human	0.16526436802726086	1.4439956746227827	2.599493802658686	LYN;FGD4;PTPRC;SLC9A9;FAM13A;ELMO1;BMP2K;TBC1D12;DIP2B;RIN2;SAMSN1	0.2771296360079775	0	0	ChEA_2022	primary_candidate	FOXA1	0.5573170286511426
425	TBX20 22080862 ChIP-Seq HEART Mouse	0.16967420757628218	1.4350550405149456	2.5456084130386483	MEF2A;FGD4;PHC2;MBNL1;RAP1A;CHST11;ELMO1;PDK4;PELI1;DIP2B;RHOQ	0.28318864222238643	0	0	ChEA_2022	primary_candidate	TBX20	0.5479241687755547
426	TBX20 22328084 ChIP-Seq HEART Mouse	0.16967420757628218	1.4350550405149456	2.5456084130386483	MEF2A;FGD4;PHC2;MBNL1;RAP1A;CHST11;ELMO1;PDK4;PELI1;DIP2B;RHOQ	0.28318864222238643	0	0	ChEA_2022	primary_candidate	TBX20	0.5479241687755547
427	SOX2 21211035 ChIP-Seq LN229 Human	0.17016782230310767	1.4340679280728095	2.5396914777212496	APBB1IP;PHC2;RAP1A;GNAQ;MGAT4A;BMP2K;TBC1D12;NPL;CPVL;SOCS6;IL13RA1	0.283347357511732	0	0	ChEA_2022	primary_candidate	SOX2	0.5476808332198545
428	LYL1 20887958 ChIP-Seq HPC-7 Mouse	0.17084523319569478	1.7469705190812082	3.086892018027359	CX3CR1;GNAQ;ELMO1;ARHGAP15;PICALM	0.28359037625547173	0	0	ChEA_2022	primary_candidate	LYL1	0.5473085111831184
429	GATA2 21571218 ChIP-Seq MEGAKARYOCYTES Human	0.1711114928461285	1.58164430488153	2.792298010885833	CEBPB;CHST11;USP53;GNAQ;PLXDC2;PIK3AP1;RREB1	0.28359037625547173	0	0	ChEA_2022	primary_candidate	GATA2	0.5473085111831184
430	PCGF4 22325352 ChIP-Seq 293T-Rex Human	0.1721494981863178	1.4301319497185687	2.516162717258817	PHC2;ZEB2;PTPRC;RAP1A;ANKRD44;SLC9A9;PELI1;PLA2G4A;NPL;ST6GALNAC3;C1QC	0.2846471935127255	0	0	ChEA_2022	primary_candidate	PCGF4	0.545693093770387
431	WDR5 24793694 ChIP-Seq LNCAP Human	0.17499203908657585	1.7316417107504707	3.0182771249875984	LYN;SH3RF3;MKLN1;WSB1;FOXN3	0.2886759623910799	0	0	ChEA_2022	primary_candidate	WDR5	0.5395893776556031
432	ISL1 30127528 ChIP-Seq KELLY Human Brain Neuroblastoma	0.1763559296827952	2.687074829931973	4.662749281288076	PRKCH;SRGAP2	0.2902524676029338	0	0	ChEA_2022	primary_candidate	ISL1	0.5372240793868658
433	MEIS1 20887958 ChIP-Seq HPC-7 Mouse	0.17974298722841714	1.509385528637895	2.5904486462022174	ZEB2;SPRED1;DOCK8;SLC9A9;ELMO1;DIP2B;TM6SF1;PICALM	0.2951437965806111	0	0	ChEA_2022	primary_candidate	MEIS1	0.5299663404764038
434	SOX9 22984422 ChIP-ChIP TESTIS Rat	0.18184003844564067	5.144004144004144	8.768612919919887	RAP1A	0.297899233490439	0	0	ChEA_2022	primary_candidate	SOX9	0.5259306142448454
435	FLI1 27457419 Chip-Seq LIVER Mouse	0.18233463421580023	2.08406844510575	3.5469003257231084	FAM135A;MGAT4A;ANKRD44	0.2980228159251355	0	0	ChEA_2022	primary_candidate	FLI1	0.5257504860879131
436	RUNX1 21571218 ChIP-Seq MEGAKARYOCYTES Human	0.18322452595184624	1.2662165420786111	2.1488238691013546	CX3CR1;DOCK4;B4GALT1;FGD4;CHST11;RREB1;LYN;MEF2A;IFNGR1;TCF12;FOXN3;FBXO11;MED13L;ETV6;SH3RF3;MKLN1;FAM135A;GNAQ;ELMO1;BMP2K;PELI1;MAML3;IL6ST;PIK3AP1;PICALM	0.2987904540178043	0	0	ChEA_2022	primary_candidate	RUNX1	0.5246332818018105
437	EGR1 20690147 ChIP-Seq ERYTHROLEUKEMIA Human	0.18446389592896859	1.2496825095821769	2.1123402463044716	DOCK4;CEBPB;B4GALT1;MAML2;ARHGAP15;SPRED1;RAP1A;CHST11;ANKS1A;RREB1;MEF2A;UVRAG;IFNGR1;TCF12;KCNK13;RANBP9;GAB2;FBXO11;TGFBR1;ETV6;CDK6;GNAQ;MGAT4A;ELMO1;BMP2K;MAML3;IL6ST;RHOQ;PICALM	0.2999716694982992	0	0	ChEA_2022	primary_candidate	EGR1	0.5229197598188329
438	SOX9 25088423 ChIP-ChIP EMBRYONIC GONADS Mouse	0.1847926740369269	1.4059757392811225	2.3740192283564836	MEF2A;DOCK4;BNC2;ST8SIA4;PDK4;OLR1;ST6GALNAC3;RREB1;RHOQ;TLR2;C1QC	0.2999716694982992	0	0	ChEA_2022	primary_candidate	SOX9	0.5229197598188329
439	CEBPB 26923725 Chip-Seq MACROPHAGESS Mouse	0.1879471445933231	1.4243827160493827	2.380990316124615	LYN;CX3CR1;ZEB2;RBM47;FAM135A;DOCK8;SAMSN1;RHOQ;ETV6;C1QC	0.30407910121136006	0	0	ChEA_2022	primary_candidate	CEBPB	0.5170134270787345
440	GATA3 30127528 ChIP-Seq KELLY Human Brain Neuroblastoma	0.18817834674120734	1.4532533712344438	2.4274637316018017	UVRAG;MBNL1;PRKCH;USP53;CCNH;TCF12;TBC1D9;NPL;SRGAP2	0.30407910121136006	0	0	ChEA_2022	primary_candidate	GATA3	0.5170134270787345
441	MAF 26560356 Chip-Seq TH2 Human	0.1889304931392568	1.3984036044053842	2.3302663343702297	APBB1IP;CDK6;B4GALT1;RAP1A;MAML2;CHST11;GNAQ;FOXN3;NPL;ST6GALNAC3;FBXO11	0.30460222363267936	0	0	ChEA_2022	primary_candidate	MAF	0.5162669305867211
442	CIITA 18437201 ChIP-ChIP Raji B And iDC Human	0.1900176905858975	4.892584380389258	8.124812043283224	NPL	0.3056619411913419	0	0	ChEA_2022	primary_candidate	CIITA	0.5147586331076179
443	NFIB 24661679 ChIP-Seq LUNG Mouse	0.19147722023982625	1.8050296956198961	2.983689595852682	APBB1IP;RBM47;MAML3;RREB1	0.30731445505759925	0	0	ChEA_2022	primary_candidate	NFIB	0.5124170114842457
444	CEBPA 23403033 ChIP-Seq LIVER Mouse	0.19249027851594158	1.8009259259259258	2.9674029870044745	KCNK13;HNRNPC;ARHGAP24;RHOQ	0.30824456762350105	0	0	ChEA_2022	primary_candidate	CEBPA	0.5111045684935486
445	GLI1 17442700 ChIP-ChIP MESCs Mouse	0.19811441496549978	4.664552501761804	7.551493311263548	BNC2	0.3162817004625357	0	0	ChEA_2022	primary_candidate	GLI1	0.4999259349197153
446	CREB1 26743006 Chip-Seq LNCaP Human	0.19839892884147808	1.3816373963390316	2.2347646151545373	PHC2;CEBPB;SPRED1;WSB1;PRKCH;KCNK13;MAML3;FOXN3;NPL;FBXO11;MED13L	0.3162817004625357	0	0	ChEA_2022	primary_candidate	CREB1	0.4999259349197153
447	CHD1 26751641 Chip-Seq LNCaP Human	0.19946427609290804	1.3797972583170792	2.2243989297809903	PHC2;SPRED1;B4GALT1;CCNH;GNAQ;PTPRJ;MAML3;TBC1D12;RAF1;MED13L;PICALM	0.31726868076522957	0	0	ChEA_2022	primary_candidate	CHD1	0.4985727972414307
448	CCND1 20090754 ChIP-ChIP RETINA Mouse	0.20019035909797314	1.4012767897856817	2.2539348966825825	UVRAG;WSB1;B4GALT1;RNF13;B3GNT5;WNT5A;RANBP9;RREB1;TGFBR1;RHOQ	0.3177128243720065	0	0	ChEA_2022	primary_candidate	CCND1	0.4979652546673814
449	GRHL2 25758223 ChIP-Seq PLACENTA Mouse	0.20180322846295548	1.5604832127115416	2.497494353329102	SH3RF3;PHC2;MBNL1;PRKCH;GAB2;CPVL	0.3195592325994685	0	0	ChEA_2022	primary_candidate	GRHL2	0.49544863044188686
450	SOX2 19030024 ChIP-ChIP MESCs Mouse	0.2032984956679267	1.6366723259762308	2.6073498802322206	SPRED1;GNAQ;IL6ST;PICALM;ETV6	0.32070204298641725	0	0	ChEA_2022	primary_candidate	SOX2	0.4938982734519726
451	TP63 19390658 ChIP-ChIP HaCaT Human	0.2034270342994011	2.440940012368584	3.887069777699034	CEBPB;RREB1	0.32070204298641725	0	0	ChEA_2022	primary_candidate	TP63	0.4938982734519726
452	FOXA1 26457646 ChIP-Seq LHSAR Human ProstateCancer	0.20745242273321135	1.3321707357581798	2.095309076134079	PHC2;RBM47;RNF13;CCNH;FAM13A;RANBP9;PLD1;FGD4;PDK4;BLNK;MAML3;RAF1;PIK3AP1	0.3263244968214895	0	0	ChEA_2022	primary_candidate	FOXA1	0.4863503229787072
453	E2F4 21247883 ChIP-Seq LYMPHOBLASTOID Human	0.22587958619432852	1.2825093477357707	1.9080574196620068	MEF2A;UVRAG;WSB1;PRKCH;TCF12;KCNK13;FOXN3;GAB2;TM6SF1;APBB1IP;SPRED1;CHST11;BLNK;TBC1D12;PIK3AP1	0.3545262379341448	0	0	ChEA_2022	primary_candidate	E2F4	0.45035161783396827
454	POU5F1 18700969 ChIP-ChIP MESCs Mouse	0.22862493167831574	1.8512248179324695	2.731801501655754	LYN;SPRED1;CDK6	0.35804477185745043	0	0	ChEA_2022	primary_candidate	POU5F1	0.44606266342628653
