TF	n_libraries_supported	best_adjusted_p	best_combined_score	supporting_libraries	best_term	aggregate_score
NFYA	2	0.3292147694169003	3.75409993957708	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	NFYA 21822215 ChIP-Seq K562 Human	0.4825223277086609
SMC3	2	0.45029226406011646	2.813743429198113	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	SMC3 22415368 ChIP-Seq MEFs Mouse	0.3465071523214608
RELA	2	0.5338793944484268	1.308359295077608	ChEA_2022;TRRUST_Transcription_Factors_2019	RELA mouse	0.3677663637685161
TP63	2	0.5646663687259385	1.9987882859567012	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	TP63 23658742 ChIP-Seq EP156T Human	0.2509502036976299
EGR1	2	0.6474688027541584	1.6460023259697605	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	EGR1 20690147 ChIP-Seq ERYTHROLEUKEMIA Human	0.20088604078219607
CTCF	2	0.785328611573458	1.364181202506436	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	CTCF 18555785 Chip-Seq ESCs Mouse	0.11706978204146579
RAD21	2	0.835779149024826	1.180965026341085	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	RAD21 21589869 ChIP-Seq MESCs Mouse	0.07791010606122623
PPARG	2	0.9477680528464324	0.8696782446387803	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	PPARG 20176806 ChIP-Seq MACROPHAGES Mouse	0.023306098342110955
CHD1	2	0.9999962278025855	0.10224607154586379	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	CHD1 ENCODE	3.2696484444237117e-06
HNF4A	2	0.9999962278025855	0.00492305045799545	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	HNF4A ENCODE	3.2696484444237117e-06
SMARCD1	1	5.382689663088525e-22	542.1138007361019	ChEA_2022	SMARCD1 25818293 ChIP-Seq ESCs Mouse	21.26900065854459
ZFP57	1	1.99769471169565e-17	496.7942097835299	ChEA_2022	ZFP57 27257070 Chip-Seq ESCs Mouse	16.699470880052125
STAT3	1	6.165857850557962e-17	279.2297618708057	ChEA_2022	STAT3 23295773 ChIP-Seq U87 Human	20.91459873536136
SMARCA4	1	4.366085935187639e-16	271.9950597170655	ChEA_2022	SMARCA4 23332759 ChIP-Seq OLIGODENDROCYTES Mouse	15.359909351972169
P300	1	4.4194057906192476e-16	298.16933735872163	ChEA_2022	P300 19829295 ChIP-Seq ESCs Human	16.455328989627652
