p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.03373251808823e-18,0.354839993176794,0.292,0.272,3.2161486102761e-14,0,MPZL1
6.21730132107416e-25,0.352210949997011,0.265,0.232,1.93432678701259e-20,0,CFL1
1.25747390997621e-20,0.35168464800641,0.22,0.19,3.91225282871798e-16,0,SH3TC1
3.60382183578639e-91,0.35163813951865,0.683,0.64,1.12122104954986e-86,0,TBC1D22A
7.67383228239204e-40,0.351626031598826,0.195,0.146,2.38748269969781e-35,0,TUBA4A
2.58377312181857e-21,0.350781250544869,0.264,0.236,8.03863493660193e-17,0,CYTH4
8.08705232841736e-56,0.350708208973179,0.604,0.569,2.51604372041721e-51,0,JAZF1
5.14377596401792e-26,0.350388443413738,0.387,0.366,1.60033157792526e-21,0,USP6NL
1.13735574121544e-11,0.350035769108573,0.118,0.099,3.53854118206948e-07,0,GPR34
7.59485637232926e-17,0.349643579718596,0.255,0.235,2.36291171455908e-12,0,TXNRD1
1.60294468381823e-45,0.349180337665395,0.478,0.446,4.98708150029529e-41,0,ITM2B
1.33592249784556e-47,0.347824965173299,0.513,0.485,4.15632207529709e-43,0,TAB2
6.63461833329015e-44,0.347324662828028,0.512,0.481,2.06416245585323e-39,0,FLI1
5.97995744918495e-47,0.346069740057523,0.524,0.497,1.86048436159042e-42,0,SH3KBP1
1.78662628786583e-19,0.345908950714497,0.168,0.138,5.55855170680816e-15,0,CD163L1
8.81889219717224e-34,0.345363468043167,0.176,0.133,2.74373374038423e-29,0,BEX2
1.84955189283773e-64,0.345064857559747,0.595,0.561,5.75432584899674e-60,0,SDCCAG8
0.000113323903107855,0.345057526169773,0.244,0.245,1,0,P3H2
1.36241419813866e-15,0.344936394520519,0.203,0.18,4.238743053249e-11,0,CTSC
1.74600050354025e-10,0.343456938631804,0.203,0.189,5.43215676661442e-06,0,RAB11A
2.73038309190361e-21,0.343414369255028,0.435,0.42,8.4947678755305e-17,0,ZFP36L1
