p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
7.33563576323274e-186,0.277920709714569,0.416,0.098,2.28226299865697e-181,9,IFT43
4.42268952609475e-209,0.27788648824284,0.244,0.036,1.3759871653586e-204,9,CDH7
2.18780405961353e-285,0.277807280920253,0.264,0.032,6.80669599026962e-281,9,SLC26A4
0,0.277807081194772,0.221,0.019,0,9,LINC00407
4.91429367932678e-265,0.277768744438078,0.236,0.028,1.52893504951215e-260,9,EFCAB5
6.83534797407288e-171,0.277714721655527,0.617,0.186,2.12661346169355e-166,9,SLAIN1
6.30878434770754e-223,0.277365596586491,0.255,0.037,1.96278898625877e-218,9,TRPC4
8.58295328211065e-57,0.277044009203725,0.896,0.505,2.67032842513026e-52,9,ATP2B1
1.64804702491564e-219,0.27670992123939,0.322,0.058,5.12740390391754e-215,9,CASKIN1
0,0.276477799886993,0.209,0.019,0,9,AC025809.1
2.17444423553533e-166,0.276468514718376,0.616,0.191,6.76513090559752e-162,9,ALMS1
4.48587253931457e-214,0.276372282593644,0.429,0.094,1.39564466443155e-209,9,MVD
2.78417679326078e-294,0.275930814960444,0.198,0.018,8.66213083919293e-290,9,NCR3LG1
7.77187559981095e-223,0.275711781636913,0.404,0.083,2.41798593661318e-218,9,CC2D1A
5.37218664502263e-212,0.275508999046165,0.351,0.068,1.67139470899944e-207,9,RAD18
7.11611921712165e-282,0.275391408128979,0.313,0.044,2.21396701083089e-277,9,HOOK1
0,0.275326440050062,0.215,0.019,0,9,AC104964.1
0,0.275161518835639,0.235,0.023,0,9,IGFL4
0,0.275105776187531,0.165,0.011,0,9,AC018697.1
4.58572154937842e-113,0.275000402856783,0.711,0.276,1.42670968844261e-108,9,PPP1R12B
4.19538057354092e-138,0.274957211115032,0.627,0.212,1.30526680404005e-133,9,SLC20A2
3.57401579572272e-177,0.274931746979715,0.626,0.187,1.11194779436525e-172,9,BTBD10
3.47050280099615e-266,0.274485201467439,0.276,0.037,1.07974283144592e-261,9,PXYLP1
4.35116235520695e-192,0.274324648568479,0.501,0.128,1.35373363195198e-187,9,RAB40C
2.3066612373984e-162,0.273972687813945,0.554,0.164,7.17648444179389e-158,9,ARMC9
1.71770452147088e-235,0.273933264142208,0.397,0.078,5.3441223072002e-231,9,TMEM120B
8.16567192674689e-132,0.273818051282271,0.722,0.27,2.54050384984949e-127,9,ERCC6L2
2.22431127859289e-233,0.273345695718899,0.389,0.075,6.92027724995818e-229,9,YPEL1
2.4228725127387e-102,0.273194899528923,0.749,0.314,7.53804096163264e-98,9,RPS6KC1
0,0.273159521693489,0.189,0.01,0,9,FAM163A
2.63347511565203e-266,0.27286286525743,0.32,0.049,8.1932677798166e-262,9,RPGRIP1L
1.77847071806149e-186,0.272339748575174,0.494,0.127,5.5331780980329e-182,9,BAALC
1.04005809325922e-157,0.272275443040299,0.594,0.184,3.23582873974807e-153,9,FAM69A
5.80599617783229e-193,0.272083967009581,0.436,0.103,1.80636153084718e-188,9,MFSD6
1.85613139654803e-191,0.27193351659424,0.509,0.132,5.77479600094024e-187,9,LIPE-AS1
8.19936070425678e-301,0.271933437096424,0.215,0.02,2.55098510230837e-296,9,LRRIQ1
1.15007336370617e-225,0.271925197401187,0.227,0.03,3.57810824916262e-221,9,AC007495.1
8.37368426019803e-212,0.271600475346257,0.352,0.069,2.60522064703281e-207,9,AC005670.2
2.37932455465533e-287,0.271106874076231,0.189,0.016,7.40255455444368e-283,9,NRG4
2.49992854744553e-248,0.270975675124223,0.45,0.092,7.77777769681253e-244,9,SLC38A6
1.30304069081849e-151,0.270596549642929,0.656,0.217,4.05402019727447e-147,9,VEZT
1.54179384048411e-266,0.270325842584786,0.364,0.061,4.79682899651416e-262,9,MAP3K9
2.40065233350371e-103,0.270256423135802,0.647,0.25,7.46890953999676e-99,9,ESRRG
3.08021601069491e-249,0.26966219789913,0.267,0.037,9.58316805247402e-245,9,SYT12
1.46663785603397e-140,0.269466828143687,0.513,0.158,4.56300369769288e-136,9,PTPN13
1.58255672370839e-222,0.269190677319424,0.541,0.131,4.92365047880155e-218,9,PRKCZ
8.25114110652753e-236,0.268078725040702,0.322,0.054,2.56709502106285e-231,9,CLUAP1
4.48090891785764e-170,0.267606091762815,0.252,0.046,1.39410038252387e-165,9,DLG5
6.12582461439773e-137,0.267314452688798,0.655,0.227,1.90586655403142e-132,9,ZNF532
0,0.267215730714517,0.235,0.019,0,9,ZNF831
1.03871327023401e-144,0.266993730835259,0.427,0.118,3.23164472635204e-140,9,CNTNAP4
1.5667723804463e-183,0.266577268300146,0.499,0.131,4.87454223004453e-179,9,TRAK2
1.03846135443897e-110,0.266432394988619,0.773,0.316,3.23086096593052e-106,9,VPS53
2.31646829200002e-170,0.266408034591731,0.541,0.154,7.20699615007045e-166,9,C16orf45
6.08481078395735e-140,0.266351444609925,0.639,0.218,1.89310633110481e-135,9,TTC7B
8.36158437418045e-165,0.265151952824949,0.487,0.135,2.60145613049502e-160,9,CEP295
4.38915206583549e-203,0.265073643136815,0.342,0.067,1.36555299072274e-198,9,DUBR
5.87025045157986e-231,0.265031301716717,0.431,0.09,1.82635232049553e-226,9,IFT172
1.5736102915628e-215,0.264775870639709,0.39,0.08,4.89581633911019e-211,9,CFAP44
2.72779370622574e-145,0.264072377666616,0.232,0.045,8.48671177880951e-141,9,WDR11-AS1
3.78485598129399e-205,0.263894243821715,0.449,0.104,1.17754439290018e-200,9,PLA2G4C
3.53526502522651e-242,0.263820233164216,0.209,0.024,1.09989165464847e-237,9,CFAP54
3.15030815687851e-289,0.263595819903184,0.235,0.025,9.80123873768041e-285,9,MAATS1
8.01604642171662e-158,0.263576443513585,0.231,0.041,2.49395236272447e-153,9,SAMD5
2.48393863900785e-220,0.263491998214427,0.199,0.024,7.72802989368122e-216,9,PTPRQ
8.80615090094414e-230,0.263165204701588,0.416,0.085,2.73976966830174e-225,9,C1orf159
4.34881795515848e-160,0.26277599120994,0.612,0.192,1.35300424220891e-155,9,GOLGA8A
4.2401386738671e-294,0.262644805538161,0.277,0.034,1.31919194421353e-289,9,PITPNM3
5.6870450338149e-155,0.262582848037956,0.585,0.181,1.76935345092049e-150,9,CYP46A1
4.64400479673112e-204,0.261610003829107,0.398,0.086,1.44484277235899e-199,9,RAP1GAP
3.977720033248e-90,0.261569117186475,0.846,0.386,1.23754825674412e-85,9,RBM25
7.94724629128253e-115,0.261283915610347,0.76,0.304,2.47254726614382e-110,9,PLCL1
2.81180365694636e-209,0.261282933327832,0.225,0.031,8.7480835374915e-205,9,GFRA2
1.38229668358323e-138,0.261254709620222,0.348,0.089,4.30060144196416e-134,9,B3GLCT
2.47601788380492e-211,0.261201251632836,0.396,0.083,7.70338684009388e-207,9,AL035530.2
4.03992924002981e-196,0.26096198549674,0.242,0.038,1.25690278515808e-191,9,PTPN20
0,0.260611969021676,0.219,0.018,0,9,SGPP2
3.700763087794e-273,0.260346731435118,0.263,0.033,1.15138141187447e-268,9,TDRP
6.24030600153993e-172,0.259347836855377,0.276,0.053,1.9414840031991e-167,9,PPARGC1A
5.93212933677491e-236,0.258951699431318,0.389,0.074,1.84560407925741e-231,9,PACSIN1
8.28880592954244e-174,0.258810153727018,0.461,0.119,2.57881330079924e-169,9,ZNRF3
2.21731575326981e-278,0.258594310442351,0.308,0.044,6.89851277157303e-274,9,EIF4E3
9.47024215494332e-141,0.258358281242725,0.647,0.221,2.94638173924597e-136,9,AFDN
1.60647940438793e-216,0.257914633938356,0.502,0.12,4.99807872293172e-212,9,MAPKBP1
1.16218243969748e-172,0.257892336645067,0.396,0.095,3.6157820063868e-168,9,CNIH3
1.27519485158307e-182,0.257850261688497,0.315,0.063,3.96738622224523e-178,9,ARL6
3.43061870470304e-196,0.257187020988494,0.318,0.061,1.06733409140721e-191,9,TMEM150C
5.13461045239134e-234,0.257168754053875,0.265,0.039,1.59748000394799e-229,9,KCNK10
0,0.256936860286321,0.213,0.017,0,9,AL355472.3
4.83139641958898e-134,0.25613429404196,0.613,0.208,1.50314405406252e-129,9,ATP2B4
1.55990832327749e-250,0.25601832961607,0.256,0.034,4.85318677538094e-246,9,GAS8
2.29012564708617e-178,0.255813302391163,0.595,0.174,7.12503891321449e-174,9,ZBTB8OS
6.90605700470293e-296,0.255679630786765,0.179,0.014,2.14861245530318e-291,9,AC005537.1
2.52963516404753e-74,0.255494067461049,0.83,0.403,7.87020092238467e-70,9,C20orf194
1.94162652808702e-184,0.255341464784339,0.363,0.079,6.04078845418435e-180,9,EML2
8.15774032137863e-131,0.255303337976974,0.651,0.228,2.53803616878732e-126,9,EDIL3
5.12764688637518e-231,0.25472788299824,0.272,0.041,1.59531349928905e-226,9,LAMC1
4.62923637485513e-186,0.254565699216495,0.409,0.096,1.44024802094493e-181,9,ZNF318
8.72237445580884e-35,0.254447590202266,0.901,0.596,2.71370514069125e-30,9,PPP3CA
2.58888312862057e-169,0.254413833001434,0.352,0.08,8.0545331897643e-165,9,LINC00476
4.81736148815155e-224,0.254379305760982,0.177,0.019,1.49877750619371e-219,9,AC092111.1
1.29000841062709e-187,0.254272774190096,0.15,0.016,4.01347416714301e-183,9,AC009975.1
5.54397822865362e-212,0.254219598049701,0.481,0.113,1.72484250649872e-207,9,ARHGEF4
1.81558616025809e-104,0.253901825709123,0.742,0.306,5.64865166179497e-100,9,USP25
1.1423867524982e-209,0.253807234445152,0.251,0.038,3.55419366437239e-205,9,AL442647.1
2.66535428756889e-303,0.253415147460733,0.2,0.017,8.29245025948433e-299,9,SOHLH1
4.86358649988722e-109,0.253291410190257,0.702,0.277,1.51315903184491e-104,9,EXOC6
0,0.253251833352109,0.204,0.017,0,9,KCNH4
1.47705246770547e-178,0.252378839436205,0.324,0.068,4.59540563752527e-174,9,SARM1
3.73249571497682e-176,0.25205001200708,0.574,0.166,1.16125406684359e-171,9,TECPR2
8.17469868981292e-130,0.251977412693055,0.601,0.206,2.5433122563746e-125,9,TOM1L2
0,0.251976733134521,0.191,0.01,0,9,AC011247.1
2.25650061567521e-163,0.25168863851802,0.521,0.149,7.02042471548871e-159,9,REPS2
1.80980062996793e-198,0.251533392105317,0.492,0.122,5.63065171995621e-194,9,CRMP1
6.36802411746384e-164,0.251339154150162,0.203,0.032,1.98121966342535e-159,9,AC087386.1
1.81207500173735e-124,0.251184458398928,0.767,0.291,5.63772774540524e-120,9,ARAP2
4.79466794650567e-221,0.250526302702118,0.316,0.055,1.49171709151684e-216,9,ADCY5
5.10962350076181e-165,0.250097343426588,0.188,0.027,1.58970606355701e-160,9,FREM3
3.40649765799871e-55,0.250013586991145,0.878,0.49,1.05982955135656e-50,9,CLASP2
0,1.27349232088119,0.583,0.398,0,1,RALYL
0,1.24301692772277,0.939,0.764,0,1,KCNIP4
3.91244073640339e-256,1.22118531069826,0.43,0.271,1.21723856190982e-251,1,NRG1
0,1.16209942845475,0.85,0.661,0,1,CNTNAP2
0,1.13217941222392,0.577,0.398,0,1,ATRNL1
0,1.10906528498785,0.564,0.409,0,1,IQCJ-SCHIP1
0,1.10110857396035,0.873,0.701,0,1,PTPRD
1.67730062742074e-227,1.09523146424873,0.471,0.329,5.21841771203141e-223,1,KHDRBS2
0,1.09216158524335,0.816,0.63,0,1,LRRTM4
5.25538347555501e-252,1.09184860572062,0.505,0.361,1.63505490691468e-247,1,RYR2
0,1.08462659576064,0.589,0.415,0,1,CCSER1
0,1.06176088350901,0.74,0.562,0,1,ROBO2
0,1.04905383907701,0.613,0.468,0,1,NEGR1
0,1.03646234962267,0.888,0.723,0,1,RBFOX1
5.45827673610485e-98,1.02434770172522,0.298,0.211,1.69817905813694e-93,1,UNC5D
0,1.01444457863918,0.576,0.414,0,1,KCNQ5
0,1.00070639737069,0.712,0.543,0,1,FAM155A
9.46401446443961e-158,0.9932985578351,0.373,0.258,2.94444418017645e-153,1,KCNH7
0,0.992941064395867,0.822,0.677,0,1,ADGRB3
0,0.992155304734138,0.652,0.483,0,1,FGF14
0,0.97672821358933,0.853,0.695,0,1,CSMD1
0,0.962011682611167,0.793,0.645,0,1,NRXN3
0,0.955006558733264,0.782,0.609,0,1,NRG3
0,0.953652413151071,0.729,0.555,0,1,DLGAP1
3.85801614891004e-212,0.942509943549462,0.497,0.359,1.20030598424889e-207,1,AGBL4
8.64900261679924e-137,0.940211685269418,0.39,0.284,2.69087769413858e-132,1,LDB2
5.00802853034304e-140,0.939461083349136,0.394,0.291,1.55809783636033e-135,1,RIMS1
2.53851116495431e-238,0.93945326982164,0.552,0.419,7.89781593640584e-234,1,RIMS2
1.77466381296748e-216,0.939155762852783,0.439,0.296,5.52133405490442e-212,1,LINGO2
5.40480142101032e-188,0.93754305387419,0.449,0.315,1.68154181810473e-183,1,DLGAP2
2.20590725173782e-243,0.924653919538257,0.528,0.378,6.86301864160669e-239,1,STXBP5L
0,0.922641975311424,0.853,0.714,0,1,SYT1
1.54102112204753e-131,0.912160071514251,0.41,0.308,4.79442491491428e-127,1,GRM7
1.44244425092336e-133,0.908063854279209,0.328,0.221,4.48773255347276e-129,1,CDH12
7.66301477008284e-154,0.906840972105,0.455,0.348,2.38411715526817e-149,1,ARPP21
6.74214433904629e-104,0.901354625988434,0.35,0.264,2.09761594676408e-99,1,DGKB
7.30660401876015e-244,0.895992664383689,0.594,0.465,2.27323064231666e-239,1,PLCB1
1.37502943478219e-184,0.895743297428584,0.495,0.376,4.27799157749436e-180,1,RGS7
3.10075332468928e-300,0.890943488921024,0.611,0.449,9.64706374377329e-296,1,NKAIN2
3.19426121375066e-181,0.887077750092005,0.48,0.352,9.93798548822107e-177,1,SNTG1
1.34693091512546e-89,0.883865663422609,0.345,0.268,4.19057146313832e-85,1,CDH18
9.42426737841728e-141,0.881632134187901,0.433,0.329,2.93207806677318e-136,1,GRM5
1.59922640439292e-158,0.872972248716474,0.479,0.371,4.97551318934726e-154,1,TENM2
3.4465209610124e-93,0.866491268501515,0.348,0.27,1.07228160139018e-88,1,SLC4A10
0,0.864680037602207,0.853,0.714,0,1,CADM2
1.13244326499416e-125,0.861851930384812,0.442,0.35,3.52325748604984e-121,1,DCLK1
2.07511265187714e-116,0.857876329622092,0.386,0.291,6.45609048252015e-112,1,CHRM3
7.36194944715912e-85,0.84910474797718,0.342,0.266,2.29044971200015e-80,1,LRFN5
3.5836984449285e-99,0.846991072336583,0.343,0.253,1.11496026018615e-94,1,FRMPD4
1.45521285952133e-188,0.846770970203975,0.562,0.456,4.52745824854277e-184,1,LRRC7
2.32885511885575e-176,0.8440855414156,0.586,0.513,7.24553404578401e-172,1,PHACTR1
1.24841552376731e-90,0.841029002975868,0.29,0.204,3.88407037754484e-86,1,ADGRL2
2.98718389753733e-123,0.830965033392455,0.43,0.333,9.29372654201815e-119,1,CSMD3
7.22065489510812e-250,0.829809707961021,0.667,0.559,2.24649015096604e-245,1,PDE4D
1.74131581335542e-227,0.829242780578252,0.627,0.505,5.41758175851139e-223,1,ANKS1B
2.0662063355577e-179,0.826513060803613,0.504,0.393,6.42838115118712e-175,1,GRIK2
0,0.823600349590893,0.81,0.673,0,1,NRXN1
7.67280295152996e-87,0.822613762720189,0.28,0.198,2.38716245428e-82,1,HCN1
6.70586098529452e-80,0.81988576431815,0.251,0.172,2.08632746974483e-75,1,ST6GALNAC5
7.03969343513498e-141,0.816580716133904,0.445,0.342,2.1901894215392e-136,1,HS6ST3
4.01232298268933e-116,0.815111215936987,0.452,0.374,1.2483139263743e-111,1,PPFIA2
8.16064702672681e-76,0.814835282159234,0.357,0.292,2.53894050295525e-71,1,KCTD16
9.92491545763632e-90,0.810873188209494,0.355,0.274,3.08783969717981e-85,1,CNTN4
8.43842672590975e-85,0.810808574560835,0.309,0.226,2.62536332296504e-80,1,AC011287.1
4.77616754645242e-104,0.797425624696237,0.392,0.308,1.48596124705228e-99,1,FAM19A1
4.28291005235585e-55,0.797122046046103,0.266,0.206,1.33249897548895e-50,1,EFNA5
3.77556281052998e-88,0.79527996132257,0.422,0.353,1.17465310161209e-83,1,PCDH7
1.28286357573641e-133,0.795107161176144,0.474,0.383,3.99124515683113e-129,1,KALRN
7.93980964142381e-77,0.793895715452753,0.361,0.292,2.47023357563978e-72,1,FAM19A2
1.11287768335158e-165,0.78951986587174,0.486,0.361,3.46238504844344e-161,1,MDGA2
7.67053704304626e-42,0.788294944770099,0.267,0.219,2.38645748483255e-37,1,DGKI
2.04666716213311e-71,0.787430734183091,0.371,0.311,6.36759087482853e-67,1,NELL2
1.00835251312594e-81,0.785490442985733,0.264,0.182,3.13718633883744e-77,1,MTUS2
4.22455268146655e-197,0.784654683579654,0.581,0.462,1.31434283025787e-192,1,NLGN1
2.12106714497388e-47,0.784425940731889,0.256,0.201,6.59906410144275e-43,1,HECW1
2.56558493805275e-100,0.784231881109833,0.416,0.335,7.98204785926971e-96,1,GRIN2A
0,0.779322144450262,0.764,0.594,0,1,DPP10
8.86966750110189e-54,0.772574264879773,0.279,0.222,2.75953095294282e-49,1,FLRT2
5.43247904916192e-72,0.765835864936683,0.267,0.195,1.69015288177526e-67,1,HOMER1
6.87539416334096e-48,0.762717223896913,0.308,0.261,2.13907263209864e-43,1,CNKSR2
3.071473120532e-47,0.761981290337767,0.221,0.166,9.55596717259916e-43,1,OLFM3
2.25519824490351e-43,0.756893723792611,0.204,0.152,7.01637277954381e-39,1,CNTN3
6.7211356750885e-100,0.754432334347562,0.434,0.359,2.09107973123353e-95,1,GRIA4
5.44011013941928e-89,0.753805004864286,0.391,0.312,1.69252706657613e-84,1,PEX5L
5.61661269067801e-255,0.753504804334452,0.641,0.502,1.74744054032374e-250,1,OPCML
5.17837360239607e-40,0.750281041033315,0.178,0.129,1.61109559517747e-35,1,KCNB2
6.8500806033813e-72,0.745140161133032,0.389,0.328,2.13119707732399e-67,1,GRIN2B
8.3421805726608e-113,0.74027033914643,0.49,0.407,2.59541921976623e-108,1,FGF12
6.39929318683221e-67,0.739251602381988,0.244,0.174,1.99094809628724e-62,1,ZNF385B
1.47497826797404e-60,0.739092520643004,0.361,0.308,4.58895238732082e-56,1,CACNA2D1
1.94975629932718e-95,0.738463043000703,0.454,0.381,6.06608179846672e-91,1,DMD
9.09796872256994e-56,0.728330427536245,0.266,0.206,2.83056002896596e-51,1,KCNC2
8.56456937753775e-141,0.726043259797925,0.567,0.478,2.66460882473954e-136,1,ADGRL3
1.23824716012658e-50,0.724947421354989,0.164,0.108,3.8524345645858e-46,1,POU6F2
1.33120814856424e-44,0.72094554666675,0.355,0.32,4.14165479181307e-40,1,SCN2A
7.79087882378984e-51,0.717996068876728,0.312,0.254,2.4238982196575e-46,1,TMEM132D
7.84335495679074e-80,0.717760249473704,0.431,0.369,2.44022459415674e-75,1,CNTN1
3.518014312937e-58,0.704359071261936,0.154,0.096,1.09452461304096e-53,1,MLIP
1.92496207367954e-34,0.702961662017178,0.284,0.245,5.98894200363179e-30,1,RAPGEF5
0,0.700436426860523,0.839,0.729,0,1,DLG2
7.41992267859382e-45,0.696928819465129,0.238,0.181,2.30848634376411e-40,1,DCC
3.45295360199943e-25,0.696706604849708,0.195,0.158,1.07428292465406e-20,1,CLSTN2
3.80753666728667e-51,0.695978881630216,0.218,0.158,1.18460080792623e-46,1,PDE10A
1.60196533659771e-42,0.694980108898274,0.289,0.243,4.98403455522278e-38,1,UNC79
1.82775875633709e-13,0.691661425504681,0.214,0.196,5.68652304271594e-09,1,CADPS2
1.2075323563107e-25,0.691444717539222,0.278,0.25,3.75687466695384e-21,1,THRB
2.46620248129353e-48,0.687287128482423,0.164,0.111,7.67284915980042e-44,1,MIR137HG
3.58464451817172e-37,0.687247276267708,0.264,0.216,1.11525460249359e-32,1,RGS6
7.19293592655163e-60,0.68526437700861,0.431,0.394,2.23786622546874e-55,1,PLEKHA5
3.73481076260417e-29,0.684570932735869,0.197,0.157,1.16197432446141e-24,1,SATB2
2.95682005076782e-35,0.683416612645406,0.254,0.212,9.19925854194886e-31,1,CDH10
8.38668048176635e-57,0.682984551626962,0.149,0.092,2.60926403148715e-52,1,IL1RAPL2
1.12140886468205e-108,0.681119612688689,0.566,0.538,3.4889272597988e-104,1,R3HDM1
9.0887063559898e-32,0.680606654345109,0.229,0.189,2.82767832147555e-27,1,KIAA1549L
5.72578273916853e-23,0.677913181438523,0.163,0.128,1.78140552581011e-18,1,CPNE4
1.71918189819875e-36,0.67559650955546,0.278,0.233,5.34871872167595e-32,1,GALNT17
7.73067819449273e-84,0.672840388225159,0.327,0.245,2.40516859987058e-79,1,GALNTL6
3.89409764747142e-45,0.67273421700609,0.184,0.13,1.21153166008131e-40,1,ZNF804B
3.36448887966222e-104,0.667146048425291,0.394,0.301,1.04675978024051e-99,1,SGCZ
1.19187626902546e-39,0.666407592842876,0.306,0.261,3.70816544819201e-35,1,EPHA6
4.14204956837077e-281,0.663756612639681,0.747,0.635,1.28867446171151e-276,1,LRP1B
1.32308862622299e-38,0.662001915351571,0.213,0.164,4.11639333390496e-34,1,SLC44A5
9.59950506698808e-43,0.656171510125309,0.285,0.236,2.98659801644133e-38,1,BRINP3
3.67987398883502e-76,0.655732116821631,0.542,0.525,1.14488239540635e-71,1,NBEA
7.14083522288107e-41,0.652633429245855,0.304,0.259,2.22165665454276e-36,1,GABBR2
3.52732408648917e-28,0.650179652647509,0.243,0.205,1.09742106978851e-23,1,ATP8A2
2.92591378812501e-30,0.649669334375718,0.255,0.217,9.10310297761452e-26,1,SORBS2
9.36059039798326e-50,0.649223476564194,0.317,0.261,2.91226688462055e-45,1,KCND2
2.58696236359421e-36,0.648738219713236,0.181,0.134,8.04855730561431e-32,1,CBLN2
5.72572574646018e-64,0.646337856782358,0.411,0.356,1.78138779423869e-59,1,PCLO
3.72605214944261e-32,0.645414615760916,0.28,0.242,1.15924934473459e-27,1,GRIA3
7.31815987058828e-31,0.644305226476193,0.31,0.278,2.27682589893743e-26,1,GABRB3
9.82526028185664e-23,0.6438328223964,0.279,0.254,3.05683497889124e-18,1,SYN2
1.64065565941529e-64,0.637678221996513,0.485,0.459,5.10440788757285e-60,1,MAP2
7.41209979798113e-52,0.637634500790277,0.361,0.31,2.30605248914789e-47,1,CADPS
5.53457184555243e-28,0.637225172275186,0.173,0.135,1.72191599258827e-23,1,MEG8
1.15078477344677e-32,0.631370105054137,0.287,0.242,3.58032158714761e-28,1,XKR4
1.10944465762687e-22,0.62895452071637,0.208,0.177,3.45170421880871e-18,1,PPM1E
5.77216333844483e-39,0.627428242279818,0.262,0.211,1.79583545785696e-34,1,ASIC2
1.86117159113531e-16,0.62603906772726,0.199,0.173,5.79047705434019e-12,1,SLC35F3
1.21854610066232e-17,0.625753667889045,0.213,0.187,3.79114062838062e-13,1,DOK6
2.7471450948206e-36,0.624951078077732,0.173,0.126,8.54691781900584e-32,1,AC090568.2
5.96254673807163e-32,0.623623693245164,0.281,0.24,1.85506754114884e-27,1,CACNA2D3
4.49932693744559e-39,0.618654798708558,0.348,0.304,1.39983059677807e-34,1,MYT1L
1.28821074401806e-10,0.616487832222411,0.221,0.207,4.00788126678898e-06,1,FAT3
5.53490973821379e-36,0.613764497880553,0.284,0.239,1.72202111775307e-31,1,PDE1A
1.56321496061727e-96,0.612509195407395,0.564,0.52,4.86347438547245e-92,1,GRIA2
2.66551931045508e-24,0.612457048124048,0.225,0.192,8.29296367868783e-20,1,LRRTM3
5.61380290817385e-20,0.611138190313144,0.294,0.273,1.74656636079105e-15,1,TMEM132B
1.32128613196408e-42,0.609750114309635,0.119,0.074,4.11078541376664e-38,1,LINC01378
5.93896181454363e-21,0.608228310028615,0.302,0.278,1.84772979974081e-16,1,FMN2
3.26867381649756e-22,0.605525235886771,0.184,0.15,1.01694979778872e-17,1,NELL1
3.0449865406027e-22,0.605262006898391,0.2,0.167,9.47356212512311e-18,1,SV2B
5.68519731691885e-35,0.603866170396701,0.262,0.217,1.76877858923979e-30,1,ANKRD30BL
6.20251391941634e-14,0.603669131138491,0.189,0.169,1.92972613060881e-09,1,LINC00632
6.5572100081526e-14,0.601324719456375,0.195,0.174,2.04007917773644e-09,1,ZFPM2
7.41706312644485e-45,0.60096715959831,0.112,0.067,2.30759667989952e-40,1,AC019211.1
2.66794815197605e-24,0.599199868489171,0.34,0.324,8.30052029042788e-20,1,GABRB2
1.02353639212591e-26,0.598445468836441,0.333,0.309,3.18442642318214e-22,1,TMEM178B
1.31440195612556e-57,0.598362671939638,0.493,0.478,4.08936736589785e-53,1,SNAP25
8.18130704662951e-37,0.594281505606189,0.216,0.167,2.54536824834737e-32,1,GABRG3
4.41605547069961e-24,0.590061250689594,0.165,0.129,1.37392317804406e-19,1,LINC01122
0,0.589783935333234,0.906,0.79,0,1,PCDH9
5.27097266784655e-187,0.589229653589089,0.593,0.464,1.63990501642042e-182,1,CTNNA2
1.46496302822784e-37,0.588069099775762,0.343,0.309,4.55779297342246e-33,1,TRIM9
2.34482379355906e-59,0.586165975852325,0.382,0.325,7.29521578652095e-55,1,CNTN5
1.434882544481e-25,0.584329426604291,0.176,0.139,4.46420657238927e-21,1,CDH9
3.53321893505041e-18,0.5837224348546,0.223,0.199,1.09925507507288e-13,1,UNC80
4.74219128570334e-27,0.583013240277411,0.15,0.112,1.47539055280802e-22,1,PTPRR
2.07333702671863e-28,0.581741895535559,0.262,0.223,6.450566157527e-24,1,CACNA1B
2.12841636122596e-17,0.580694614551535,0.252,0.227,6.62192898304621e-13,1,CACNA1C
4.72597952752826e-16,0.578939033092794,0.339,0.343,1.47034675060459e-11,1,AC124312.1
1.78165527198046e-15,0.578629554150739,0.247,0.227,5.54308588218561e-11,1,HECW2
3.77571305619162e-13,0.575846501504345,0.228,0.213,1.17469984604234e-08,1,SCN8A
2.03518275039532e-30,0.575171267995926,0.254,0.213,6.33186057302993e-26,1,GPC6
8.04694392702707e-13,0.571387287763316,0.181,0.162,2.50356519457666e-08,1,CDH8
6.18532241546198e-23,0.567915685931269,0.232,0.199,1.92437750989853e-18,1,TENM3
5.41141611950263e-23,0.567589843477433,0.247,0.214,1.68359978309966e-18,1,MMP16
2.5112495638602e-110,0.566193810652357,0.556,0.478,7.81299964308185e-106,1,NCAM2
2.69693792946388e-16,0.563107920866039,0.211,0.187,8.39071328614801e-12,1,KCNJ3
3.90742111325372e-15,0.562674328712732,0.226,0.203,1.2156768567555e-10,1,SORCS1
5.80839441258538e-91,0.56205696447005,0.621,0.574,1.80710766964356e-86,1,ANK2
3.51662700225638e-34,0.561874905109632,0.302,0.26,1.094092992942e-29,1,MGAT4C
0.00301517656281304,0.557061901988809,0.196,0.201,1,1,NECAB1
1.30029439403071e-07,0.556034988441561,0.173,0.162,0.00404547591870833,1,SYT16
1.00534461079689e-12,0.554029274935421,0.181,0.161,3.1278281531113e-08,1,EML6
2.36780176900483e-107,0.553651856560029,0.531,0.45,7.36670486372781e-103,1,LRRC4C
5.52879645198208e-06,0.552841116755709,0.19,0.186,0.172011915214067,1,NR2F1-AS1
1.13397074671901e-11,0.551864020198033,0.218,0.204,3.52800978719217e-07,1,ADAM23
3.11920414322498e-14,0.550661534193739,0.154,0.13,9.70446793040155e-10,1,PRICKLE1
4.22557855560185e-21,0.548780793380391,0.233,0.2,1.31466200021885e-16,1,PTPRT
3.3659695297613e-06,0.546042496312485,0.213,0.211,0.104722044009933,1,ADAM22
2.21983797662158e-12,0.544954485727505,0.3,0.298,6.90635991286505e-08,1,CHL1
1.12596544890666e-11,0.544216113661367,0.149,0.127,3.5031037046384e-07,1,PDZRN4
1.11200345908195e-30,0.542054357840401,0.3,0.257,3.45966516189575e-26,1,CNTNAP5
3.17721352170639e-14,0.541891298057241,0.229,0.207,9.88494670873291e-10,1,SHISA9
1.2893760599212e-27,0.540591952352058,0.129,0.091,4.01150679762685e-23,1,NWD2
