Rank_candDown	Term_candDown	P_value_candDown	Z_score_candDown	Combined_score_candDown	Overlapping_genes_candDown	Adjusted_p_value_candDown	Old_p_value_candDown	Old_adjusted_p_value_candDown	Library_candDown	neglog10_adjP_down	neglog10_P_down	perturbagen_norm	Rank_refUp	Term_refUp	P_value_refUp	Z_score_refUp	Combined_score_refUp	Overlapping_genes_refUp	Adjusted_p_value_refUp	Old_p_value_refUp	Old_adjusted_p_value_refUp	Library_refUp	neglog10_adjP_up	neglog10_P_up	reversal_score	support_strength
50	dexamethasone DB01234 mouse GSE7683 sample 3524	0.028370034498593582	3.627212389380531	12.921660540442176	CEBPB;PLA2G4A;HNRNPC;RHOQ	0.36767564710177286	0	0	Drug_Perturbations_from_GEO_down	0.4345351345574929	1.5471401360920676	dexamethasone db01234	59	dexamethasone DB01234 human GSE34313 sample 3169	0.1724233284901999	2.1438563258169103	3.7684762532151526	PCDH7;NRXN3;SPARCL1	0.9008572629410596	0	0	Drug_Perturbations_from_GEO_up	0.0453440157110845	0.7634039754651701	0.6467805182051507	0.47987915026857736
49	angiotensin II 172198 mouse GSE29145 sample 3216	0.027399805693993366	3.092618934724198	11.124828696041456	WSB1;SCIN;PDK4;BLNK;PICALM	0.36234845081036127	0	0	Drug_Perturbations_from_GEO_down	0.44087359113044083	1.5622525169725205	angiotensin ii	63	angiotensin II 172198 mouse GSE29145 sample 3217	0.18609103047749584	2.0624868504102674	3.4681114734691603	FRMD5;SPARCL1;CLU	0.9008572629410596	0	0	Drug_Perturbations_from_GEO_up	0.0453440157110845	0.730274559206719	0.6321470085366315	0.4862176068415253
51	quercetin DB04216 mouse GSE4262 sample 3432	0.02988724030745726	3.018830066368267	10.597070532737488	MBNL1;SCIN;PDK4;RIN2;ARHGAP24	0.37643668187143164	0	0	Drug_Perturbations_from_GEO_down	0.4243080633581222	1.5245141844781191	quercetin db04216	166	quercetin DB04216 mouse GSE4262 sample 3427	0.5399131982755596	1.1140120852810398	0.686617891179883	SPARCL1;CLU	0.9008572629410596	0	0	Drug_Perturbations_from_GEO_up	0.0453440157110845	0.2676760559920165	0.5824889633083804	0.4696520790692067
54	clozapine 2818 mouse GSE6467 sample 2464	0.03251337286014516	2.9484240687679084	10.10160691090638	CX3CR1;ZEB2;PTPRC;CHST11;PLXDC2	0.39016047432174195	0	0	Drug_Perturbations_from_GEO_down	0.40875672944030095	1.4879379754879258	clozapine	364	clozapine 2818 mouse GSE6511 sample 2469	0.8296516331183426	0.5658591647130329	0.10567385125164853	SYT1	0.9008572629410596	0	0	Drug_Perturbations_from_GEO_up	0.0453440157110845	0.08110422759226714	0.5561735527729658	0.45410074515138543
223	heroin 5462328 mouse GSE30305 sample 2668	0.35613869593217523	1.6171823568136932	1.6696357129499555	CEBPB;ARHGAP15	0.8870033368773822	0	0	Drug_Perturbations_from_GEO_down	0.052074746363642295	0.44838083588263133	heroin	29	heroin 5462328 mouse GSE30305 sample 2620	0.030207881878571673	3.0098491843644197	10.533425919581353	PTPRD;ATRNL1;SPARCL1;FAM19A1;DLGAP1	0.4427017171859642	0	0	Drug_Perturbations_from_GEO_up	0.35388879344256097	1.5198797255939165	0.5279941561315163	0.40596353980620326
64	VANADIUM PENTOXIDE 14814 human GSE5339 sample 3554	0.04404969352468584	3.1352171136653895	9.78951755526381	CX3CR1;CEBPB;BNC2;IL6ST	0.44419689415745023	0	0	Drug_Perturbations_from_GEO_down	0.3524244823814139	1.3560571088410547	vanadium pentoxide	153	VANADIUM PENTOXIDE 14814 human GSE5339 sample 3557	0.502998845735877	1.4464939247547943	0.993983474661611	FAM155A	0.9008572629410596	0	0	Drug_Perturbations_from_GEO_up	0.0453440157110845	0.2984330115466858	0.5056035083917526	0.39776849809249837
69	Laccaic Acid 5355255 human GSE45804 sample 2490	0.04926853755059455	3.017988929889299	9.085563881953998	FAM49B;MAML2;B3GNT5;RIN2	0.4626958309099315	0	0	Drug_Perturbations_from_GEO_down	0.334704413664072	1.30743032879741	laccaic acid	82	Laccaic Acid 5355255 human GSE45804 sample 2490	0.22205481159324553	1.8804507908048922	2.8297606976001686	PCDH9;SYT1;CDH12	0.9008572629410596	0	0	Drug_Perturbations_from_GEO_up	0.0453440157110845	0.6535398118811823	0.49920167517069813	0.3800484293751565
65	Oprelvekin DB00038 human GSE8762 sample 3297	0.044556787222583744	3.1230916030534353	9.715909200915167	GPR34;PDK4;BLNK;IL13RA1	0.44419689415745023	0	0	Drug_Perturbations_from_GEO_down	0.3524244823814139	1.3510861316091516	oprelvekin db00038	336	Oprelvekin DB00038 human GSE8762 sample 3297	0.8151689336664037	0.5935329268662602	0.12129433352728863	CLU	0.9008572629410596	0	0	Drug_Perturbations_from_GEO_up	0.0453440157110845	0.08875237977977213	0.49614053343692294	0.39776849809249837
66	sapphyrin PCI-2050 (2.5 &Icirc;&frac14;M) 9855235 human GSE6400 sample 3102	0.045580841940138075	3.0991161616161618	9.570900599658827	CEBPB;PDK4;PLA2G4A;RIN2	0.4475209935940829	0	0	Drug_Perturbations_from_GEO_down	0.3491865867431315	1.3412176570718561	sapphyrin pci-2050	379	sapphyrin PCI-2050 (1.25 &Icirc;&frac14;M) 9855235 human GSE6400 sample 3101	0.8438095427024295	0.5391069161560965	0.09155570282156546	CLU	0.9008572629410596	0	0	Drug_Perturbations_from_GEO_up	0.0453440157110845	0.07375556745902861	0.49115516547901994	0.394530602454216
258	methamphetamine 10836 mouse GSE30305 sample 2621	0.4267929515486765	1.3897392290249433	1.183302186246761	P2RY12;BLNK	0.8870033368773822	0	0	Drug_Perturbations_from_GEO_down	0.052074746363642295	0.369782761526838	methamphetamine	34	methamphetamine 10836 mouse GSE30305 sample 2616	0.03744822905506793	2.8326808757430766	9.30477840877071	NTRK2;ATRNL1;SPARCL1;LRRC4C;DCLK1	0.4681028631883491	0	0	Drug_Perturbations_from_GEO_up	0.3296587024677346	1.4265687154757911	0.48661425478155157	0.3817334488313769
