logFC	AveExpr	t	P.Value	adj.P.Val	B	gene
-0.729716371182374	8.31491619641115	-11.4637808928181	4.97230944129054e-17	6.84024035473535e-14	28.4383823913152	NRG3
-0.718111310927421	9.01653977656136	-11.5360072499965	3.79928324209773e-17	6.84024035473535e-14	28.7205589567241	RBFOX1
-0.617274353034344	8.97491103947235	-11.5176558538601	4.06786898241248e-17	6.84024035473535e-14	28.6515530313383	SYT1
-0.777484215810592	8.93309377205488	-11.2596560712246	1.06727885668251e-16	9.65204489434635e-14	27.7033376386061	CSMD1
-0.594392870420773	9.56426421281376	-11.2353285923443	1.16937786459248e-16	9.65204489434635e-14	27.606346723931	FP671120.1
-0.654665396018557	8.80554061357424	-11.1121712698308	1.85900314804439e-16	1.27868433199653e-13	27.1562800424668	CADM2
-0.668865313516497	8.17809248447545	-10.8701761384303	4.6460510354551e-16	2.73917894618903e-13	26.2466792803772	ROBO2
-0.709261033074033	8.28369657395465	-10.7947108409043	6.19053038887479e-16	3.19353986436078e-13	25.9725481433948	LRRTM4
-0.563756888007941	7.87996484919312	-10.313674777415	3.91380306181303e-15	1.79469613734471e-12	24.1596130388005	SPARCL1
-0.882935398946724	6.59151833819591	-10.1911553843224	6.28452468558357e-15	2.35783939794576e-12	23.5145944906771	CSMD3
-0.650185713071656	8.68402575563668	-10.1961196689365	6.16489971203651e-15	2.35783939794576e-12	23.7098613192135	CNTNAP2
-0.638488471098827	8.14745559379743	-9.9928653014558	1.35682871362623e-14	4.66636008427956e-12	22.941592853184	GPM6A
-0.789819254401459	7.46477134316952	-9.80095898591961	2.86801620777952e-14	8.8007167959355e-12	22.1752271216124	CTNNA2
-0.673352067928155	8.36941795775956	-9.79069343682664	2.98546244591948e-14	8.8007167959355e-12	22.1678406060986	DPP10
-0.759420636091489	9.39900861288758	-9.7497713701226	3.50376605402721e-14	9.64002833664686e-12	21.956873632104	KCNIP4
-0.652273635638601	8.54510430343085	-9.54939537661334	7.68935526931661e-14	1.98337307477935e-11	21.2355830447959	LRP1B
-0.773165168765532	7.84807265269882	-9.3995940455248	1.38693297956472e-13	3.36698376862565e-11	20.6646231725973	FAM155A
-0.701039946089303	8.5016230604179	-9.36233298207094	1.6065566366025e-13	3.68347735514362e-11	20.5015389494438	NRXN1
-0.700007924849865	7.27418594196563	-9.30945281008167	1.979605849509e-13	4.29991228469666e-11	20.2884712708847	RIMS2
-0.706220809049826	7.19590955748545	-9.1386729985135	3.89110302012542e-13	8.0292910820288e-11	19.6209872757381	PPP2R2B
-0.791584351083019	6.61931357353349	-9.11265986470693	4.31378759750319e-13	8.09227337040712e-11	19.3802158280273	SLC24A2
-0.690374504257113	7.50495044380609	-9.11362665430006	4.29728238671413e-13	8.09227337040712e-11	19.5485131254626	NKAIN2
-0.592754029600612	6.90308390889507	-9.0835283760718	4.84214836694743e-13	8.68849839582262e-11	19.4410904202729	CLU
-0.605582431144041	7.65800031488474	-9.02397647603245	6.1333253085524e-13	1.05467639784982e-10	19.2060070936358	CCSER1
-0.644201095913301	6.75529494468026	-8.8093472716285	1.4405043859812e-12	2.37798464037776e-10	18.325572882535	GRM5
-0.625066490925725	8.29936900988368	-8.78441910359481	1.59097310593816e-12	2.5253638493103e-10	18.2590330032594	LSAMP
-0.783027635492546	6.3147650879065	-8.76736481503218	1.70290787171039e-12	2.60292621724029e-10	18.0934502173132	SGCZ
-0.673790878438175	7.44635257147776	-8.73792417969668	1.91506029953499e-12	2.82266209149318e-10	18.0998164714167	ERBB4
-0.696279649136671	7.45725691949732	-8.72546997612023	2.01260954516636e-12	2.86415158375916e-10	18.0328641628689	AGBL4
-0.71769495496009	8.10516270594755	-8.71353969331157	2.11072858787151e-12	2.87575884438612e-10	18.0003202399807	DLGAP1
