gene	logFC_baseline	FDR_baseline	logFC_neuronal_filtered	FDR_neuronal_filtered	direction_same
CWF19L2	-0.0964046180785492	0.254197862089798	-0.107593166919413	0.185021610513678	TRUE
CX3CR1	0.185017700387447	0.000619851160559154	0.176408531914741	0.00199970759138635	TRUE
CXADR	0.0729845331622542	0.550142924080472	0.0862571745397066	0.498631405576756	TRUE
CYB5R4	0.0860442068843875	0.325403841590099	0.0807687814740845	0.393215039568372	TRUE
CYBA	-0.0444460719813777	0.645928484731116	-0.0563014526542543	0.571509481512384	TRUE
CYBC1	0.0714346709780922	0.545560804303416	0.074774427448245	0.568842001516854	TRUE
CYFIP1	0.0363941697063624	0.440638891582372	0.0301551151694777	0.534304318399616	TRUE
CYLD	-0.0383770637142302	0.742871516766549	-0.0695240220094584	0.5597287029027	TRUE
CYP20A1	-0.015770463879993	0.902871860006923	-0.0292383604603427	0.824742935659594	TRUE
CYSLTR1	-0.122780017752083	0.416255562176581	-0.166628595912172	0.294750567271983	TRUE
CYTH1	0.101858845616597	0.308387886999984	0.0728519016898607	0.531608426998965	TRUE
CYTH3	-0.0296561767273818	0.789056972521529	-0.0285668748950172	0.808632176995021	TRUE
CYTH4	0.065660964864326	0.347645361400663	0.0452833007775043	0.550240288243841	TRUE
D2HGDH	-0.080131681583703	0.561546862269012	-0.100554474163523	0.499616539710596	TRUE
DAAM1	0.0124295903961429	0.901603029189886	0.00833480823519043	0.940839781269744	TRUE
DAB1	-0.218217492941338	0.0316699173414655	-0.257741411693616	0.0151217009886851	TRUE
DAGLB	-0.0720238229239062	0.336825149318755	-0.0854760904299787	0.24007336325185	TRUE
DAP	0.0719694385575986	0.525895499947599	0.086343163210468	0.457173712173827	TRUE
DAP3	0.0671410269747166	0.469215501346396	0.0626060744202266	0.517132654244953	TRUE
DARS	0.0786461752569804	0.382728729484706	0.0546074141135959	0.583486831242096	TRUE
DCAF1	-0.049280267294285	0.722925512562901			
DCAF10	0.163375321548747	0.124391482473472	0.200303683479946	0.0748195895229964	TRUE
DCAF5	0.132054262957609	0.0797442254586075	0.127690047410292	0.102343998662751	TRUE
DCAF6	0.157799102527641	0.0235340363750746	0.165704531281649	0.0203004825051122	TRUE
DCAF7	0.0619210301577156	0.576301057287888	0.0907700774069488	0.424754918984111	TRUE
DCLK1	-0.566744640346005	2.39314147932313e-08	-0.589231393832347	2.38567505084712e-07	TRUE
DCLK2	-0.404208766128108	0.00157459350946552			
DCLRE1C	0.140847391595779	0.305695088679732	0.134716449682651	0.37080846627698	TRUE
DCP1A	0.046120518997705	0.695292864203492	0.0388611052410712	0.759498555780028	TRUE
DCP2	0.204682501502637	0.0198242082123198	0.19161135042041	0.0430982890230804	TRUE
DCTN4	0.136763732617421	0.118728588633353	0.113191479950036	0.220884148431484	TRUE
DCUN1D1	0.00258225783901248	0.98474450526246	-0.00165537884055927	0.989074106221794	FALSE
DCUN1D4	-0.0897412067897193	0.464699408699354	-0.12349374316222	0.336935237773728	TRUE
DDB2	-0.0768223303356409	0.532020385088528	-0.0580552171210104	0.65449246143307	TRUE
DDHD1	0.00214722292352374	0.988788637201684	0.00596295931952778	0.966119707343972	TRUE
DDI2	0.0999778870878525	0.379442921115054	0.116671632425159	0.341681682796067	TRUE
DDX10	-0.0434171194043845	0.672936923918376	-0.0560163288702297	0.591563056371743	TRUE
DDX17	-0.00823270083069849	0.898137583821621	-0.00529848179322211	0.942430773119187	TRUE
DDX18	-0.145439351820957	0.18584307121994			
DDX21	-0.318575659862482	0.0121652215844094	-0.349533349730215	0.0136975037342852	TRUE
DDX24	-0.362446033439664	0.00011611496051346	-0.371249231580869	0.000206050866253281	TRUE
DDX3X	0.15727432814481	0.139625526325459	0.151060089257052	0.219179081053768	TRUE
DDX42	-0.11383637068344	0.32292491511964	-0.138367238948094	0.257328065200434	TRUE
DDX46	-0.207773776416733	0.0187837357094432	-0.22257903599014	0.0140095906767564	TRUE
DDX5	0.0571660309319352	0.437541072948666	0.0477175137367617	0.550240288243841	TRUE
DDX50	0.0244499827783347	0.842024183049228			
DDX58	0.12742888938725	0.370756446259083			
DDX6	0.129296850100134	0.0674404399818594	0.120962388482921	0.103377150279212	TRUE
DDX60L	0.209854367513662	0.0173762832644594	0.205032950094254	0.0210937278700369	TRUE
DEAF1	-0.182097872650457	0.0896110523353827	-0.207818559834086	0.0750630482101914	TRUE
DECR1	0.154512096862596	0.236717199589916			
DEF6	-0.0703677200170715	0.485417606661413	-0.0944721574037144	0.354579297972843	TRUE
DEK	0.0251738856219258	0.838246590667201	0.01710667054578	0.899681364041341	TRUE
DELE1	0.199190261704976	0.0449087749441205	0.180811204724568	0.0861189524647422	TRUE
DENND1A	0.0804582695231764	0.200527882020575	0.0804701035016088	0.221134217225951	TRUE
DENND3	0.155166411582305	0.00943707806213344	0.152901171724231	0.0141603034502624	TRUE
DENND4A	0.0783452288253567	0.162318108377859	0.0814400136853458	0.168430450281119	TRUE
DENND4B	0.0463045387493329	0.689687334919307	0.0490946974381708	0.68866526632254	TRUE
DENND4C	0.0912815701799189	0.286029162122074	0.0549735658483682	0.583239896771204	TRUE
DENND5A	-0.0213635782793125	0.817688587608138	-0.0246914126944033	0.789609236160334	TRUE
DENND5B	-0.139821657457143	0.219495520114482	-0.179923679255127	0.139597226246038	TRUE
DENND6A	0.0979618178055035	0.283210588430892	0.0975805684522873	0.31677395485767	TRUE
DENR	0.136509267192248	0.266927607629318	0.141461185988373	0.306355184714759	TRUE
DEPTOR	0.109799062922605	0.240902256773932	0.119766653731883	0.193595373985082	TRUE
DERA	0.238760703983104	0.050177378749775	0.221781861430701	0.0888050741471411	TRUE
DGCR2	0.0242108946097928	0.880097088213413	0.0507380591523388	0.759186047456952	TRUE
DGKB	-0.620868746907218	4.22871218740456e-07	-0.706298649035651	3.97097851265409e-07	TRUE
DGKD	0.116824232505075	0.271722474603626	0.113052685846857	0.313887191708486	TRUE
DGKI	-0.524793302349068	0.000367920304846881			
DGKZ	-0.0384814315267259	0.760660912169536	-0.0450371873226844	0.753457288682516	TRUE
DGLUCY	0.0585612584846265	0.627748172485973	0.0650852855606999	0.613607703749488	TRUE
DHFR	-0.361957141544164	0.000967978089847688	-0.364619865428325	0.00200431676740267	TRUE
DHRS3	0.0722324587638822	0.453047645998646	0.0776291206700844	0.449681006698634	TRUE
DHRSX	0.00963227152685487	0.928258420521768	-0.00280001987344472	0.977824093632536	FALSE
DHTKD1	-0.0342739358802601	0.793649043094521	-0.0220303313698871	0.873048890140422	TRUE
DHX15	0.130296618966291	0.222510825758037	0.138542780242209	0.204350601198696	TRUE
DHX29	-0.0593639556072137	0.669947646748904			
DHX32	0.0682917704448981	0.583369080609558			
DHX34	-0.089836771064233	0.55664922267744	-0.0708453011271701	0.658490517826636	TRUE
DHX36	-0.135246769321688	0.152001519022313	-0.155421570827865	0.115933473617631	TRUE
DHX9	0.0728543154768393	0.460974647971564	0.0435082141601923	0.692775471960599	TRUE
DIAPH2	0.0816905213098957	0.102444160641554	0.0574353219893699	0.281359118223905	TRUE
DICER1	0.0710298077737238	0.369215851749669	0.0694631657826997	0.405030333028431	TRUE
DIDO1	0.141118594690131	0.0629948541095635	0.123761185730835	0.140021130197405	TRUE
DIP2A	0.0593688629528927	0.26523378696431	0.0401756694990826	0.499616539710596	TRUE
DIP2B	0.179579719594019	0.00161405468492583	0.169961935895318	0.00516367515888192	TRUE
DIP2C	-0.294165500312997	0.00410322205689937	-0.280564641747031	0.0141403096738963	TRUE
DIRC2	0.0806893965357043	0.532020385088528	0.059317371095912	0.671019825430108	TRUE
DIS3L2	0.0340399841233728	0.759364804082563	0.0224548277453975	0.851415818321893	TRUE
DISC1	0.0800114072724891	0.0974310082680635	0.0680195778653509	0.166761311775121	TRUE
DLEU2	0.218040027094502	0.000634050702369649	0.209023712170582	0.00113586485219931	TRUE
DLEU7-AS1	-0.0251392134904156	0.782677323444933	-0.0429007219625902	0.63118780659244	TRUE
DLG1	-0.0772368464851338	0.279194560331205	-0.0710004340381962	0.353786000320626	TRUE
DLG2	-0.519336022553492	2.61055309348485e-09	-0.481563755003904	3.41611869946797e-08	TRUE
DLGAP1	-0.703860901165123	2.85828250755291e-10	-0.686857943960099	2.76220063249753e-08	TRUE
DLGAP2	-0.708830169048639	1.46822279251949e-10	-0.722066486445186	1.63401308537828e-09	TRUE
DLGAP4	-0.0271274268929399	0.83843261022514	-0.0520238180388157	0.721069776807199	TRUE
DMD	-0.729416988251326	4.10293020496857e-10	-0.756780887947158	2.00926599607948e-09	TRUE
DMTF1	0.100135983603979	0.219633796447389	0.113491884994026	0.173311457268881	TRUE
DMXL1	-0.0489802094384732	0.586266799178593	-0.0425366196886831	0.65595063966839	TRUE
DMXL2	-0.0435986085305422	0.677304030398024	-0.0348009317208317	0.754151206689404	TRUE
DNAJA1	0.0470292086529717	0.741379517346701	0.0876407799174169	0.568408913535646	TRUE
DNAJB14	-0.0556027045958745	0.577560159552149	-0.0434295044549836	0.688818403882204	TRUE
DNAJB6	0.0134436865902815	0.85606526085605	0.0205281333001292	0.78374185859884	TRUE
DNAJC1	-0.0331851681983715	0.761193759680231	-0.024696100374151	0.831517469920531	TRUE
DNAJC10	-0.0353708096755725	0.766070427637453	-0.0396961460855353	0.758699990246771	TRUE
DNAJC11	-0.00467452114609879	0.974639471378898			
DNAJC13	0.203716619536093	0.00165140833373834	0.179581801158306	0.00445326557076196	TRUE
DNAJC3	0.148272025887085	0.0930076482366337	0.157545740512908	0.0977237125728168	TRUE
DNAJC5	-0.0377823956465572	0.634044396831273	-0.0494184822351957	0.535571407686253	TRUE
DNAJC6	-0.366871223487208	0.0111076729972896			
DNAJC7	-0.123850098567204	0.189323744096189	-0.143344639139303	0.151177431708269	TRUE
DNASE1	-0.209210675652454	0.0815179125852535			
DNER	-0.288832429646986	0.0313976197511533			
DNM1	-0.430402039410073	2.05711112724151e-05	-0.477241819258387	2.26047328562848e-05	TRUE
DNM1L	-0.0748892185750746	0.446077829934375	-0.0618748329471336	0.565609483878	TRUE
DNM2	0.0413920356211956	0.5672594763668	0.0383580477463031	0.600185059377816	TRUE
DNM3	-0.328800419268077	5.94341833751262e-05	-0.317808036935626	0.000297688720725185	TRUE
DNMT3A	-0.0209138630092299	0.813043877662093	-0.0540724945598218	0.513838303054186	TRUE
DOCK10	0.103809770826416	0.0191925797947543	0.0891019317377231	0.0466073435528903	TRUE
DOCK11	0.0919549281441541	0.100752848116508	0.0795518993607407	0.163287947491472	TRUE
DOCK2	0.117556618320089	0.00342355469031827	0.103020526028622	0.0112354619924582	TRUE
DOCK3	-0.424534970118098	2.9725244612708e-05	-0.421495302550336	0.000118050229056946	TRUE
DOCK4	0.180888858288449	0.000195444213895036	0.169115702050512	0.000815382984331525	TRUE
DOCK7	0.0176122792820161	0.859966249561711	0.040172779296365	0.67719038068838	TRUE
DOCK8	0.151493769071278	0.000470919247533414	0.137619167295814	0.00155485399273398	TRUE
DOPEY1	-0.037575001437155	0.625785529879199	-0.0210778499807182	0.798478319166377	TRUE
DOPEY2	0.0180384479077482	0.899574401074881	0.0215091114289128	0.891429896680461	TRUE
DPH6	-0.0744923709934015	0.427571931777633	-0.0962329824169607	0.317867767455111	TRUE
DPP10	-0.629138215011688	2.40007073536522e-10	-0.702633737025294	9.19931281770412e-11	TRUE
DPP6	-0.470579219832384	4.37928584425579e-05	-0.459471220888919	0.000462097870367176	TRUE
DPP7	-0.448375978402662	8.80307099438762e-06	-0.51028957361257	1.70083120282867e-06	TRUE
DPP8	0.0434079642654656	0.667670213295267	0.0286221513774761	0.79877371333391	TRUE
DPP9	-0.0767280023780059	0.478825207391509	-0.0889945646349128	0.413524614642177	TRUE
DPY19L3	-0.073770340594767	0.586152248841996	-0.0620355359915758	0.689221985084006	TRUE
DPYD	-0.348124449834923	0.00240688895143769	-0.38770291155589	0.00303316705908178	TRUE
DPYS	0.237680426938809	0.0726845874666487	0.263414060902152	0.0731603837981699	TRUE
DPYSL2	-0.147200272254318	0.0202639370752211	-0.162062828620262	0.0189454109574154	TRUE
DRAM2	0.203265191425877	0.0287588208776093	0.203426381729136	0.0398722731790763	TRUE
DROSHA	0.0533384673304279	0.672951496204165	0.0456126745162892	0.748696086075541	TRUE
DSCAM	-0.0992910223811354	0.0271892383080985	-0.10904547353387	0.0152338553313231	TRUE
DSE	0.117322305870769	0.386069626818999	0.12832685305974	0.364908996987116	TRUE
DST	-0.337119861644268	1.62487735851795e-06	-0.350550145581961	2.67404247838161e-06	TRUE
DSTN	-0.392058298342024	0.00124583753935859			
DTNA	-0.0689568577303217	0.402687564422972	-0.0885606592458919	0.30988211637437	TRUE
DTNB	0.139873674118142	0.0107760270958617	0.131029719530739	0.0217463138013509	TRUE
DTNBP1	0.206527000223604	0.016162852633454	0.217413142137584	0.0159247847292878	TRUE
DTX2	0.0715629108826851	0.537002594059533	0.0454423185650683	0.724540968167563	TRUE
DUSP16	0.098780960403004	0.362755548079539	0.102825520564023	0.345112880139626	TRUE
DUSP22	0.164869065591758	0.223494619352669			
DYM	0.10970898700518	0.0823223420408952	0.112925591973554	0.0877869087348807	TRUE
DYNC1H1	-0.2475479415099	0.00102845491652402	-0.258187315261969	0.00113930959607379	TRUE
DYNC1I2	-0.104232794125042	0.271884638204405	-0.115762009921476	0.251516069802681	TRUE
DYNC1LI1	0.0371545253084251	0.78674463941871	0.046539717160786	0.753765351987299	TRUE
DYNC1LI2	-0.217382081145222	0.0345161001175522	-0.238130215618668	0.03596053126696	TRUE
DYNC2H1	-0.141050135252793	0.222110686167734	-0.151952234726728	0.213611058704897	TRUE
DYNLL1	-0.370811650532475	0.000253247124222934	-0.393380296499095	0.000996954649775978	TRUE
DYRK1A	0.131688121322453	0.0774811078339503	0.142157286377454	0.0657065917355382	TRUE
DZIP3	-0.252802535788712	0.0428621609531852	-0.30459303377414	0.0263056284051902	TRUE
E2F3	0.151445199417393	0.118665993358783	0.137022926714461	0.178570894999729	TRUE
EAF2	0.217507402474861	0.0599806172463727			
ECHDC1	0.204665489565305	0.0407348211438426	0.203993721526594	0.0717120406926775	TRUE
ECHDC2	0.0916606914229478	0.370702850625728	0.0661187818829751	0.584389234053729	TRUE
ECPAS	-0.193833247292107	0.0129546276693165	-0.224375188414781	0.00488094929829004	TRUE
EDA	0.125373050950852	0.158510459180207	0.121566156703986	0.192290467267491	TRUE
EDEM3	0.0874079421387374	0.534263130335102	0.117168557317233	0.451461736080045	TRUE
EDIL3	-0.703150355814304	1.26864999106875e-08			
EEA1	0.036903381281091	0.718791666550146	0.0278133140764567	0.802141795552676	TRUE
EED	0.0281884311167243	0.853071070935832			
EEF1A1	-0.166964108659067	0.0849237214972298	-0.161753063024776	0.153402721397559	TRUE
EEF1A2	-0.387810720213725	0.00313862349917144			
EEF1D	-0.25523134675711	0.0223468755628165	-0.296112917449716	0.00887998743396105	TRUE
EEF2	-0.223105897921627	0.103148557684111			
EEFSEC	0.136719575760717	0.204389432104705	0.138401712307699	0.248750263795817	TRUE
EEPD1	0.150379037555566	0.117596509233501	0.139429888478256	0.178570894999729	TRUE
EFCAB13	0.0519646938112888	0.65970205015902	0.0295104761904055	0.816425432450936	TRUE
EFCAB14	0.200018969585881	0.0834215597443101			
EFL1	0.287238760508341	0.00842481636259935	0.288504515632993	0.0159247847292878	TRUE
EFR3A	-0.0241511731257219	0.801962734086628	-0.0295725383457083	0.770508993360055	TRUE
EGLN1	0.0554124570837844	0.60952406608885	0.00835520370598893	0.950967801147237	TRUE
EHBP1	-0.142397289138274	0.0501527562360424	-0.127405806773046	0.0965620945805606	TRUE
EHBP1L1	-0.0902822362575611	0.436799896709305	-0.0958837675725225	0.397364801957018	TRUE
EHMT1	-0.0436671931375847	0.513509649292053	-0.0593507044005727	0.348092662790624	TRUE
EID1	-0.226846238098938	0.0578857980520218	-0.22008738171023	0.112131018345865	TRUE
EIF1	-0.147389486886405	0.17463847797022	-0.12013345424347	0.345112880139626	TRUE
EIF1AX	-0.019105098896554	0.917122116085228			
EIF2AK2	0.130085060526287	0.194790667868846	0.128781615350345	0.233051961096385	TRUE
EIF2AK4	0.135795722584812	0.215656886127873	0.142673820584967	0.208390334872286	TRUE
EIF2B3	-0.0275321696493931	0.836028527424819	-0.0356001457659376	0.801017656213501	TRUE
EIF2S2	-0.295176421033035	0.00448453516400103	-0.297966411591997	0.00888436159457372	TRUE
EIF3A	-0.221348898473881	0.0136694302199697	-0.232356582185839	0.0142835806121189	TRUE
EIF3E	0.0442196231252216	0.732367055333575	0.0272232889787886	0.850102324432702	TRUE
EIF3H	0.132412249912789	0.223452590685262	0.14212310701765	0.221134217225951	TRUE
EIF3J	-0.180563555147692	0.105481669413061	-0.127654157983953	0.331629831243388	TRUE
EIF3L	0.0279634959749282	0.845580403139094	-0.0111718676145131	0.946176775350358	FALSE
EIF4A2	-0.0540522053843912	0.538411866626413	-0.0536808707976488	0.559425362770176	TRUE
EIF4B	0.0126813724985462	0.918872830433331	-0.00353916009226046	0.977824093632536	FALSE
EIF4E	-0.0188020701153548	0.883956431788239	-0.0435076753271821	0.749493494171857	TRUE
EIF4G2	-0.0131835582144536	0.927284855431134	-0.0147530500824596	0.931129293263389	TRUE
EIF4G3	0.107321694159854	0.0144574860949351	0.0988031732412715	0.0315521029921167	TRUE
EIF5	-0.0600762317469702	0.561437327161699	-0.0582390034456195	0.590734559937448	TRUE
EIF5B	-0.428330722698585	1.05969873151146e-05	-0.443285612827098	2.53738123601119e-05	TRUE
EIPR1	-0.0724882490037575	0.620216136330462	-0.116234537026213	0.451087863618843	TRUE
ELAVL4	-0.0813784151982182	0.506674128144289	-0.0632661201578725	0.596234513422953	TRUE
ELF1	0.0786695679183019	0.275593224046098	0.0849197429932928	0.234409535107064	TRUE
ELF2	0.104853857368001	0.131079868623216	0.0957951331369337	0.178570894999729	TRUE
ELK3	0.158931295231614	0.0893527423473107	0.150551584353594	0.123663426131626	TRUE
ELK4	0.0930597235703488	0.425630107490396	0.0970731293220919	0.410546216788205	TRUE
ELL	0.0103944652983196	0.939666929374761	0.0135026636825421	0.933872614017719	TRUE
ELL2	0.184843374591061	0.00412408388442285	0.182829099910756	0.00791867917210425	TRUE
ELMO1	0.127032832555763	0.00262204920816634	0.12594087117267	0.00403800108411199	TRUE
ELMOD3	0.0718982338968153	0.614083687273782			
ELMSAN1	0.103681312858428	0.353364711530717	0.0783977655219932	0.504490546712828	TRUE
ELOVL5	-0.000806488873320386	0.996210946990835	-0.00241754259053601	0.986917416452435	TRUE
ELP2	0.0910705996217255	0.469548441896033	0.0968400424550406	0.490242193527082	TRUE
ELP3	0.169715461190637	0.0803117158779501	0.138444462253072	0.156932271600516	TRUE
ELP4	-0.00213216332331101	0.98573501156353	-0.0255256976132875	0.821718112752047	TRUE
EMB	0.216375658934033	0.00604748701457392	0.233974227330308	0.00242251506097454	TRUE
EMID1	-0.146523315065349	0.156119144689461	-0.194802120260147	0.0740054032205324	TRUE
EML1	0.0729128652540548	0.51602822552486	0.0566600067960979	0.638604731793698	TRUE
EML4	0.148159385460262	0.0170008862286024	0.138125546597703	0.0328509070824558	TRUE
EMSY	-0.139569627713436	0.206264763044295	-0.179857510829764	0.111437434484635	TRUE
ENC1	-0.238974308913423	0.0200057650099615	-0.267102050793851	0.020995054256962	TRUE
ENG	0.0141462806651446	0.908173625399758	0.0284826164515305	0.821507015305841	TRUE
ENO1	-0.352073779461852	0.000232154243464084			
ENO2	-0.478424116147384	3.03094212576536e-05			
ENOSF1	-0.0288385883159338	0.833604279859689	-0.0557402545145282	0.695223860575031	TRUE
ENOX1	-0.593587072480283	3.47706448290048e-05	-0.627068895188754	0.00015469359075691	TRUE
ENOX2	0.0487315967291954	0.740950755875411	0.0569302451300168	0.719286364093032	TRUE
ENSA	-0.138748059485499	0.106434373485356	-0.156251043658098	0.0829711839190711	TRUE
ENTPD1	0.255867901254751	0.000253311803785493	0.25923138234784	0.000259633379165163	TRUE
ENTPD1-AS1	0.163864773962939	0.0608337529662593	0.163560110391484	0.087438682431422	TRUE
ENTPD4	0.0201989398890963	0.883332888219023	0.00213297416055582	0.986917416452435	TRUE
ENTPD6	-0.233358541229121	0.0461981729259696			
EP300	0.0685436247565661	0.345812472198555	0.0794492610639512	0.27606902449169	TRUE
EP400	0.042930177499289	0.68084755557868	0.0329653064404836	0.764756450116911	TRUE
EPB41	-0.00473228833843126	0.955155178246262	-0.0292675803331436	0.725208100015465	TRUE
EPB41L2	0.0576939723027598	0.141655155770667	0.0427167823013066	0.327679030381221	TRUE
EPB41L3	0.120404927461349	0.0475455593272799	0.128251430393134	0.0427495904498315	TRUE
EPB41L5	-0.315417817315552	0.0265463900434924			
EPC1	0.150560455786646	0.0256178904078347	0.138919387273368	0.062285342643115	TRUE
EPC2	-0.0330967145867406	0.730324309926372	-0.0696583418858545	0.427379537667683	TRUE
EPG5	0.0296457600809122	0.826072379677877	-0.0177638357290544	0.906484570426136	FALSE
EPHA6	-0.449251229897368	0.00164417648641086	-0.540224980494418	0.000359149100009973	TRUE
EPHB2	0.0725321283637404	0.511291482649047	0.0524139559661506	0.656359623250133	TRUE
EPM2AIP1	-0.177596014949953	0.120760180898597	-0.204762009796232	0.10187188920934	TRUE
EPN1	-0.175685236863289	0.134395930345536			
EPN2	-0.0966513989910015	0.342232494214576	-0.0937365369188178	0.386326081830412	TRUE
EPRS	-0.248954660772493	0.0254121329323694			
EPS15	0.0839497029774168	0.259225286904161	0.0916980742149748	0.231330681723281	TRUE
EPS15L1	0.0839585667231544	0.354355656419478	0.0866092868016145	0.361867029135832	TRUE
EPS8	0.182045415051766	0.0141439924931089	0.166703852313983	0.0372248503609626	TRUE
EPSTI1	0.259554577145029	0.00793414159064767	0.239375345046464	0.0243522270547987	TRUE
ERBB4	-0.647685094933161	1.90872621482264e-09	-0.686228842039809	5.93024249269896e-09	TRUE
ERBIN	0.140709636952568	0.00969839232009715	0.152200633246431	0.00365474425286993	TRUE
ERC1	0.0868328408911988	0.177784263265984	0.0696341566711129	0.321246900396278	TRUE
ERC2	-0.157201484821843	0.185300878033435	-0.194073162666982	0.154017169128614	TRUE
ERCC1	-0.121045694393473	0.334946497674928			
ERCC3	-0.0881875768766545	0.476472022308189	-0.0726871439201422	0.584136137122877	TRUE
ERCC6	-0.0568822024235969	0.704362410148311	-0.106835685591393	0.506749525501123	TRUE
ERCC6L2	-0.177655637754549	0.0413497892280999	-0.203800311289419	0.0297518289928128	TRUE
ERCC8	-0.227440233410469	0.100752848116508	-0.303422755509793	0.0427181303651754	TRUE
ERGIC1	0.0563392568235532	0.625399138691572	0.0390145925939231	0.752704225663756	TRUE
ERI3	0.00589154457596542	0.958620149469079	-0.0296720065862403	0.798478319166377	FALSE
ERICH1	-0.169807151958247	0.069164861934902	-0.189188891777358	0.050388341695574	TRUE
ERMAP	0.156696527783415	0.248114238458854	0.14030135659134	0.349534703847884	TRUE
ERO1B	0.0508419487977185	0.742641900996473	0.059559935227516	0.727364360576109	TRUE
ERP44	-0.0513606479550537	0.592057251906275	-0.0767920315962277	0.416933871500971	TRUE
ESCO1	-0.132214504871928	0.226661373528837	-0.158207070577885	0.185131998663941	TRUE
ESF1	-0.238279253822606	0.037121082263625	-0.236765337391162	0.0437710334032853	TRUE
ESRRG	-0.081786663849797	0.550142924080472	-0.0368649983872303	0.816430894736252	TRUE
ESYT2	0.0175144214654325	0.897950743666777	0.0134684423407581	0.933029266939083	TRUE
ETFA	0.237494118963629	0.0161074645355488	0.244126357583767	0.0214056879519359	TRUE
ETNK1	0.169385678423635	0.00556665465556423	0.160288303559282	0.00997072717361891	TRUE
ETS2	0.183917047527701	0.0145211000287552	0.201867219515336	0.00698110617749316	TRUE
ETV5	0.157727638449154	0.0671589393973274	0.178951022871721	0.0381999133479155	TRUE
ETV6	0.189501805607173	0.000696760968904453	0.17479647696447	0.00283186536467789	TRUE
EVI5	-0.0101144717556017	0.89148678692468	-0.011124185580414	0.884513588165207	TRUE
EVL	0.00385382431103077	0.951316221035895	-0.0054864945590284	0.937659358491818	FALSE
EWSR1	0.166269228308483	0.0378458654549333	0.168785988291928	0.0447761039546813	TRUE
EXD3	-0.0959346256076979	0.516319965840522	-0.13971269963776	0.384085089660182	TRUE
EXOC1	-0.0340761935178074	0.75007563787184	-0.0579631493166111	0.592159087756574	TRUE
EXOC2	0.108161697056867	0.185559692415529	0.11342333067845	0.197221755806802	TRUE
EXOC3	-0.0148206819706511	0.905283683688503	-0.0579271081320081	0.633635060337499	TRUE
EXOC4	0.163273481735577	0.00240688895143769	0.16642402599124	0.00222603591389053	TRUE
EXOC5	0.148868376718511	0.117126072563599	0.141362231940532	0.159882598199697	TRUE
EXOC6	0.105947400355104	0.17385285556411	0.0887166025552686	0.299779413202935	TRUE
EXOC6B	-0.0655652336516351	0.386069626818999	-0.0736254098091482	0.357377652486428	TRUE
EXOSC10	-0.202805393055049	0.140308196521562	-0.210050625755732	0.173425143984761	TRUE
EXPH5	-0.121864397663636	0.445170069115738	-0.144763256356238	0.390236918701666	TRUE
EXT1	-0.0159232913203632	0.870578922307908	-0.0466620182804404	0.634571094773489	TRUE
EXT2	0.0749521398568826	0.545560804303416	0.0869219970607989	0.504490546712828	TRUE
EYA3	0.0599504857945747	0.495098528470692	0.0685845541742566	0.442774833421494	TRUE
EZH1	-0.0426347722538659	0.736607044242924	-0.0532744837939821	0.696919682764426	TRUE
FAF1	0.00427236179130886	0.949504544832447	-0.00534607100819562	0.942430773119187	FALSE
FAF2	-0.0634056212929094	0.618724808860912	-0.0818410947937158	0.514669161613716	TRUE
FAIM2	-0.296563865269993	0.0140046607767546			
FAM102B	0.0899634457980899	0.288464891204021	0.0839375164372193	0.353127746409438	TRUE
FAM111A	-0.159545649021991	0.211661818849124			
FAM114A1	0.0805133820416391	0.546595313828231	0.0436794451929042	0.769356101100664	TRUE
FAM118A	0.0669929509555405	0.561409307582936	0.0597216621689219	0.62891778047374	TRUE
FAM120A	0.0897537742861235	0.184830640105656	0.104506147851855	0.109797397435346	TRUE
FAM120B	-0.0178547781286746	0.83221493006606	-0.0455263968419689	0.57078754850613	TRUE
FAM126A	0.297301718398084	0.0089633337893827	0.336773019516427	0.00626114939334175	TRUE
FAM126B	-0.0316548920394452	0.775414176639007	-0.0348539704986962	0.759428138018123	TRUE
FAM129A	0.177868628545432	0.0710759255553461	0.129855670497317	0.213420166411672	TRUE
FAM133B	-0.0134444945351556	0.908861836745756	-0.0164078427802432	0.902241866155606	TRUE
FAM135A	0.245727903726343	0.000324612810255549	0.232853752838462	0.00122839981424396	TRUE
FAM13A	0.203821897989515	0.000161856899826749	0.210163984682138	0.000156501063682456	TRUE
FAM13B	0.0732216083906963	0.30183336930397	0.0676723760062556	0.366342146296286	TRUE
FAM149A	0.129790939178466	0.0449087749441205	0.1403751889428	0.0296238018832451	TRUE
FAM155A	-0.740835042313453	1.32783987084983e-10	-0.789209176973446	2.20951378355827e-10	TRUE
FAM157C	0.211119109479824	0.00480210437189536	0.186024255817479	0.0206886381994149	TRUE
FAM168A	0.132332029402488	0.0517656109037797	0.0975119107873353	0.188389406274292	TRUE
FAM168B	-0.117517013493748	0.210279967981448	-0.129906619363282	0.187307177246349	TRUE
FAM172A	0.096199623356018	0.1224982286236	0.0866866647451186	0.199146237626651	TRUE
FAM185A	-0.118011279245216	0.32811826957442	-0.13400515918269	0.317114450256348	TRUE
FAM192A	0.122583501290125	0.276850597529264	0.0921359279758503	0.483267260561243	TRUE
FAM193A	-0.0387201881263693	0.671689270545784	-0.0580118983321046	0.524592043392094	TRUE
FAM193B	-0.0464271404887069	0.675078018152673	-0.0576686172947622	0.633635060337499	TRUE
FAM198B	0.216753670986313	0.0197875785863102	0.197752372551619	0.0532655418421331	TRUE
