logFC	AveExpr	t	P.Value	adj.P.Val	B	gene
-0.758340178236548	8.89013674404257	-11.8778176641753	1.50684217496465e-17	5.49846709644599e-14	29.636984738249	CSMD1
-0.747204610919876	8.98439009425256	-11.4727222053981	6.60754348999844e-17	8.03697539833476e-14	28.1854827559824	RBFOX1
-0.642275085949982	8.95445519206545	-11.5051843069236	5.86508774687431e-17	8.03697539833476e-14	28.3017297007485	SYT1
-0.610275593101896	9.61276839364349	-11.1080227727827	2.54321996398669e-16	2.32005241214686e-13	26.8474421994785	FP671120.1
-0.663198937237906	8.77909879509171	-10.6483064581202	1.4218589849142e-15	1.03767268719038e-12	25.1627267990479	CADM2
-0.68203876954344	8.13198742437817	-10.5742584963973	1.88029104794376e-15	1.14353033899113e-12	24.8814869079489	ROBO2
-0.757767799260376	9.27017400274415	-10.4855841771704	2.62973295363663e-15	1.23722003396478e-12	24.5375476029169	PCDH9
-0.581712231968769	7.87421133343592	-10.4774081824759	2.7124582821919e-15	1.23722003396478e-12	24.5258780139895	SPARCL1
-0.686083682920351	8.28064151752767	-10.4048311765241	3.57196121898391e-15	1.44823183200803e-12	24.2574963464579	NRG3
-0.792037437668568	9.37301734626334	-10.262402858408	6.14065095315506e-15	2.24072353280628e-12	23.6965663745347	KCNIP4
-0.90683984668045	6.58191614215668	-10.2042944136511	7.66446745379017e-15	2.54251288535276e-12	23.3059118194807	CSMD3
-0.704324947935939	8.24418109516195	-10.0607776982288	1.32705948930039e-14	4.03536673038093e-12	22.9716852572633	LRRTM4
-0.818547056254158	7.83162247452568	-9.80802655546337	3.50689871909806e-14	9.84359494306832e-12	22.0129677960863	FAM155A
-0.663799837233419	8.64598192473968	-9.70810346559277	5.15825948700566e-14	1.3444634905774e-11	21.6307391486834	CNTNAP2
-0.633219791291182	8.12136516743851	-9.54967650830332	9.52823539522083e-14	2.31790206381072e-11	21.039391261034	GPM6A
-0.815560487213096	7.43911177405824	-9.43493175211982	1.48812147465539e-13	3.38583066146188e-11	20.5775131156486	CTNNA2
-0.704408860488564	8.32000654615673	-9.41995891591617	1.57739438873258e-13	3.38583066146188e-11	20.5458913791268	DPP10
-0.725379710723239	7.26596593184628	-9.30142030191378	2.50344586830375e-13	5.07504109635578e-11	20.0605205853463	RIMS2
-0.7235848660273	8.4714588883411	-9.25492603026845	3.00160522570387e-13	5.76466182557549e-11	19.8997534088373	NRXN1
-0.738233440164294	7.17551600968164	-9.14638430492286	4.58812287405341e-13	8.37103018371045e-11	19.4546734035288	PPP2R2B
-0.812909825859366	6.62159632006026	-9.07039782073296	6.1783789504684e-13	1.07356689477425e-10	19.0170992215603	SLC24A2
-0.64853682609907	8.51020670542331	-8.97484471289644	8.98774830172886e-13	1.4548970825437e-10	18.8327763924136	LRP1B
-0.600638444377105	6.89513544414726	-8.96972150262269	9.17035705631819e-13	1.4548970825437e-10	18.825552888073	CLU
-0.854340068637536	6.781707300706	-8.95759019281517	9.61775920517252e-13	1.4623001391531e-10	18.6997407894387	ARPP21
-0.609676660857418	7.6612146583786	-8.929582772325	1.0736233110853e-12	1.56706058486011e-10	18.6670730545097	CCSER1
-0.722414049655872	7.45906758563163	-8.91474090485528	1.13809916720452e-12	1.59727840812665e-10	18.5849638632939	AGBL4
-0.665166555146208	6.73806805779566	-8.81560513821095	1.68081656028836e-12	2.27159245499713e-10	18.1683256772921	GRM5
-0.817546827436231	6.28229325326691	-8.75785470701325	2.11004975136004e-12	2.74984697954028e-10	17.8593319272215	SGCZ
-0.697126982929775	7.42305551244587	-8.65909024213817	3.11468910045303e-12	3.91913811294935e-10	17.6321437523766	ERBB4
-0.640157930441303	8.25657191908585	-8.61695291661133	3.67827134661777e-12	4.47400404793609e-10	17.4512575975142	LSAMP
