gene	logFC_baseline	FDR_baseline	logFC_combined_filtered	FDR_combined_filtered	direction_same
COG5	0.120366885916468	0.0798989598155534	0.118591224103568	0.100488561737964	TRUE
COG6	0.0552853856380766	0.7025037082933	0.0527627204256926	0.735813898636426	TRUE
COL19A1	-0.761041169437727	4.20749134445006e-08	-0.793723680316696	7.425787223322e-08	TRUE
COL4A3BP	0.159061694728106	0.0295638055713549	0.161430723656636	0.0399482659417809	TRUE
COLGALT1	0.0106567347973031	0.929845974846937	-0.00702434826617106	0.957338949138531	FALSE
COMMD1	0.0177046782501719	0.849829701724598	-0.00373499723705472	0.972677259276476	FALSE
COMMD10	-0.016172456191524	0.813743574345851	-0.0315334822063018	0.65957394767497	TRUE
COP1	0.0995268433104291	0.0738659845364562	0.109547199740925	0.046767538141766	TRUE
COPA	0.11471710798546	0.190568985332799	0.0722547398426389	0.45157754307821	TRUE
COPB1	0.000934061073229726	0.996078341338536	-0.020991770023629	0.890070161548217	FALSE
COPG2	-0.0589672034428857	0.698368950442258	-0.0158642293073404	0.921290489090488	TRUE
CORO1A	-0.0187709142390447	0.890860872029885	-0.018133776033593	0.899955489535264	TRUE
CORO1C	0.170201419162586	0.0873793394085598	0.172774851870417	0.0903781394732456	TRUE
COTL1	0.160073147781214	0.0160889741365008	0.147260664802844	0.0361729757342151	TRUE
COX19	-0.144068534000644	0.333447841826235			
CPE	-0.413927588479299	0.000119127912888051	-0.529167829666649	2.24072625885687e-06	TRUE
CPEB2	0.0322029252664526	0.823189757943703	0.052281292932917	0.727363555772253	TRUE
CPEB3	-0.000228373222239554	0.998454336153997	0.0189756283261879	0.83029418147057	FALSE
CPEB4	0.165391834102801	0.029362006886932	0.143537148844165	0.0871790700743318	TRUE
CPED1	0.110156183756706	0.00918697796463324	0.104546619257319	0.0169067215907515	TRUE
CPLANE1	-0.306334803742239	0.00107215354116974	-0.295727607681009	0.002402313133076	TRUE
CPM	0.0644231534616353	0.667670213295267	0.0818660743257829	0.585841378139834	TRUE
CPNE4	-0.0338017509967368	0.864519068651679			
CPPED1	0.0719416816000003	0.619536358417619	0.0937990107939026	0.537447696778667	TRUE
CPQ	0.085122423974746	0.231345086402454	0.0727230119064004	0.368447889381677	TRUE
CPSF2	0.136628212900838	0.326733100718855	0.106445001267965	0.469661416838674	TRUE
CPSF6	0.0954114236272343	0.246630471022445	0.0674367937538115	0.469951508322509	TRUE
CPSF7	0.0753730946276433	0.550142924080472	0.0424949071168455	0.771025295552845	TRUE
CPVL	0.284399535246557	0.000439631833692895	0.315850227640763	0.000185629159314065	TRUE
CRADD	0.0867730493933807	0.390454640387241	0.0669873297143262	0.528459180205728	TRUE
CRBN	-0.018979999040127	0.895098542259284			
CREB1	0.140352530352021	0.0662138297067325	0.143843868738923	0.0823342671614325	TRUE
CREB3L2	0.198010806461315	0.0365922708432673	0.196571558670293	0.0370064574121708	TRUE
CREBBP	0.0353569836202957	0.621204856684234	0.0388834392316919	0.609210973614197	TRUE
CREBL2	0.14094820633976	0.172185644810235	0.136836943551943	0.210103375188579	TRUE
CREBRF	0.0619402752686474	0.555080641641023	0.0510633662006472	0.677941753300039	TRUE
CREG1	0.245747974092159	0.0321573836933069	0.256599283328751	0.0299348687625674	TRUE
CREG2	-0.266052824150151	0.0829568799789178			
CREM	0.100519334621702	0.438365624660177	0.0936572221772777	0.502199669794202	TRUE
CRK	-0.0679507500084588	0.533829015231262	-0.0816657765168645	0.472594134323084	TRUE
CRLF3	0.16939766552626	0.0573901906140166	0.200168635020189	0.0210418637036008	TRUE
CROCC	-0.015485407368626	0.913553060041462	-0.00541910561784483	0.975095406908169	TRUE
CRTC1	-0.1627954749523	0.106060098085351	-0.178955046096952	0.0977642629579386	TRUE
CRYBG3	0.010985362987596	0.93177878290021	-0.00385986773080972	0.980841377202636	FALSE
CSAD	-0.0927760298110998	0.495090518292809	-0.0519344100661609	0.733683286083318	TRUE
CSDE1	0.00823330427173083	0.930571374193111	-0.0204119065548088	0.834415549670288	FALSE
CSF1R	0.0385462527408735	0.463988293362532	0.0200757376253342	0.743494135236365	TRUE
CSF2RA	-0.114200422384375	0.0312057335114883	-0.107745955609633	0.0624328101517867	TRUE
CSF3R	-0.0316361841668362	0.666188634637304	-0.0396060830639961	0.620164624203563	TRUE
CSGALNACT1	0.0967877308416821	0.0774775087970189	0.0896722236227773	0.107170464042354	TRUE
CSK	-0.110781783894572	0.390975507369777	-0.124793879957401	0.334890146823125	TRUE
CSMD1	-0.735392433817447	1.19158574549549e-12	-0.758340178236548	5.49846709644599e-14	TRUE
CSMD3	-0.911039367732001	1.19158574549549e-12	-0.90683984668045	2.54251288535276e-12	TRUE
CSNK1A1	0.0634470783417408	0.341592231633357	0.0539227769802044	0.468035874399433	TRUE
CSNK1D	0.0425152817404923	0.716347730523532	0.0626285976892629	0.603873152504656	TRUE
CSNK1G2	-0.262835874970301	0.0273910542377705	-0.273059992431818	0.0313680819383873	TRUE
CSNK1G3	0.0977781353469264	0.333070723162913	0.0825507745737049	0.477836337610759	TRUE
CSNK2A1	-0.0367682203649233	0.736607044242924	-0.0319281123287502	0.784240635292804	TRUE
CSPP1	-0.0707400825803701	0.569915822935644	-0.0884646331659686	0.506750465106499	TRUE
CSRNP3	-0.505417102331695	0.00013125128200514			
CST3	-0.303572741173784	0.00123965292566467	-0.299274073577257	0.00233555836288655	TRUE
CSTF3	0.0832888862553319	0.539131692715479	0.0762882201628012	0.617662830106569	TRUE
CTBP1	-0.132306270910697	0.298639362320385			
CTBP2	0.0146737225033526	0.864519068651679	-0.024683912525998	0.766840589777666	FALSE
CTCF	-0.239258294150811	0.0134843791687785	-0.231263363511022	0.0233585714075059	TRUE
CTDSPL2	0.0615461942103118	0.519590468406141	0.0769824771364018	0.449715063909518	TRUE
CTIF	-0.0207102811053564	0.879153148701762	-0.0169029441512945	0.902487965298352	TRUE
CTNNA1	0.0871300755808096	0.26523378696431	0.0668091750804448	0.454125845226677	TRUE
CTNNA2	-0.800195443288931	1.19158574549549e-12	-0.815560487213096	3.38583066146188e-11	TRUE
CTNNA3	-0.382256664658026	8.35423309526642e-05	-0.415435413986048	0.000101099073277946	TRUE
CTNNB1	0.0632595229649684	0.446077829934375	0.0882637052160392	0.278335422756891	TRUE
CTNNBL1	0.062207814227595	0.570846135428916	0.038984081293863	0.754666816704339	TRUE
CTNND1	-0.0714896982096652	0.446364551525231	-0.096072067643193	0.337154576646774	TRUE
CTNND2	-0.556008551923689	8.17389966148552e-07	-0.538719501309992	1.20180649767918e-05	TRUE
CTSB	0.130222143075322	0.0255745522416956	0.134388803393133	0.0321419341408751	TRUE
CTSC	0.24446852544952	0.00324462491725086	0.233098810360192	0.00622491831107602	TRUE
CTSH	0.129104749134077	0.334347187724189	0.107245172877721	0.463033847387854	TRUE
CTSS	0.172387289087773	0.0568124423522182	0.171209933351651	0.073470629470738	TRUE
CTSZ	-0.0296426220654122	0.800841097438308	0.000357405279017954	0.997918085565933	FALSE
CTTNBP2	0.0693633754279243	0.266041758495523	0.0778657488696373	0.237369755191755	TRUE
CTTNBP2NL	0.0276601653185249	0.722612528000002	0.0284132146157839	0.739962403956477	TRUE
CUEDC1	0.0496798151761719	0.632035604820548	0.0692110387787967	0.526534847373139	TRUE
CUL1	0.122080294701909	0.114912679503438	0.141525348232046	0.0665328019286809	TRUE
CUL2	0.177431297634092	0.163357808176894	0.121703388060032	0.401841518431382	TRUE
CUL3	0.0189100286823026	0.845339197265418	0.0144123352309731	0.890192067310406	TRUE
CUL4A	-0.0967462829239587	0.340367689044065	-0.12577895246663	0.222876181758987	TRUE
CUL5	0.0894233605429056	0.293720717329914	0.0684958391566927	0.472239773186423	TRUE
CUX1	0.0280080478065429	0.669042095519229	0.0132742661337727	0.850655412293842	TRUE
CWC27	0.0779782638452115	0.504600976174079	0.117109384171281	0.279982012533823	TRUE
CWF19L2	-0.0964046180785492	0.254197862089798	-0.104757881322364	0.218741108292898	TRUE
CX3CR1	0.185017700387447	0.000619851160559154	0.176468899981311	0.00188120509795974	TRUE
CXADR	0.0729845331622542	0.550142924080472	0.0804779248853995	0.506750465106499	TRUE
CYB5R4	0.0860442068843875	0.325403841590099	0.0983855696122897	0.30129429199962	TRUE
CYBA	-0.0444460719813777	0.645928484731116	-0.0595178903773345	0.556226720880693	TRUE
CYBC1	0.0714346709780922	0.545560804303416	0.105044568888821	0.392982102296403	TRUE
CYFIP1	0.0363941697063624	0.440638891582372	0.0231513205803818	0.658339989123085	TRUE
CYLD	-0.0383770637142302	0.742871516766549	-0.0727843581788918	0.539786355925128	TRUE
CYP20A1	-0.015770463879993	0.902871860006923	-0.0060819466155726	0.963471038765466	TRUE
CYSLTR1	-0.122780017752083	0.416255562176581	-0.119635225034618	0.415269841417791	TRUE
CYTH1	0.101858845616597	0.308387886999984	0.116605619629204	0.176225428387272	TRUE
CYTH3	-0.0296561767273818	0.789056972521529	-0.0326871556671633	0.788840264091598	TRUE
CYTH4	0.065660964864326	0.347645361400663	0.0317554755204693	0.711445166152395	TRUE
D2HGDH	-0.080131681583703	0.561546862269012	-0.0930196946640092	0.545501169722801	TRUE
DAAM1	0.0124295903961429	0.901603029189886	0.0197412480660468	0.841799502828831	TRUE
DAB1	-0.218217492941338	0.0316699173414655	-0.266859246957846	0.00539168673138644	TRUE
DAGLB	-0.0720238229239062	0.336825149318755	-0.0755191752836807	0.332102684142508	TRUE
DAP	0.0719694385575986	0.525895499947599	0.0753912191724439	0.517997166790915	TRUE
DAP3	0.0671410269747166	0.469215501346396	0.0571429357560068	0.564743330469252	TRUE
DARS	0.0786461752569804	0.382728729484706	0.0711986886200352	0.472734149506452	TRUE
DCAF1	-0.049280267294285	0.722925512562901			
DCAF10	0.163375321548747	0.124391482473472	0.21523931779876	0.0342086614061585	TRUE
DCAF5	0.132054262957609	0.0797442254586075	0.118182981974377	0.158950279962029	TRUE
DCAF6	0.157799102527641	0.0235340363750746	0.180028399053984	0.0112549895208661	TRUE
DCAF7	0.0619210301577156	0.576301057287888	0.0895442818014635	0.439840073631897	TRUE
DCLK1	-0.566744640346005	2.39314147932313e-08	-0.629064128315036	1.82816800964784e-09	TRUE
DCLK2	-0.404208766128108	0.00157459350946552			
DCLRE1C	0.140847391595779	0.305695088679732	0.149305228197396	0.266290394222453	TRUE
DCP1A	0.046120518997705	0.695292864203492	0.00765558818673886	0.958087971981964	TRUE
DCP2	0.204682501502637	0.0198242082123198	0.199845509237117	0.0358396065534388	TRUE
DCTN4	0.136763732617421	0.118728588633353	0.150439943744946	0.089854527942075	TRUE
DCUN1D1	0.00258225783901248	0.98474450526246	-0.0018664697465481	0.991538866384426	FALSE
DCUN1D4	-0.0897412067897193	0.464699408699354	-0.0830837300222264	0.512320038061549	TRUE
DDB2	-0.0768223303356409	0.532020385088528	-0.0598511769453036	0.649017818511478	TRUE
DDHD1	0.00214722292352374	0.988788637201684	0.00168652344343533	0.993633598290068	TRUE
DDI2	0.0999778870878525	0.379442921115054	0.110080242256691	0.343554733513165	TRUE
DDX10	-0.0434171194043845	0.672936923918376	-0.0486956481142247	0.661930949905127	TRUE
DDX17	-0.00823270083069849	0.898137583821621	-0.0116588570816353	0.864245218163501	TRUE
DDX18	-0.145439351820957	0.18584307121994	-0.131432400794166	0.293206246600471	TRUE
DDX21	-0.318575659862482	0.0121652215844094	-0.374319794701226	0.00505769934068703	TRUE
DDX24	-0.362446033439664	0.00011611496051346	-0.397934110404159	3.02413165754356e-05	TRUE
DDX3X	0.15727432814481	0.139625526325459	0.140964906565878	0.231969508413404	TRUE
DDX42	-0.11383637068344	0.32292491511964	-0.161147312619574	0.165609607956572	TRUE
DDX46	-0.207773776416733	0.0187837357094432	-0.251131604970446	0.00594569747465346	TRUE
DDX5	0.0571660309319352	0.437541072948666	0.0386598303881132	0.639817140203177	TRUE
DDX50	0.0244499827783347	0.842024183049228	0.00713980509547921	0.959158886870674	TRUE
DDX58	0.12742888938725	0.370756446259083	0.123566567463728	0.426231361840805	TRUE
DDX6	0.129296850100134	0.0674404399818594	0.126951272795902	0.0936102126479639	TRUE
DDX60L	0.209854367513662	0.0173762832644594	0.224846848655123	0.0132085065328466	TRUE
DEAF1	-0.182097872650457	0.0896110523353827	-0.210952081364606	0.0598799478316944	TRUE
DECR1	0.154512096862596	0.236717199589916	0.184157365020264	0.151730549464343	TRUE
DEF6	-0.0703677200170715	0.485417606661413	-0.070992482749702	0.506750465106499	TRUE
DEK	0.0251738856219258	0.838246590667201	0.0174703646328415	0.893899591355167	TRUE
DELE1	0.199190261704976	0.0449087749441205	0.177014407087559	0.0936102126479639	TRUE
DENND1A	0.0804582695231764	0.200527882020575	0.0820375943609974	0.215290492630856	TRUE
DENND3	0.155166411582305	0.00943707806213344	0.129213399193227	0.0302743475007539	TRUE
DENND4A	0.0783452288253567	0.162318108377859	0.087975821095604	0.141252919851105	TRUE
DENND4B	0.0463045387493329	0.689687334919307	0.0127906162043663	0.921439733369009	TRUE
DENND4C	0.0912815701799189	0.286029162122074	0.0399825309471506	0.707191955440593	TRUE
DENND5A	-0.0213635782793125	0.817688587608138	-0.00797835983558312	0.936778716300194	TRUE
DENND5B	-0.139821657457143	0.219495520114482	-0.197481651393003	0.0713443067723419	TRUE
DENND6A	0.0979618178055035	0.283210588430892	0.0893280741634966	0.367146401769005	TRUE
DENR	0.136509267192248	0.266927607629318	0.149232239822838	0.256478129146966	TRUE
DEPTOR	0.109799062922605	0.240902256773932	0.121242118964055	0.206708734642887	TRUE
DERA	0.238760703983104	0.050177378749775	0.242941919124712	0.0387741381609062	TRUE
DGCR2	0.0242108946097928	0.880097088213413	0.0662668592558901	0.687072975845918	TRUE
DGKB	-0.620868746907218	4.22871218740456e-07	-0.712766737939305	5.90782476388305e-08	TRUE
DGKD	0.116824232505075	0.271722474603626	0.119813716302366	0.283157196852531	TRUE
DGKI	-0.524793302349068	0.000367920304846881			
DGKZ	-0.0384814315267259	0.760660912169536	-0.0246570626048145	0.85570502954558	TRUE
DGLUCY	0.0585612584846265	0.627748172485973	0.0545017220974559	0.681227657930846	TRUE
DHFR	-0.361957141544164	0.000967978089847688	-0.382310213421678	0.000928318996978758	TRUE
DHRS3	0.0722324587638822	0.453047645998646	0.0638965223323702	0.534514512161406	TRUE
DHRSX	0.00963227152685487	0.928258420521768	-0.0277882005370598	0.794510032308391	FALSE
DHTKD1	-0.0342739358802601	0.793649043094521	-0.0378536368261754	0.76883289697305	TRUE
DHX15	0.130296618966291	0.222510825758037	0.137375038407765	0.199519605343366	TRUE
DHX29	-0.0593639556072137	0.669947646748904	-0.0401372275268323	0.793813141219866	TRUE
DHX32	0.0682917704448981	0.583369080609558	0.0520169401955229	0.708870856516285	TRUE
DHX34	-0.089836771064233	0.55664922267744	-0.0720622276491891	0.67174189978463	TRUE
DHX36	-0.135246769321688	0.152001519022313	-0.143436669556857	0.153098291107016	TRUE
DHX9	0.0728543154768393	0.460974647971564	0.0513758085232595	0.644139699333202	TRUE
DIAPH2	0.0816905213098957	0.102444160641554	0.0242820921265145	0.633280403295835	TRUE
DICER1	0.0710298077737238	0.369215851749669	0.0615860280389957	0.489982058332209	TRUE
DIDO1	0.141118594690131	0.0629948541095635	0.128152549864426	0.130988995299041	TRUE
DIP2A	0.0593688629528927	0.26523378696431	0.039652847010341	0.519671279513184	TRUE
DIP2B	0.179579719594019	0.00161405468492583	0.172501591696796	0.00448268511814433	TRUE
DIP2C	-0.294165500312997	0.00410322205689937	-0.30388970644947	0.00462403912679514	TRUE
DIRC2	0.0806893965357043	0.532020385088528	0.0513735233137614	0.716644598542461	TRUE
DIS3L2	0.0340399841233728	0.759364804082563	0.0271248926507492	0.824828307970938	TRUE
DISC1	0.0800114072724891	0.0974310082680635	0.0747300309469442	0.126539503679712	TRUE
DLEU2	0.218040027094502	0.000634050702369649	0.20187169148962	0.00085949201723738	TRUE
DLEU7-AS1	-0.0251392134904156	0.782677323444933	-0.0732925975806056	0.343554733513165	TRUE
DLG1	-0.0772368464851338	0.279194560331205	-0.0722786861558759	0.350685204701479	TRUE
DLG2	-0.519336022553492	2.61055309348485e-09	-0.417932288495438	1.68064805925667e-07	TRUE
DLGAP1	-0.703860901165123	2.85828250755291e-10	-0.710841518141805	5.34752214148359e-09	TRUE
DLGAP2	-0.708830169048639	1.46822279251949e-10	-0.720615060627459	9.33693223454133e-10	TRUE
DLGAP4	-0.0271274268929399	0.83843261022514	-0.103971456669347	0.429613983431727	TRUE
DMD	-0.729416988251326	4.10293020496857e-10	-0.62005801223765	8.88714492274847e-09	TRUE
DMTF1	0.100135983603979	0.219633796447389	0.126719183149568	0.13481507129938	TRUE
DMXL1	-0.0489802094384732	0.586266799178593	-0.0577077335734888	0.531610483416365	TRUE
DMXL2	-0.0435986085305422	0.677304030398024	-0.0296794128217145	0.795607865384665	TRUE
DNAJA1	0.0470292086529717	0.741379517346701	0.0690189458705795	0.639460727977994	TRUE
DNAJB14	-0.0556027045958745	0.577560159552149	-0.044200435984553	0.687072975845918	TRUE
DNAJB6	0.0134436865902815	0.85606526085605	0.00458055277637705	0.955396124040444	TRUE
DNAJC1	-0.0331851681983715	0.761193759680231	-0.0192703821570711	0.860523024219287	TRUE
DNAJC10	-0.0353708096755725	0.766070427637453	-0.0620400104318213	0.618848385084394	TRUE
DNAJC11	-0.00467452114609879	0.974639471378898	-0.00708131222370707	0.966198353672988	TRUE
DNAJC13	0.203716619536093	0.00165140833373834	0.175624339441259	0.00913100198884895	TRUE
DNAJC3	0.148272025887085	0.0930076482366337	0.157072123072378	0.0883891499554968	TRUE
DNAJC5	-0.0377823956465572	0.634044396831273	-0.019653232530886	0.823537004473448	TRUE
DNAJC6	-0.366871223487208	0.0111076729972896			
DNAJC7	-0.123850098567204	0.189323744096189	-0.163329214244452	0.0886533661648944	TRUE
DNASE1	-0.209210675652454	0.0815179125852535	-0.251744419556955	0.0408559583498764	TRUE
DNER	-0.288832429646986	0.0313976197511533			
DNM1	-0.430402039410073	2.05711112724151e-05	-0.488752111458364	1.84271608510019e-06	TRUE
DNM1L	-0.0748892185750746	0.446077829934375	-0.098722376836035	0.314746450053068	TRUE
DNM2	0.0413920356211956	0.5672594763668	0.0467980277926708	0.54198911819981	TRUE
DNM3	-0.328800419268077	5.94341833751262e-05	-0.336010703005817	9.38002368553728e-05	TRUE
DNMT3A	-0.0209138630092299	0.813043877662093	-0.0730561380417269	0.370553479659675	TRUE
DOCK10	0.103809770826416	0.0191925797947543	0.0797395550489915	0.0770225783802563	TRUE
DOCK11	0.0919549281441541	0.100752848116508	0.0722963800082552	0.215376037512573	TRUE
DOCK2	0.117556618320089	0.00342355469031827	0.0956323491196993	0.0223496455250173	TRUE
DOCK3	-0.424534970118098	2.9725244612708e-05	-0.409935771238385	0.000122360466040941	TRUE
DOCK4	0.180888858288449	0.000195444213895036	0.148519757003137	0.00133702437859785	TRUE
DOCK7	0.0176122792820161	0.859966249561711	0.0595600007192474	0.536803538797604	TRUE
DOCK8	0.151493769071278	0.000470919247533414	0.125572518146082	0.00241603601352023	TRUE
DOPEY1	-0.037575001437155	0.625785529879199	-0.00955939861701302	0.91655837613525	TRUE
DOPEY2	0.0180384479077482	0.899574401074881	-0.0158812219332716	0.914695859680206	FALSE
DPH6	-0.0744923709934015	0.427571931777633	-0.106695536786673	0.262282810128211	TRUE
DPP10	-0.629138215011688	2.40007073536522e-10	-0.704408860488564	3.38583066146188e-11	TRUE
DPP6	-0.470579219832384	4.37928584425579e-05	-0.572857884271377	2.13551970187695e-06	TRUE
DPP7	-0.448375978402662	8.80307099438762e-06	-0.519864571048674	8.57874625099747e-07	TRUE
DPP8	0.0434079642654656	0.667670213295267	0.042227661640712	0.710931076760137	TRUE
DPP9	-0.0767280023780059	0.478825207391509	-0.075253418585486	0.517058989257356	TRUE
DPY19L3	-0.073770340594767	0.586152248841996	-0.0277874942059588	0.848696739328356	TRUE
DPYD	-0.348124449834923	0.00240688895143769	-0.371654379222287	0.00182646230326499	TRUE
DPYS	0.237680426938809	0.0726845874666487	0.235888125344629	0.0854467513706796	TRUE
DPYSL2	-0.147200272254318	0.0202639370752211	-0.180643619628706	0.00641882885070255	TRUE
DRAM2	0.203265191425877	0.0287588208776093	0.216819852372416	0.0253597395670809	TRUE
DROSHA	0.0533384673304279	0.672951496204165	0.0454028592453611	0.739053892012377	TRUE
DSCAM	-0.0992910223811354	0.0271892383080985	-0.101225368296087	0.0351886017410475	TRUE
DSE	0.117322305870769	0.386069626818999	0.147721037470628	0.259867382970966	TRUE
DST	-0.337119861644268	1.62487735851795e-06	-0.351753980722869	1.74977739228702e-06	TRUE
DSTN	-0.392058298342024	0.00124583753935859			
DTNA	-0.0689568577303217	0.402687564422972	-0.0789211195564414	0.368423115930118	TRUE
DTNB	0.139873674118142	0.0107760270958617	0.131304733264402	0.0192379356012702	TRUE
DTNBP1	0.206527000223604	0.016162852633454	0.230794849108443	0.00565623548526519	TRUE
DTX2	0.0715629108826851	0.537002594059533	0.0191672175294105	0.87794986478776	TRUE
DUSP16	0.098780960403004	0.362755548079539	0.0775842468213223	0.484686141178196	TRUE
DUSP22	0.164869065591758	0.223494619352669	0.200594127706626	0.114564226525697	TRUE
DYM	0.10970898700518	0.0823223420408952	0.103643392707262	0.111068934130691	TRUE
DYNC1H1	-0.2475479415099	0.00102845491652402	-0.273374660140124	0.000403767866819747	TRUE
DYNC1I2	-0.104232794125042	0.271884638204405	-0.126570474311318	0.232706424494699	TRUE
DYNC1LI1	0.0371545253084251	0.78674463941871	0.015904234111897	0.915431248507366	TRUE
DYNC1LI2	-0.217382081145222	0.0345161001175522	-0.226563569737528	0.0406416892856687	TRUE
DYNC2H1	-0.141050135252793	0.222110686167734	-0.178593790120608	0.125823086026998	TRUE
DYNLL1	-0.370811650532475	0.000253247124222934	-0.394892860961204	0.000171306271380765	TRUE
DYRK1A	0.131688121322453	0.0774811078339503	0.113118887440949	0.139857026288523	TRUE
DZIP3	-0.252802535788712	0.0428621609531852	-0.31583197669978	0.0143753667802775	TRUE
E2F3	0.151445199417393	0.118665993358783	0.12935847408612	0.196440395198738	TRUE
EAF2	0.217507402474861	0.0599806172463727			
ECHDC1	0.204665489565305	0.0407348211438426	0.183807467807742	0.0820820974829836	TRUE
ECHDC2	0.0916606914229478	0.370702850625728	0.0587779953257917	0.62466497880073	TRUE
ECPAS	-0.193833247292107	0.0129546276693165	-0.224107702655069	0.00493431665427158	TRUE
EDA	0.125373050950852	0.158510459180207	0.10564145428054	0.256997616325873	TRUE
EDEM3	0.0874079421387374	0.534263130335102	0.103275804743588	0.472594134323084	TRUE
EDIL3	-0.703150355814304	1.26864999106875e-08			
EEA1	0.036903381281091	0.718791666550146	0.086591986232409	0.365922414323058	TRUE
EED	0.0281884311167243	0.853071070935832	0.0418857903092573	0.789475863564989	TRUE
EEF1A1	-0.166964108659067	0.0849237214972298	-0.181928103571809	0.0983275555615471	TRUE
EEF1A2	-0.387810720213725	0.00313862349917144			
EEF1D	-0.25523134675711	0.0223468755628165	-0.28822030212941	0.0109637867912378	TRUE
EEF2	-0.223105897921627	0.103148557684111			
EEFSEC	0.136719575760717	0.204389432104705	0.0985702567789609	0.400928824532508	TRUE
EEPD1	0.150379037555566	0.117596509233501	0.153137261710807	0.137148137797406	TRUE
EFCAB13	0.0519646938112888	0.65970205015902	0.0420389452173824	0.74627740519547	TRUE
EFCAB14	0.200018969585881	0.0834215597443101			
EFL1	0.287238760508341	0.00842481636259935	0.266426014202874	0.0205302956052424	TRUE
EFR3A	-0.0241511731257219	0.801962734086628	-0.0428299622753598	0.667674943841143	TRUE
EGLN1	0.0554124570837844	0.60952406608885	-0.00054937642450021	0.996788250773231	FALSE
EHBP1	-0.142397289138274	0.0501527562360424	-0.127315384365763	0.103049891224244	TRUE
EHBP1L1	-0.0902822362575611	0.436799896709305	-0.0732286468684214	0.545145054132597	TRUE
EHMT1	-0.0436671931375847	0.513509649292053	-0.0692803878665808	0.298929566429235	TRUE
EID1	-0.226846238098938	0.0578857980520218	-0.254024348062401	0.0529031793903628	TRUE
EIF1	-0.147389486886405	0.17463847797022	-0.170047526009175	0.149090927243039	TRUE
EIF1AX	-0.019105098896554	0.917122116085228			
EIF2AK2	0.130085060526287	0.194790667868846	0.154608508220965	0.114118153666992	TRUE
EIF2AK4	0.135795722584812	0.215656886127873	0.187096590952547	0.0838809114736738	TRUE
EIF2B3	-0.0275321696493931	0.836028527424819	-0.0198036157524322	0.881152063206679	TRUE
EIF2S2	-0.295176421033035	0.00448453516400103	-0.241484827610757	0.0267806539653636	TRUE
EIF3A	-0.221348898473881	0.0136694302199697	-0.218954907075825	0.0255974878616821	TRUE
EIF3E	0.0442196231252216	0.732367055333575	0.023624486654491	0.864629752010232	TRUE
EIF3H	0.132412249912789	0.223452590685262	0.145097510406416	0.180539351149789	TRUE
EIF3J	-0.180563555147692	0.105481669413061	-0.152529688163392	0.234857381841065	TRUE
EIF3L	0.0279634959749282	0.845580403139094	-0.0276889840838322	0.857880355462473	FALSE
EIF4A2	-0.0540522053843912	0.538411866626413	-0.066880841258781	0.469951508322509	TRUE
EIF4B	0.0126813724985462	0.918872830433331	-6.25417087592158e-05	0.999653974574759	FALSE
EIF4E	-0.0188020701153548	0.883956431788239	-0.0392644517660222	0.764342582617354	TRUE
EIF4G2	-0.0131835582144536	0.927284855431134	-0.00419827087389147	0.979889283072112	TRUE
EIF4G3	0.107321694159854	0.0144574860949351	0.103518077669099	0.0252723109360249	TRUE
EIF5	-0.0600762317469702	0.561437327161699	-0.0908905689441571	0.383383558994141	TRUE
EIF5B	-0.428330722698585	1.05969873151146e-05	-0.460767273135467	9.30778046209864e-06	TRUE
EIPR1	-0.0724882490037575	0.620216136330462	-0.0986673361871643	0.495132714370861	TRUE
ELAVL4	-0.0813784151982182	0.506674128144289	-0.0517626538243649	0.665487069784995	TRUE
ELF1	0.0786695679183019	0.275593224046098	0.0945026820423592	0.20819679084737	TRUE
ELF2	0.104853857368001	0.131079868623216	0.0884975704994984	0.203045944641597	TRUE
ELK3	0.158931295231614	0.0893527423473107	0.152028021138513	0.124888035045259	TRUE
ELK4	0.0930597235703488	0.425630107490396	0.0689143100991363	0.59445778325179	TRUE
ELL	0.0103944652983196	0.939666929374761	-0.0277381651601562	0.84403414109729	FALSE
ELL2	0.184843374591061	0.00412408388442285	0.184037080617854	0.0087415567131509	TRUE
ELMO1	0.127032832555763	0.00262204920816634	0.118284759478292	0.0046397907273317	TRUE
ELMOD3	0.0718982338968153	0.614083687273782	0.101743511777642	0.479345891814067	TRUE
ELMSAN1	0.103681312858428	0.353364711530717	0.088301632435588	0.492764270912441	TRUE
ELOVL5	-0.000806488873320386	0.996210946990835	-0.0574321529198633	0.699007788524284	TRUE
ELP2	0.0910705996217255	0.469548441896033	0.0877905860264019	0.540674651587949	TRUE
ELP3	0.169715461190637	0.0803117158779501	0.118808418511269	0.237028864787172	TRUE
ELP4	-0.00213216332331101	0.98573501156353	-0.0166984956075501	0.887200519896282	TRUE
EMB	0.216375658934033	0.00604748701457392	0.225791686439277	0.00542603197308436	TRUE
EMID1	-0.146523315065349	0.156119144689461	-0.193389223290323	0.0731941836330718	TRUE
EML1	0.0729128652540548	0.51602822552486	0.0547632649330125	0.651793238608849	TRUE
EML4	0.148159385460262	0.0170008862286024	0.13471989629517	0.0347164360402115	TRUE
EMSY	-0.139569627713436	0.206264763044295	-0.189636524841998	0.0795814322185752	TRUE
ENC1	-0.238974308913423	0.0200057650099615	-0.303228448497198	0.00175972417723076	TRUE
ENG	0.0141462806651446	0.908173625399758	0.0165433278649201	0.902613539894639	TRUE
ENO1	-0.352073779461852	0.000232154243464084	-0.360393282729179	0.000384454877531598	TRUE
