logFC	AveExpr	t	P.Value	adj.P.Val	B	gene
0.248725195781815	9.3914603425606	6.70706747134002	7.07495592051737e-09	3.01531545264659e-07	9.89970764709717	PTPRC
0.242889565731414	10.3962327129514	6.4469368832886	1.97517882174317e-08	6.73450100874347e-07	8.73667501385791	PICALM
0.212087087883979	10.1989795862204	6.43380792572551	2.0799077307718e-08	7.03044673478985e-07	8.71238875456977	BMP2K
0.166063026756804	12.9458154975475	6.13261459497856	6.7710901709486e-08	1.93337471802983e-06	7.11802755307869	PLXDC2
0.21740621200548	11.0794174542701	6.05310575705843	9.23016490047226e-08	2.56677138828027e-06	7.11274578955822	SRGAP2
0.172673153296129	11.433200459953	5.71648125488053	3.39262222341087e-07	8.02437458125043e-06	5.76862096665592	MEF2A
0.21871823889544	10.4482016507171	5.68561112652394	3.81932218755254e-07	8.80915429258441e-06	5.80698132483493	TCF12
0.244527930471468	10.1384398358105	5.56678902707605	6.01640491777435e-07	1.31057353792185e-05	5.42174655630754	SRGAP2B
0.23766494485095	11.4804762610512	5.51189792729543	7.41513812759948e-07	1.53834690996389e-05	4.9795080577698	ARHGAP24
0.222201480750242	9.19458532228572	5.42322971291334	1.03805171439373e-06	2.02497550852627e-05	5.05678573689301	RAP1A
0.273360537640329	8.61008885500738	5.3048649749937	1.622341838082e-06	2.9725244612708e-05	4.71598965279589	SOCS6
0.211581246053351	9.90784865495771	5.30104526984434	1.64580506018902e-06	2.98759335231534e-05	4.47481283582061	FGD4
0.271671196218087	9.54892296248465	5.2537837950189	1.96525766755415e-06	3.51861886505929e-05	4.36604556296475	BNC2
0.169768492004121	11.0552082443491	5.24353902455075	2.04216337325862e-06	3.62322288984029e-05	4.07054371649548	SLC9A9
0.250989832208122	8.67239230686383	5.23870881758876	2.07944236623309e-06	3.67274482792791e-05	4.42327487681089	TGFBR1
0.217960839962763	9.31574429143916	5.20856679463923	2.32766395344253e-06	4.05634238286585e-05	4.23901014350373	SPRED1
0.209549920124628	11.0973110306461	5.18369188627641	2.55426661093421e-06	4.37928584425579e-05	3.82662335628917	MAML2
0.216189881722027	9.10080043324535	5.15443831432304	2.8486051540493e-06	4.85625252566404e-05	4.06253812936219	IL6ST
0.254031247198613	8.50759769403214	5.09430874226325	3.56210994469642e-06	5.94341833751262e-05	3.95390112026599	GNB4
0.190642690393836	10.4131101544681	5.03757104868199	4.39487604539209e-06	7.12078883222412e-05	3.42027246684075	FAM49B
0.226998472929726	8.57511615285584	4.96295602971307	5.78607317109481e-06	9.18509834164483e-05	3.47363134206381	PIK3AP1
0.229090309937089	9.38344343794164	4.94503930183556	6.17970732524561e-06	9.75669792896744e-05	3.281810916441	SRGAP2C
0.209985759296534	9.2192452527609	4.9412325805808	6.26666135165127e-06	9.75669792896744e-05	3.28487065824046	SAMSN1
0.231605614483852	8.9426378878807	4.93033588076015	6.52224760962258e-06	0.00010108194813174	3.29765592858813	BLNK
0.309862139544439	7.83320788428045	4.91370877394327	6.93204112637558e-06	0.000107009973450861	3.42344293121092	PLA2G4A
0.298701486851938	7.64124273845098	4.90632646261666	7.12197287486352e-06	0.000109510806440548	3.34063925179134	TLR2
0.204630711828278	9.90255159350641	4.87663073660241	7.93881251912322e-06	0.00011926468922407	2.94555185262625	GAB2
0.222807927866577	8.26240997167442	4.80741724252522	1.02151225644002e-05	0.000147798876660566	2.98186360953071	WASHC4
0.254296467593499	8.19045274637386	4.78953902386732	1.09000299920009e-05	0.000156553178016979	2.90565373167292	ST8SIA4
0.203821897989515	8.41117719997549	4.77833660285165	1.13518611202132e-05	0.000161856899826749	2.81891824610473	FAM13A
