logFC	AveExpr	t	P.Value	adj.P.Val	B	gene
0.224964437701964	9.4509049759655	6.22752274025394	4.73879872412709e-08	1.22637422300282e-06	8.01507940473171	PTPRC
0.154382816296946	13.0047279196375	6.06086350729454	9.07219739026777e-08	2.13551970187695e-06	6.7811536036813	PLXDC2
0.205776022441782	11.1276249643895	5.84633481220836	2.08168087178666e-07	4.54853503062846e-06	6.28599274359471	SRGAP2
0.212550705742045	10.4131662270033	5.71268657308979	3.48012711694748e-07	7.13426058974233e-06	5.89800337683293	PICALM
0.233410424925648	11.5404660692484	5.6303062659944	4.76995052456138e-07	9.30778046209864e-06	5.37882626968906	ARHGAP24
0.156040871864301	11.4929785779969	5.60709894325843	5.21183668593255e-07	1.00624296650624e-05	5.31494080581833	MEF2A
0.184144348241161	10.20260901456	5.57273726929635	5.94131558537473e-07	1.12330883787733e-05	5.40160258269703	BMP2K
0.23411533883145	9.24024972768597	5.53718572945722	6.80211002422674e-07	1.27286663991812e-05	5.45859454443554	RAP1A
0.206822060949891	10.49419752416	5.41433882460943	1.08359556575482e-06	1.91016435721708e-05	4.7606800397808	TCF12
0.220876054028392	10.1970467371902	5.38830195897789	1.19552111426264e-06	2.09733487785786e-05	4.7299378977946	SRGAP2B
0.257818139825762	8.67267871074718	5.21159859501133	2.32058722139514e-06	3.8172537063586e-05	4.35932427658063	SOCS6
0.237147914673174	9.45736849083643	5.16003921594562	2.81230893795766e-06	4.51938925335095e-05	4.0301480642751	SRGAP2C
0.219475841063561	9.17312687361269	5.10744799415867	3.41911325489081e-06	5.40101483424093e-05	3.86761305765913	IL6ST
0.258435313231915	9.60081101973186	5.05704580269555	4.12054083649501e-06	6.42557842408986e-05	3.63003468784979	BNC2
0.27594993376887	7.86641699983467	4.89510646219823	7.47140197658022e-06	0.000109052583250165	3.3309197358912	RANBP9
0.207593890553999	8.4642462555636	4.85826269461832	8.54620717126798e-06	0.000123261304221173	3.07894088690017	FAM13A
0.246502321610584	8.57522249122575	4.83746793983688	9.21818462710471e-06	0.000131910414526687	3.01468678652353	PELI1
0.197066026980224	9.3316956765256	4.83794970187264	9.20204690978584e-06	0.000131910414526687	2.89752899654997	SPRED1
0.198140000596772	9.97217552199136	4.83270589604231	9.37919722571973e-06	0.000133690197955669	2.75767185189417	FGD4
0.27439243939529	8.01774299301674	4.79846625915923	1.06207266814329e-05	0.000149057814079033	2.98290242758529	PHC3
0.315850227640763	7.25838061292226	4.73147636252881	1.35317501719763e-05	0.000185629159314065	2.79740736377119	CPVL
0.165552089691357	10.4898130885401	4.73196640089468	1.35078590143451e-05	0.000185629159314065	2.30413095113348	ZEB2
0.249677686702109	8.51644268514352	4.72845196938565	1.36801166209626e-05	0.000186961593819823	2.6496640010456	GNB4
0.210495588115178	8.64504897410124	4.72066672305006	1.40693831558718e-05	0.000191564101252897	2.56699205615455	TGFBR1
0.21979393809144	8.61483955011283	4.71084933782735	1.45757082320211e-05	0.000197720294939201	2.56917193069743	PIK3AP1
0.254154337357863	9.12896410782273	4.63903629028117	1.88607139246155e-05	0.000246676505773914	2.25022461956389	ENTPD1
0.148474321166398	11.1032983407522	4.63914698337549	1.8853245976232e-05	0.000246676505773914	1.87548786249559	SLC9A9
0.216603982235877	9.04048769390684	4.58873548099866	2.25705168147238e-05	0.000291024084300096	2.08068463317139	BLNK
0.18383498424687	11.1521169332882	4.55628920438682	2.53313337157692e-05	0.000320951516419589	1.55700045456034	MAML2
0.21004656898906	8.82285952488647	4.55133066888195	2.57812503816857e-05	0.000325521739248343	2.01635780093	WDFY4
